Player Name,Salary,Position,Age,Team,GP,MP,PTS,AST,TRB,WS,PER,USG%,BPM,VORP,log_salary,salary_per_WS,pts_per_dollar,PER_salary_ratio,IF_label,IF_score,LOF_label,LOF_score
Rodney McGruder,2298385,SG,31,DET,32,16.4,5.7,0.9,2.3,0.7,10.7,14.0,-1.5,0.1,14.64771726034677,1351991.1764705882,2.4800022624582043,4.655442843561892,1,0.11260737175522434,1,-0.9841858873309095
Quentin Grimes,2277000,SG,22,NYK,71,29.9,11.3,2.1,3.2,4.8,11.7,14.4,-0.1,1.0,14.638369345045877,392586.2068965517,4.962670180061484,5.138339920948616,1,0.07666582226109814,1,-1.0771885011781506
Andrew Nembhard,2244111,SG,23,IND,75,27.6,9.5,4.5,2.7,1.2,10.0,16.1,-3.2,-0.6,14.623820009642001,1020050.4545454545,4.233302185141466,4.456107563306806,1,0.05670880203433465,-1,-1.2704016457061476
Payton Pritchard,2239200,PG,25,BOS,48,13.4,5.6,1.3,1.8,0.6,10.3,19.8,-3.4,-0.2,14.621629217183381,1399500.0,2.500893176134334,4.5998570918185075,1,0.10504020464767355,1,-0.999118964249908
Bones Hyland,2201520,PG,22,DEN/LAC,56,19.4,11.8,3.1,2.4,1.4,14.9,28.0,-0.8,0.3,14.604658588851647,917300.0,5.359933137105274,6.768051164649878,1,0.04455208683951717,1,-1.2262680147729395
Bol Bol,2200000,PF,23,ORL,70,21.5,9.1,1.0,5.8,2.3,14.4,18.2,-0.9,0.4,14.603967918328545,666666.6666666667,4.136363636363636,6.545454545454545,1,0.09936618680432358,1,-0.9909734832546869
Jaden McDaniels,2161440,SF,22,MIN,79,30.6,12.1,1.9,3.9,4.4,12.0,15.8,-1.2,0.5,14.586285224203507,400266.6666666666,5.59811977200385,5.551854319342661,1,0.06939448248047092,1,-1.0358598936732109
Jordan McLaughlin,2160000,PG,26,MIN,43,15.8,3.7,3.4,1.4,1.3,11.8,11.7,-0.7,0.2,14.585618779660347,939130.4347826088,1.712962962962963,5.462962962962963,1,0.07282162028821293,1,-1.1694777961357437
Malachi Flynn,2145720,PG,24,TOR,53,13.0,4.6,1.3,1.4,0.5,8.7,17.4,-4.1,-0.4,14.578985718357249,1430480.0,2.14380254646459,4.054583077009116,1,0.08899459825943778,1,-0.9967658765695611
Cam Thomas,2138160,SG,21,BRK,57,16.6,10.6,1.4,1.7,1.0,14.7,27.8,-2.7,-0.2,14.575456204062634,1069080.0,4.957533580274628,6.875070153777079,1,0.04842780371149408,-1,-1.3720375795652668
Luke Kornet,2133278,C,27,BOS,69,11.7,3.8,0.8,2.9,3.3,16.7,11.5,1.0,0.6,14.573170321825408,496111.1627906977,1.781296202370249,7.828328047258727,1,0.06534283594604684,1,-1.1009626708032614
Damion Lee,2133278,SG,30,PHO,74,20.4,8.2,1.3,3.0,2.6,10.7,16.3,-1.7,0.1,14.573170321825408,592577.2222222222,3.84384969985159,5.015755096147807,1,0.1160848004494664,1,-0.9866576746229399
Juan Toscano-Anderson,2133278,SF,29,LAL/UTA,52,13.5,3.0,1.3,2.4,0.5,7.2,11.3,-3.8,-0.3,14.573170321825408,1422185.3333333333,1.4062864755554598,3.375087541333104,1,0.08149090388372127,1,-1.0089854627222807
Desmond Bane,2130240,SG,24,MEM,58,31.7,21.5,4.4,5.0,5.8,19.1,26.1,3.5,2.5,14.571745207394477,313270.5882352941,10.09275950127685,8.966125882529669,-1,-0.06654381710645407,-1,-1.8509947660397752
Day'Ron Sharpe,2109480,C,21,BRK,48,11.5,4.7,0.8,4.2,1.6,17.8,19.0,-2.3,0.0,14.561952029581937,811338.4615384615,2.228037241405465,8.43809848872708,1,0.07426095260505244,1,-1.0794320143730578
Frank Ntilikina,2036318,SG,24,DAL,47,12.9,2.9,1.2,1.3,-0.1,5.2,13.1,-6.7,-0.7,14.526653833061488,1851198.1818181816,1.4241390588306932,2.553628657213657,1,0.03033873940229559,1,-1.1973520978755117
Garrison Mathews,2000000,SG,26,HOU/ATL,54,12.7,4.8,0.5,1.4,1.0,9.7,14.7,-2.4,-0.1,14.508657738524219,1000000.0,2.4,4.85,1,0.09906938647763369,1,-0.9687168886248883
Jaylin Williams,2000000,C,20,OKC,49,18.7,5.9,1.6,4.9,1.9,11.2,13.5,-1.7,0.1,14.508657738524219,689655.1724137932,2.95,5.6,1,0.10444089020500591,1,-0.9848345807300346
Jeremiah Robinson-Earl,2000000,PF,22,OKC,43,18.9,6.8,1.0,4.2,1.9,13.0,14.6,-1.5,0.1,14.508657738524219,689655.1724137932,3.4,6.5,1,0.10856583698049599,1,-0.9700509591304203
Kenrich Williams,2000000,PF,28,OKC,53,22.8,8.0,2.0,4.9,3.3,14.4,13.7,0.5,0.8,14.508657738524219,465116.27906976745,4.0,7.2,1,0.08919400254809184,1,-0.9995072293478678
Caleb Houstan,2000000,SF,20,ORL,51,15.9,3.8,0.6,1.9,0.7,6.2,11.0,-4.0,-0.4,14.508657738524219,1176470.5882352942,1.9,3.1,1,0.0707508001011824,1,-1.0287431982015758
Shake Milton,1997718,SG,26,PHI,76,20.6,8.4,3.2,2.5,2.9,12.7,18.5,-2.0,0.0,14.507516087088147,512235.3846153846,4.204797674146201,6.357253626387708,1,0.08960677599403338,1,-1.0360395197219205
Aaron Holiday,1968175,PG,26,ATL,63,13.4,3.9,1.4,1.2,0.9,9.4,13.4,-2.0,0.0,14.492617275405168,1035881.5789473684,1.981531113849124,4.775998069277376,1,0.10208738254764005,1,-1.0012560887736155
Yuta Watanabe,1968175,SF,28,BRK,58,16.0,5.6,0.8,2.4,2.1,12.1,13.1,-0.6,0.3,14.492617275405168,634895.1612903225,2.8452754455269473,6.147827301942154,1,0.10225250278861359,1,-0.9890256184401756
Edmond Sumner,1968175,SG,27,BRK,53,13.9,7.1,1.3,1.5,1.3,14.0,22.1,-2.6,-0.1,14.492617275405168,855728.2608695653,3.6074027970073796,7.1131886138173686,1,0.08333372122901245,1,-1.102144288817009
Thomas Bryant,1968175,C,25,DEN/LAL,59,18.3,9.8,0.5,5.7,4.1,19.7,18.2,0.6,0.7,14.492617275405168,385916.6666666667,4.979232029672159,10.009272549443011,1,0.037346382718057514,1,-1.1478254022287742
Josh Okogie,1968175,SG,24,PHO,72,18.8,7.3,1.5,3.5,2.8,13.3,17.7,-0.2,0.6,14.492617275405168,517940.7894736842,3.709019777204771,6.7575291831265005,1,0.10311785900416287,1,-0.9716391321846578
Drew Eubanks,1968175,C,25,POR,78,20.3,6.6,1.3,5.4,4.4,16.2,12.5,0.1,0.8,14.492617275405168,364476.85185185185,3.3533603465139024,8.230975395988668,1,0.06742036288757969,1,-1.0496680738317044
Dean Wade,1930681,PF,26,CLE,44,20.3,4.7,0.8,3.4,1.8,8.5,10.2,-0.7,0.3,14.473383348385171,689528.9285714286,2.434374192318669,4.402591624406103,1,0.10256911465350288,1,-1.0133720464604026
Terance Mann,1930681,SG,26,LAC,81,23.1,8.8,2.3,3.4,4.3,13.4,15.3,-0.2,0.8,14.473383348385171,364279.43396226416,4.557977211149848,6.940556207887268,1,0.08700745650681807,1,-1.0157101137529456
Jaylen Nowell,1930681,SG,23,MIN,65,19.3,10.8,2.0,2.6,1.2,13.7,25.0,-2.5,-0.2,14.473383348385171,877582.2727272727,5.593881122774814,7.095941794631013,1,0.055581124780746505,1,-1.1564509118511705
Naz Reid,1930681,C,23,MIN,68,18.4,11.5,1.1,4.9,3.0,18.5,24.8,1.0,1.0,14.473383348385171,482670.25,5.9564474918435515,9.58211118253093,1,0.027078607935359378,1,-1.2179063395016776
Jalen McDaniels,1930681,SF,25,PHI/CHO,80,23.9,9.4,1.6,4.3,2.7,11.8,17.2,-2.1,-0.1,14.473383348385171,521805.6756756756,4.868748384637338,6.1118330785872965,1,0.09355150199449325,1,-0.9969590070728861
Daniel Gafford,1930681,C,24,WAS,78,20.6,9.0,1.1,5.6,6.1,19.7,15.2,1.0,1.2,14.473383348385171,271926.90140845074,4.661567602312345,10.203653529505909,1,0.02667707301091854,-1,-1.22847140520555
Chimezie Metu,1910860,PF,25,SAC,66,10.4,4.9,0.6,3.0,2.1,17.3,17.6,-0.1,0.3,14.4630639604655,616406.4516129032,2.564290424206902,9.05351517117947,1,0.07499809076639985,1,-1.0489630792021845
Wenyen Gabriel,1878720,C,25,LAL,68,15.1,5.5,0.5,4.2,2.8,14.4,14.1,-2.2,-0.1,14.446101251857959,494400.0,2.9275251234883326,7.664793050587635,1,0.08512353947172602,1,-1.011367153180236
Moritz Wagner,1878720,C,25,ORL,57,19.5,10.5,1.5,4.5,3.4,17.4,21.1,0.6,0.7,14.446101251857959,426981.8181818181,5.588911599386817,9.261624936126724,1,0.059148948539759494,1,-1.0968532196836445
Keita Bates-Diop,1878720,PF,27,SAS,67,21.7,9.7,1.5,3.7,2.7,14.9,16.7,-0.6,0.5,14.446101251857959,507762.16216216213,5.163089763243059,7.930931698177483,1,0.08926565395576891,1,-1.0172351958267283
Oshae Brissett,1846738,PF,24,IND,65,16.7,6.1,0.7,3.4,1.1,10.6,16.1,-3.2,-0.3,14.428931397468153,879399.0476190476,3.303121503970785,5.739850482309889,1,0.09984517147418859,1,-0.9786223293905898
Isaiah Joe,1836090,SG,23,OKC,73,19.1,9.5,1.2,2.4,3.8,14.5,17.7,0.9,1.0,14.423148868568994,382518.75,5.174038309668916,7.897216367389398,1,0.06870065607640508,1,-1.0499443789455172
Anthony Gill,1836090,PF,30,WAS,59,10.6,3.3,0.6,1.7,1.3,11.1,12.3,-3.3,-0.2,14.423148868568994,798300.0000000001,1.7972975180955182,6.04545528813947,1,0.08243561224175738,1,-1.0042933364623672
Gabe Vincent,1815677,PG,26,MIA,68,25.9,9.4,2.5,2.1,1.4,9.0,17.5,-3.4,-0.6,14.411968958887675,756532.0833333334,5.177132276280418,4.956828775162102,1,0.07298530485216281,1,-1.137071154004896
Max Strus,1815677,SF,26,MIA,80,28.4,11.5,2.1,3.2,3.4,10.8,17.6,-1.7,0.2,14.411968958887675,412653.8636363636,6.333725657151575,5.948194530194523,1,0.06965072733760791,1,-1.0651545768036172
Nick Richards,1782621,C,25,CHO,65,18.7,8.2,0.6,6.4,4.2,18.3,15.6,-1.3,0.2,14.393595311154636,342811.73076923075,4.599968248999646,10.265782799596774,1,0.03927618103291286,1,-1.1579792539618445
Lamar Stevens,1782621,SF,25,CLE,62,18.1,5.3,0.5,3.3,1.9,9.5,13.6,-2.8,-0.2,14.393595311154636,614696.8965517242,2.973150209719284,5.329231507987396,1,0.09839669632744052,1,-0.9877533757405992
Naji Marshall,1782621,SF,25,NOP,77,23.3,9.1,2.5,3.6,2.5,11.4,17.8,-1.9,0.1,14.393595311154636,509320.28571428574,5.104842812914242,6.395077809584875,1,0.09460799867783415,1,-1.0298253618844908
Paul Reed,1782621,C,23,PHI,69,10.9,4.2,0.4,3.8,2.8,19.2,16.4,-0.1,0.4,14.393595311154636,469110.7894736842,2.356081298268112,10.770657363511368,1,0.04064049405518316,1,-1.1308776351232368
Tre Jones,1782621,PG,23,SAS,68,29.2,12.9,6.6,3.6,3.4,16.0,19.3,-1.0,0.5,14.393595311154636,405141.13636363635,7.236535416109201,8.97554780292614,1,0.0019955311773389717,-1,-1.4454746180905054
Haywood Highsmith,1752638,PF,26,MIA,54,17.9,4.4,0.8,3.5,0.9,8.5,12.5,-3.1,-0.3,14.376632639441183,922441.052631579,2.5105013128780733,4.849832081696277,1,0.09256408273680838,1,-1.0076545498045015
Jericho Sims,1639842,C,24,NYK,52,15.6,3.4,0.5,4.7,2.6,13.8,7.4,-0.5,0.3,14.31011045369583,455511.6666666666,2.0733704832538744,8.415444902618667,1,0.03920372590221566,1,-1.1588743907065178
Sam Hauser,1637966,SF,25,BOS,80,16.1,6.4,0.9,2.6,3.4,12.7,14.7,1.0,1.0,14.308965786158964,372264.99999999994,3.90728501079998,7.7535186933062095,1,0.07123625106983372,1,-1.0397440949631385
JT Thor,1563518,PF,20,CHO,69,14.0,3.8,0.5,2.2,0.2,7.0,13.1,-4.7,-0.7,14.262448968445678,1302931.6666666667,2.4304165350191043,4.477083090824666,1,0.051962060082382966,1,-1.040126753246698
Ayo Dosunmu,1563518,SG,23,CHI,80,26.2,8.6,2.6,2.8,2.9,10.2,14.9,-2.5,-0.2,14.262448968445678,400902.0512820513,5.500416368727446,6.523749646630227,1,0.06771442586199733,1,-1.0734404223709093
Isaiah Livers,1563518,PF,24,DET,52,23.1,6.7,0.8,2.8,1.0,8.4,11.9,-2.4,-0.1,14.262448968445678,781759.0,4.285208101217894,5.3724997089896,1,0.08136847136814174,1,-1.0474734774788774
Daishen Nix,1563518,PG,20,HOU,57,16.0,4.0,2.3,1.7,-1.2,5.3,15.4,-6.5,-1.0,14.262448968445678,710690.0,2.558333194756952,3.3897914830529614,-1,-0.00012398102982080772,-1,-1.2758770843633447
Austin Reaves,1563518,SG,24,LAL,64,28.8,13.0,3.4,3.0,5.4,14.9,16.2,0.7,1.2,14.262448968445678,244299.6875,8.314582882960094,9.529791150469647,1,0.007615868709312412,-1,-1.3555855424658663
Jose Alvarado,1563518,PG,24,NOP,61,21.5,9.0,3.0,2.3,1.8,11.8,19.8,-1.2,0.3,14.262448968445678,558399.2857142858,5.756249688203142,7.547082924533009,1,0.07010698985646963,1,-1.052951705298583
Miles McBride,1563518,PG,22,NYK,64,11.9,3.5,1.1,0.8,0.7,8.4,14.6,-2.3,-0.1,14.262448968445678,919716.4705882353,2.238541545412333,5.3724997089896,1,0.06680080235761632,1,-1.0236196552723231
Aaron Wiggins,1563518,SG,24,OKC,70,18.5,6.8,1.1,3.0,2.6,12.2,14.5,-2.1,0.0,14.262448968445678,434310.55555555556,4.349166431086818,7.802916244008703,1,0.09245706004806836,1,-0.9770838527445637
Jock Landale,1563518,C,27,PHO,69,14.2,6.6,1.0,4.1,2.7,16.4,19.3,-1.1,0.2,14.262448968445678,422572.4324324324,4.221249771348971,10.489166098503503,1,0.06442075863889091,1,-1.0518916588848897
Trendon Watford,1563518,PF,22,POR,62,19.1,7.4,2.1,3.8,2.1,13.6,16.1,-1.8,0.1,14.262448968445678,504360.6451612903,4.732916410300361,8.698332862173636,1,0.08228279612252531,1,-1.0183482962099737
Christian Koloko,1500000,C,22,TOR,58,13.8,3.1,0.5,2.9,1.7,11.4,10.4,-3.5,-0.3,14.22097566607244,555555.5555555555,2.066666666666667,7.6000000000000005,1,0.07041208417376055,1,-1.0900866440290675
Bryce McGowens,1461055,SG,20,CHO,46,17.1,5.3,1.2,2.0,0.1,7.2,15.0,-6.0,-0.8,14.194669335472588,1328231.8181818181,3.6275157334939476,4.927945902104986,1,0.034659759781439536,1,-1.1262845809095423
Jordan Goodwin,1280206,PG,24,WAS,62,17.8,6.6,2.7,3.3,2.2,14.8,17.3,0.7,0.8,14.06253156044675,400064.375,5.155420299545542,11.560639459586973,1,0.0371108225939335,1,-1.1215134857067048
Sandro Mamukelashvili,1116112,C,23,SAS/MIL,43,15.3,6.1,1.4,4.3,0.9,13.4,18.2,-2.4,-0.1,13.925361775310762,587427.3684210527,5.465401321731152,12.005963559212695,1,0.02718324994992949,-1,-1.2262861352904113
Jaden Hardy,1017781,SG,20,DAL,48,14.8,8.8,1.4,1.9,0.7,14.6,26.4,-2.3,0.0,13.833135325247946,598694.705882353,8.646260836073772,14.344932750758758,-1,-0.03368910538595982,-1,-1.6442614039778651
Max Christie,1017781,SG,19,LAL,41,12.5,3.1,0.5,1.8,0.6,7.4,10.4,-3.1,-0.1,13.833135325247946,636113.125,3.045841885435079,7.270719339425672,1,0.028901176497835246,1,-1.137276577183996
Jabari Walker,1017781,SF,20,POR,56,11.1,3.9,0.6,2.3,0.2,9.6,17.3,-6.1,-0.6,13.833135325247946,848150.8333333334,3.8318655978054217,9.432284548444114,-1,-0.004484463004732042,-1,-1.3913193472770968
Eugene Omoruyi,1013119,SF,25,DET/OKC,40,16.1,7.0,0.7,2.8,0.6,10.9,19.3,-4.4,-0.4,13.828544249184338,633199.375,6.9093561565818025,10.758854586677378,-1,-0.013870809206301571,-1,-1.3656122192529705
Kris Dunn,1000001,PG,28,UTA,22,25.8,13.2,5.6,4.5,1.9,19.1,20.2,2.4,0.6,13.815511557963774,344827.9310344828,13.1999868000132,19.0999809000191,-1,-0.13245350545883527,-1,-2.4232277134186813
Anthony Lamb,694878,SF,25,GSW,62,19.3,6.7,1.5,3.5,2.4,10.9,13.8,-1.1,0.3,13.451491569569711,204375.88235294117,9.641980318847338,15.686206787378504,-1,-0.042838148615627625,-1,-1.8241165145456435
