Player Name,season,Team,Position,Age,Salary,fair_salary,residual_dollars,residual_pct,PTS,AST,TRB,WS,PER,VORP,IF_label,IF_score,LOF_label,LOF_score
Thaddeus Young,2019-20,CHI,PF,31.0,12900000,9233033.482702427,3666966.5172975734,0.03359874030875548,10.3,1.8,4.9,1.9,13.3,0.3,1,0.06757317627179577,1,-1.1582937835866018
Stephen Curry,2024-25,GSW,PG,36.0,55761216,52099184.428582884,3662031.5714171156,0.026047966906258824,24.5,6.0,4.4,7.9,21.5,4.8,-1,-0.029060080093348484,1,-1.0663024049682626
Danny Green,2020-21,PHI,SF,33.0,15365853,11704451.62536693,3661401.37463307,0.03354774944688538,9.5,1.7,3.8,4.6,12.1,1.9,1,0.0457449000007738,1,-1.1821148426671528
Khris Middleton,2021-22,MIL,SF,30.0,35500000,31853675.08393262,3646324.9160673805,0.03243657298972885,20.1,5.4,5.4,5.3,18.1,1.9,1,0.03452566594514961,1,-1.0186552394844322
Onyeka Okongwu,2020-21,ATL,C,20.0,5813640,2174664.9029177204,3638975.0970822796,0.033342267702787975,4.6,0.4,3.3,1.9,16.8,0.1,1,0.05334401676508288,1,-1.014542059961668
Clint Capela,2022-23,ATL,C,28.0,18706896,15071842.510255624,3635053.4897443764,0.029396736805987436,12.0,0.9,11.0,7.2,22.1,1.8,1,0.014036946723128496,1,-0.9941286385963932
Harrison Barnes,2024-25,SAS,PF,32.0,18000000,14374864.07868203,3625135.9213179704,0.025785528788502363,12.3,1.7,3.8,5.6,14.9,1.2,1,0.04954004308472476,1,-1.0735698882676847
Josh Richardson,2021-22,2TM,SG,28.0,11615328,7997754.04243541,3617573.9575645896,0.03218081340015114,10.2,1.8,2.8,3.5,12.8,0.9,1,0.11574128946116191,1,-0.9708582843879695
Cedi Osman,2020-21,CLE,SF,25.0,8840580,5236588.8466847,3603991.1533153,0.03302172579544896,10.4,2.9,3.4,0.5,10.3,-0.5,1,0.07892874430808583,1,-1.0277059802456905
Harrison Barnes,2020-21,SAC,PF,28.0,22215909,18621888.395897403,3594020.6041025966,0.032930370204348525,16.1,3.5,6.6,4.5,15.4,1.1,1,0.07871665592532756,1,-1.0084116657122588
Anthony Edwards,2020-21,MIN,SG,19.0,9757440,6174289.036744141,3583150.963255859,0.03283077664702087,19.3,2.9,4.7,0.8,13.9,-0.1,1,0.05173301726560614,1,-1.0480273151284485
Kelly Olynyk,2021-22,DET,C,30.0,12195122,8616351.664552048,3578770.335447952,0.03183562843994478,9.1,2.8,4.4,1.6,16.7,0.7,1,0.05907965573702373,1,-1.099698316625713
Tomáš Satoranský,2020-21,CHI,SG,29.0,10000000,6428270.5353216315,3571729.4646783685,0.03272612666921723,7.7,4.7,2.4,3.1,13.8,0.5,1,0.0688110355570461,-1,-1.1946833305208633
Evan Fournier,2021-22,NYK,SG,29.0,17000000,13451986.863517692,3548013.1364823077,0.03156202195885127,14.1,2.1,2.6,3.7,12.3,0.7,1,0.0957770486065998,1,-1.0155991845842536
KJ Martin,2024-25,2TM,PF,24.0,7975000,4434481.004108029,3540518.9958919706,0.025183650068938815,6.4,1.1,2.9,1.3,10.2,-0.4,1,0.0736761683719212,1,-1.0295710224104508
Marcus Morris,2022-23,LAC,PF,33.0,16372093,12836547.252046537,3535545.7479534633,0.028592016076612062,11.2,1.8,4.0,2.0,10.5,0.0,1,0.07939189974906619,1,-0.9902822836568953
Coby White,2022-23,CHI,SG,22.0,7413955,3885708.068736112,3528246.931263888,0.028532990427106768,9.7,2.8,2.9,3.1,12.5,0.5,1,0.10757825142077287,1,-0.9982846114635754
Alec Burks,2023-24,2TM,SG,32.0,10489600,6983437.312394399,3506162.687605601,0.025776627782515944,10.4,1.3,2.3,1.4,12.9,-0.1,1,0.0764333448115031,1,-1.0997601636299672
Ja Morant,2024-25,MEM,PG,25.0,36725670,33233581.548963156,3492088.4510368444,0.02483916444530715,23.2,7.3,4.1,3.5,19.3,1.7,-1,-0.004530908066136097,1,-1.0451369275366387
Doug McDermott,2021-22,SAS,PF,30.0,13750000,10258975.390116783,3491024.609883217,0.031055069741164065,11.3,1.3,2.3,1.6,11.4,-0.1,1,0.06759258614433605,1,-1.0038061246085834
Max Strus,2024-25,CLE,SF,28.0,15212068,11724917.064890178,3487150.935109822,0.024804043980352672,9.4,3.2,4.3,3.4,12.6,1.1,1,0.07957550829483384,1,-1.126355725840916
Derrick Favors,2020-21,UTA,C,29.0,9258000,5780477.287580676,3477522.7124193236,0.03186295320156976,5.4,0.6,5.5,5.1,19.7,1.2,1,0.03952299807988974,1,-1.0636660524474144
Jakob Poeltl,2023-24,TOR,C,28.0,19500000,16023177.319858404,3476822.680141596,0.025560925740448867,11.1,2.5,8.6,3.8,18.9,0.9,1,0.055526688187396755,1,-0.99098375913229
Clint Capela,2023-24,ATL,C,29.0,20616000,17156222.054524742,3459777.945475258,0.025435616158352436,11.5,1.2,10.6,6.3,20.7,1.0,1,0.027680422209281574,1,-0.9921453552129218
Jeremy Lamb,2020-21,IND,SG,28.0,10500000,7041953.8081225855,3458046.1918774145,0.0316844987344458,10.1,1.5,3.6,2.1,15.8,0.7,1,0.07795545540090676,1,-1.178714260154862
Jerami Grant,2024-25,POR,PF,30.0,29793104,26336929.040373903,3456174.959626097,0.024583712405227304,14.4,2.1,3.5,1.8,10.9,0.1,1,0.07086532807025014,1,-1.0978237268570838
Donovan Mitchell,2021-22,UTA,SG,25.0,28103500,24658552.881509345,3444947.118490655,0.030645178700968334,25.9,5.3,4.2,7.2,21.6,3.6,-1,-0.012870377805746513,1,-1.0570438645652422
Pat Connaughton,2024-25,MIL,SG,32.0,9423869,5981874.378842538,3441994.621157462,0.02448284790421274,5.3,1.7,2.7,1.2,12.1,0.0,1,0.05648353212661489,1,-1.1311729525023388
Russell Westbrook,2020-21,WAS,PG,32.0,41358814,37925256.500124045,3433557.4998759553,0.03146012002818355,22.2,11.7,11.5,3.7,19.5,3.4,-1,-0.08576127787838617,-1,-1.256637800097326
CJ McCollum,2023-24,NOP,PG,32.0,35802469,32370485.302191738,3431983.697808262,0.025231278242390964,20.0,4.6,4.3,5.9,17.9,2.8,1,0.0590214460438343,1,-1.015003428063164
Nicolas Batum,2022-23,LAC,PF,34.0,10843350,7415382.332601436,3427967.6673985636,0.027722030386143418,6.1,1.6,3.8,3.6,11.0,1.0,1,0.05245604345763122,1,-1.063758384520346
De'Anthony Melton,2021-22,MEM,SG,23.0,8805976,5395862.754914531,3410113.2450854694,0.030335307391298853,10.8,2.7,4.5,3.7,15.2,1.6,1,0.06716907530509963,1,-1.1055539431214265
Deandre Ayton,2020-21,PHO,C,22.0,9562920,6162135.945446764,3400784.054553236,0.031159831909045588,14.4,1.4,10.5,8.4,20.3,1.7,1,0.03867923914906202,1,-0.9840741178907827
Tyler Herro,2024-25,MIA,SG,25.0,29000000,25628104.408056587,3371895.591943413,0.02398423472802383,23.9,5.5,5.2,7.4,19.7,3.5,1,0.017555597659408895,1,-1.0113572556245118
De'Andre Hunter,2024-25,2TM,SF,27.0,21696429,18361655.099376168,3334773.900623832,0.02372018878299592,17.0,1.4,4.0,4.4,15.9,1.0,1,0.08577245240535697,1,-1.0131411191128028
Rui Hachimura,2024-25,LAL,PF,26.0,17000000,13668620.99090299,3331379.00909701,0.023696040978582883,13.1,1.4,5.0,4.3,13.6,0.6,1,0.09944111492852525,1,-0.9727946587552481
Kawhi Leonard,2022-23,LAC,SF,31.0,42492492,39181471.83013345,3311020.169866547,0.026776274067903005,23.8,3.9,6.5,7.1,23.9,3.5,1,0.00031936538356136523,1,-1.0816681824789092
Markelle Fultz,2019-20,ORL,PG,21.0,9745200,6447297.744639892,3297902.255360108,0.03021717294630849,12.1,5.1,3.3,2.7,14.3,0.1,1,0.06831438743984819,1,-1.0233287790677408
Isaac Okoro,2020-21,CLE,SG,20.0,6400920,3106535.870136404,3294384.129863596,0.03018493796833055,9.6,1.9,3.1,0.9,7.9,-1.7,1,0.05286823052189993,1,-1.142360489080829
Bam Adebayo,2024-25,MIA,C,27.0,34848340,31563925.572081823,3284414.427918177,0.023361982729096203,18.1,4.3,9.6,7.5,18.9,2.7,1,0.027263165359944164,1,-1.0503276747469623
Dillon Brooks,2024-25,HOU,SF,29.0,22255493,18971741.974713326,3283751.0252866745,0.023357263957710983,14.0,1.7,3.7,5.1,11.0,0.4,1,0.08051487875572899,1,-0.993438267026783
Malcolm Brogdon,2024-25,WAS,PG,32.0,22500000,19218999.438543364,3281000.5614566356,0.02333769995630236,12.7,4.1,3.8,0.7,15.8,0.1,1,0.04154440879348131,1,-1.094774588853904
Stephen Curry,2021-22,GSW,PG,33.0,45780966,42516831.14321688,3264134.856783122,0.02903672902648352,25.5,6.3,5.2,8.0,21.4,4.4,-1,-0.007591179824169014,1,-1.0326658735183647
Tristan Thompson,2019-20,CLE,C,28.0,18539130,15282374.953769444,3256755.0462305564,0.029840159851846765,12.0,2.1,10.1,3.1,16.8,0.2,1,0.06811872634168059,1,-1.0144283239792264
Chris Boucher,2022-23,TOR,PF,30.0,12690000,9451654.28575634,3238345.7142436597,0.02618855456102591,9.4,0.4,5.5,5.0,18.0,0.7,1,0.057133097518145104,1,-1.1115452666923153
Romeo Langford,2022-23,SAS,SG,23.0,5634257,2397562.145629018,3236694.854370982,0.02617520403033425,6.9,1.2,2.7,0.5,10.4,-0.5,1,0.09154737572968008,1,-0.9774168577788043
Kentavious Caldwell-Pope,2019-20,LAL,SG,26.0,8089282,4860493.4696228625,3228788.5303771375,0.02958391543317883,9.3,1.6,2.1,3.7,11.0,0.5,1,0.109168159299038,1,-0.9667548354117631
Karl-Anthony Towns,2021-22,MIN,C,26.0,31650600,28428059.548410665,3222540.4515893348,0.028666718127540458,24.6,3.6,9.8,10.3,24.1,4.4,-1,-0.039713933828293024,1,-1.0607183264943836
Obi Toppin,2020-21,NYK,PF,22.0,4862040,1641529.4956465862,3220510.504353414,0.029508067659459535,4.1,0.5,2.2,1.5,12.7,0.2,1,0.07942644608813132,1,-0.9845375675463043
Jordan Clarkson,2019-20,2TM,SG,27.0,13437500,10219179.152715094,3218320.8472849056,0.029488004831270898,15.2,1.9,2.6,3.4,17.3,1.3,1,0.09138533344184918,1,-1.0399281176185398
Thaddeus Young,2022-23,TOR,PF,34.0,8000000,4790742.615175403,3209257.3848245973,0.0259533167670098,4.4,1.4,3.1,1.8,14.1,0.4,1,0.02562263514193963,-1,-1.316861474250551
Pascal Siakam,2021-22,TOR,PF,27.0,33003936,29804743.28026805,3199192.7197319493,0.02845902396260208,22.8,5.3,8.5,8.1,20.3,3.6,1,0.028852496640097758,1,-1.0165384020906423
Serge Ibaka,2021-22,2TM,C,32.0,9720900,6543614.006769977,3177285.9932300234,0.028264148533367936,6.8,0.9,4.6,2.0,14.4,0.1,1,0.06991666555033882,1,-0.9940992407658511
Jarace Walker,2024-25,IND,PF,21.0,6362520,3190001.7675437434,3172518.2324562566,0.022566067035993516,6.1,1.5,3.1,1.6,11.9,0.3,1,0.08983743695470442,1,-1.041394351344843
Lauri Markkanen,2021-22,CLE,SF,24.0,15690909,12519505.772972483,3171403.227027517,0.028211817273893963,14.8,1.3,5.7,5.0,14.7,1.1,1,0.08994069390745285,1,-1.0069943094921752
Lonzo Ball,2021-22,CHI,PG,24.0,18604651,15442698.666037783,3161952.333962217,0.028127745067004273,13.0,5.1,5.4,2.2,14.5,1.4,1,0.02662570347513299,1,-1.148661765102509
Pascal Siakam,2022-23,TOR,PF,28.0,35448672,32316961.566658847,3131710.433341153,0.025326193306709432,24.2,5.8,7.8,7.8,20.3,3.4,1,0.03222877409456487,1,-1.0025681437040663
CJ McCollum,2022-23,NOP,PG,31.0,33333333,30214195.08805453,3119137.9119454697,0.025224519121309047,20.9,5.7,4.4,4.3,15.6,1.9,1,0.049852624497112585,1,-0.9953441172429432
Mike Conley,2020-21,UTA,PG,33.0,34502130,31417070.1856341,3085059.814365901,0.028266994817352953,16.2,6.0,3.5,6.1,19.2,2.6,1,0.027918581682292,1,-1.0142422930851183
Onyeka Okongwu,2021-22,ATL,C,21.0,6104280,3028889.759038323,3075390.240961677,0.0273577155955813,8.2,1.1,5.9,4.2,19.8,0.7,1,0.05860979768591107,1,-1.0172855115466772
Mitchell Robinson,2023-24,NYK,C,25.0,15681818,12620590.340235308,3061227.659764692,0.02250555178806722,5.6,0.6,8.5,2.5,16.1,0.4,1,0.017943368680396976,-1,-1.2747765537511373
Gary Harris,2023-24,ORL,SG,29.0,13000000,9940715.836349318,3059284.163650682,0.02249126358173137,6.9,1.6,1.7,2.7,9.4,0.3,1,0.0828868208969667,1,-1.016364404673984
James Wiseman,2020-21,GSW,C,19.0,8730240,5674656.738012057,3055583.261987943,0.027996914623309,11.5,0.7,5.8,0.7,13.1,-0.6,1,0.02357365192511507,-1,-1.1906206361654452
Bojan Bogdanović,2023-24,2TM,PF,34.0,20000000,16969083.186570656,3030916.8134293444,0.02228271232698882,15.2,1.7,2.7,1.1,12.6,-0.4,1,0.044407395230153524,1,-1.1487686964236605
Anthony Edwards,2021-22,MIN,SG,20.0,10245480,7224364.4533400275,3021115.5466599725,0.026874904786414258,21.3,3.8,4.8,4.3,16.5,2.0,1,0.044217745077520465,1,-1.052396634422491
Danny Green,2021-22,PHI,SF,34.0,10000000,6993586.3401741125,3006413.6598258875,0.0267441213712339,5.9,1.0,2.5,1.9,9.5,0.5,1,0.043089860944695746,1,-1.1154999460655675
Bam Adebayo,2021-22,MIA,C,24.0,28103500,25098659.797065813,3004840.202934187,0.026730124387835924,19.1,3.4,10.1,7.2,21.8,2.7,1,0.00520947619276424,1,-1.0445382370835232
Brook Lopez,2023-24,MIL,C,35.0,25000000,22001370.91287403,2998629.087125968,0.022045339227957234,12.5,1.6,5.2,5.9,14.8,1.8,-1,-0.0016874035583803737,-1,-1.2476843912152151
Gary Harris,2024-25,ORL,SG,30.0,6730769,3734710.284842392,2996058.715157608,0.021310913557043336,3.0,0.6,1.3,1.0,6.9,-0.1,1,0.03088655595567169,1,-1.0464924840444827
Jalen Smith,2024-25,CHI,C,24.0,8571429,5580903.364867027,2990525.635132973,0.02127155685501589,8.2,1.0,5.6,2.9,18.7,0.7,1,0.07025003902586552,1,-0.9983808430085894
Delon Wright,2019-20,DAL,PG,27.0,9473684,6484379.514536853,2989304.485463147,0.027389632448810222,6.9,3.3,3.8,4.4,15.4,1.5,1,0.06867075732600203,1,-1.033392423122502
Davion Mitchell,2023-24,SAC,PG,25.0,5063760,2078521.525158191,2985238.474841809,0.021946894044609352,5.3,1.9,1.3,1.3,9.3,-0.4,1,0.043020313057298754,1,-1.0599187610712697
Gary Payton II,2024-25,GSW,SG,32.0,9130000,6165720.885553976,2964279.1144460244,0.021084865809642535,6.5,1.3,3.0,3.0,16.2,0.8,1,0.059919412482445256,-1,-1.2351837273586939
Delon Wright,2021-22,ATL,SG,29.0,8526316,5563403.268076188,2962912.731923812,0.0263571506389223,4.4,2.4,2.9,3.6,13.8,1.6,1,0.025862467120118415,-1,-1.2197371869602598
Jimmy Butler,2023-24,MIA,PF,34.0,45183960,42232549.25860645,2951410.741393551,0.021698199111854444,20.8,5.0,5.3,9.1,22.0,3.4,1,0.006927004170289575,1,-1.1319172901984704
Jonathan Kuminga,2021-22,GSW,SF,19.0,5466360,2515570.9980818243,2950789.0019181757,0.0262493017054653,9.3,0.9,3.3,3.0,15.2,0.1,1,0.07365181117640363,1,-1.1146400666096112
Kevin Knox,2022-23,2TM,SF,23.0,5845979,2895418.725134361,2950560.274865639,0.023861229023214903,6.6,0.5,2.8,0.7,11.1,-0.4,1,0.08741410476133621,1,-0.9791780107137086
Tyus Jones,2020-21,MEM,PG,24.0,8817143,5868031.81829651,2949111.18170349,0.027021359553816106,6.3,3.7,2.0,2.8,15.0,0.9,1,0.06519509302666271,1,-1.0123763145544336
Kyle Lowry,2021-22,MIA,PG,35.0,26894128,23960462.481560588,2933665.518439412,0.026096976519289494,13.4,7.5,4.5,6.4,15.0,2.1,1,0.015384318166587807,1,-1.0412902085699496
Isaiah Hartenstein,2022-23,NYK,C,24.0,7804879,4873802.095528916,2931076.9044710835,0.02370366668934603,5.0,1.2,6.5,4.6,14.2,0.7,1,0.053557143982495725,1,-1.0167843226575737
Dyson Daniels,2022-23,NOP,PG,19.0,5508600,2577816.5826713424,2930783.4173286576,0.02370129325404276,3.8,2.3,3.2,1.3,8.8,0.0,1,0.06144534732761886,1,-1.043412734584848
Stephen Curry,2022-23,GSW,PG,34.0,48070014,45153703.27482167,2916310.725178331,0.02358425235678563,29.4,6.3,6.1,7.8,24.1,4.7,-1,-0.047812452370395,1,-1.0800758841757576
Patrick Williams,2020-21,CHI,PF,19.0,7068360,4154764.2730142735,2913595.7269857265,0.02669594765425807,9.2,1.4,4.6,2.5,10.5,-0.2,1,0.09073125917766978,1,-1.0099829921749797
Tony Snell,2019-20,DET,SF,28.0,11392857,8488249.869178811,2904607.130821189,0.02661358925069808,8.0,2.2,1.9,2.6,9.7,0.1,1,0.06838803266844407,1,-1.088976503758183
RJ Barrett,2022-23,NYK,SG,22.0,10900635,8005661.988622448,2894973.0113775516,0.0234116939175735,19.6,2.8,5.0,2.2,12.9,-0.7,1,0.05237356775854407,1,-1.0701329108817077
Ivica Zubac,2019-20,LAC,C,22.0,6481482,3595264.7377091013,2886217.2622908987,0.026445091279923942,8.3,1.1,7.5,6.6,21.7,1.6,1,0.027240245871553048,1,-1.0380582054511749
Robert Williams,2022-23,BOS,C,25.0,10937502,8058712.329452302,2878789.6705476977,0.023280818976569473,8.0,1.4,8.3,3.8,19.8,1.1,1,0.019183841171292182,1,-1.1092306488597585
Vasilije Micić,2023-24,2TM,PG,30.0,7723000,4847802.578754378,2875197.4212456224,0.02113789356971072,7.0,4.4,1.5,0.4,10.7,-0.8,1,0.03394718092239224,1,-1.0616076016755622
Onyeka Okongwu,2022-23,ATL,C,22.0,6395160,3521946.833314308,2873213.166685692,0.023235721698966417,9.9,1.0,7.2,7.1,19.4,1.3,1,0.04843027779917486,1,-0.9813284325898313
Jarrett Allen,2024-25,CLE,C,26.0,20000000,17127444.43431639,2872555.5656836107,0.020432437801829517,13.5,1.9,9.7,11.6,22.1,3.6,-1,-0.015109472767361742,1,-1.1189530031329158
Larry Nance Jr.,2022-23,NOP,C,30.0,9672727,6817506.833456923,2855220.1665430767,0.023090212013611076,6.8,1.8,5.4,4.9,16.0,1.4,1,0.0681968042240782,1,-1.0438978616616525
John Henson,2019-20,2TM,C,29.0,9732396,6893189.311915916,2839206.6880840836,0.026014354847755952,5.5,1.4,4.1,1.4,17.0,0.4,1,0.053877978616179434,1,-1.0880242602054868
Tyler Herro,2023-24,MIA,SG,24.0,27000000,24186314.067923445,2813685.9320765547,0.020685673036344054,20.8,4.5,5.3,2.0,15.7,1.0,1,0.04829754263427799,1,-1.020657819106128
Terrence Ross,2019-20,ORL,SG,28.0,12500000,9687807.08776832,2812192.91223168,0.02576683995081254,14.7,1.2,3.2,3.0,14.0,0.8,1,0.09283673803251591,1,-1.0049215837462677
Patty Mills,2020-21,SAS,PG,32.0,13535714,10728716.617771411,2806997.3822285887,0.025719235681038927,10.8,2.4,1.7,2.2,11.8,0.4,1,0.07398422976936164,1,-1.001214616655365
Max Christie,2024-25,2TM,SG,21.0,7142857,4360306.240097076,2782550.7599029243,0.019792235182966716,9.6,1.9,3.3,2.7,10.4,-0.3,1,0.0999878467174663,1,-1.009575344421985
Steven Adams,2021-22,MEM,C,28.0,17073171,14300127.318930592,2773043.6810694076,0.024668134583498563,6.9,3.4,10.0,6.8,17.6,2.0,1,0.02494819183125463,1,-1.073998504480116
Malik Monk,2022-23,SAC,SG,24.0,9472219,6709855.037068893,2762363.962931107,0.022339282381877858,13.5,3.9,2.6,3.2,16.6,1.0,1,0.06694983695223194,1,-1.032139863229594
Rudy Gobert,2021-22,UTA,C,29.0,35344828,32585690.12602647,2759137.87397353,0.02454443284620711,15.6,1.1,14.7,11.7,24.7,3.6,-1,-0.06508153472696965,-1,-1.2334568652804028
Kelly Olynyk,2024-25,2TM,C,33.0,12804878,10059498.757922057,2745379.242077943,0.019527834822872098,8.7,2.9,4.7,1.7,14.9,0.3,1,0.04341692257545332,1,-1.123315570621021
P.J. Tucker,2022-23,PHI,PF,37.0,10490000,7748651.356918108,2741348.6430818923,0.022169331147805532,3.5,0.8,3.9,2.5,5.7,-0.5,-1,-0.0078283173301269,-1,-1.2270676792842155
Ausar Thompson,2023-24,DET,SF,21.0,7977480,5242899.546734767,2734580.453265233,0.020104104904869344,8.8,1.9,6.4,1.8,12.8,-0.1,1,0.06895327977591292,1,-1.114084947540439
Jalen Suggs,2022-23,ORL,SG,21.0,6922320,4189749.165694574,2732570.834305426,0.02209834486519289,9.9,2.9,3.0,1.4,12.5,0.3,1,0.07180536593086406,1,-1.0781783337764428
Tidjane Salaün,2024-25,CHO,PF,19.0,7488720,4762343.066179987,2726376.933820013,0.019392671734572035,5.9,1.2,4.7,0.0,7.7,-1.0,1,0.035929374155098615,1,-1.051457051463775
Eric Bledsoe,2020-21,NOP,SG,31.0,16875000,14158282.063376013,2716717.936623987,0.024892046331537354,12.2,3.8,3.4,2.3,11.5,0.0,1,0.09359938293234793,1,-1.0167824964079883
Ja Morant,2019-20,MEM,PG,20.0,8730240,6020413.066244158,2709826.933755842,0.02482890721784719,17.8,7.3,3.9,3.8,17.4,1.2,1,0.03342540754348816,1,-1.0022708532737363
Jaxson Hayes,2020-21,NOP,C,20.0,5105160,2404772.402140033,2700387.597859967,0.024742418891881682,7.5,0.6,4.3,3.5,19.1,0.6,1,0.07286596788231747,1,-0.9868069295526528
Myles Turner,2020-21,IND,C,24.0,18000000,15309499.590551041,2690500.409448959,0.02465182709775479,12.6,1.0,6.5,3.3,15.3,0.9,1,0.02598495240211135,-1,-1.3650470353601987
Jae'Sean Tate,2024-25,HOU,SF,29.0,7565217,4891346.647306647,2673870.352693353,0.019019193335799302,3.6,0.9,2.3,1.6,12.3,0.2,1,0.06777259162798088,1,-1.03591799536942
Joe Harris,2020-21,BRK,SF,29.0,16071429,13400063.196219957,2671365.8037800435,0.024476505440535506,14.1,1.9,3.6,5.2,14.1,1.3,1,0.07403022924763836,1,-1.0644101222604283
Nikola Jokić,2024-25,DEN,C,29.0,51415938,48776364.15232604,2639573.84767396,0.01877524289181126,29.6,10.2,12.7,16.4,32.0,9.8,-1,-0.1360395063993879,-1,-1.1944836697169792
Kemba Walker,2019-20,BOS,PG,29.0,32742000,30104385.612339832,2637614.387660168,0.02416725662140523,20.4,4.8,3.9,5.9,20.0,2.9,1,0.05271617717661897,1,-0.9889258709051674
De'Andre Hunter,2019-20,ATL,SF,22.0,7068360,4433926.391009818,2634433.608990182,0.024138112598407382,12.3,1.8,4.5,0.1,8.6,-1.4,1,0.06196539382566579,1,-1.0550259314587982
E'Twaun Moore,2019-20,NOP,SG,30.0,8664928,6037144.565591957,2627783.4344080426,0.0240771800843691,8.3,1.4,2.3,0.9,11.3,-0.2,1,0.09396973895259392,1,-0.9911998371167436
Nicolas Batum,2023-24,2TM,PF,35.0,11710818,9096435.40830279,2614382.5916972104,0.019220433548475677,5.3,2.1,4.1,3.3,10.2,0.6,1,0.041297610778455285,1,-1.0835739117496899
Anthony Davis,2021-22,LAL,C,28.0,35361360,32759529.4809827,2601830.5190173015,0.023145075515659086,23.2,3.1,9.9,4.5,23.9,2.0,-1,-0.01746813115036505,1,-1.1333039931388935
Paul George,2022-23,LAC,SF,32.0,42492492,39895517.949289255,2596974.050710745,0.021001771466667263,23.8,5.1,6.1,4.6,19.6,2.3,1,0.010497122113539259,1,-1.0193382348496831
Jalen Green,2021-22,HOU,SG,19.0,8992200,6419992.505755461,2572207.494244539,0.02288155829562634,17.3,2.6,3.4,0.7,12.5,-0.5,1,0.07262835317339916,1,-1.0240554013043435
Brandon Miller,2023-24,CHO,SF,21.0,10880400,8332780.969448281,2547619.0305517185,0.01872960080099189,17.3,2.4,4.3,0.8,13.0,-0.3,1,0.07226448394648483,1,-1.0570754277310632
Jaden Ivey,2023-24,DET,SG,21.0,7641480,5098585.392518166,2542894.6074818335,0.018694867759256537,15.4,3.8,3.4,0.5,12.4,-0.6,1,0.058688793287203944,1,-1.0586424869315212
Mike Conley,2021-22,UTA,PG,34.0,21000000,18459759.3828457,2540240.6171543,0.022597190893966057,13.7,5.3,3.0,6.7,17.2,2.7,1,0.03988271244710079,1,-1.026774067412943
Jamal Murray,2023-24,DEN,PG,26.0,33833400,31294198.95242311,2539201.0475768894,0.018667713423492632,21.2,6.5,4.1,5.9,20.7,2.9,1,0.03734800075616579,1,-0.9971813025506433
Patrick Beverley,2021-22,MIN,PG,33.0,14320988,11791685.238155283,2529302.761844717,0.022499891133174854,9.2,4.6,4.1,4.1,14.8,1.7,1,0.040774643955765466,1,-1.0632047569185006
Killian Hayes,2021-22,DET,PG,20.0,5572680,3063418.180629143,2509261.819370857,0.022321613138673625,6.9,4.2,3.2,0.5,9.3,-0.6,1,0.032570612826226863,1,-1.0701636553694291
Dorian Finney-Smith,2023-24,BRK,PF,30.0,13932008,11426396.756081432,2505611.243918568,0.018420767704388052,8.5,1.6,4.7,2.6,10.1,0.0,1,0.0959087555376214,1,-0.9936739129269883
Myles Turner,2021-22,IND,C,25.0,18000000,15496149.41565355,2503850.584346451,0.022273476473984116,12.9,1.0,7.1,3.1,17.4,1.1,1,0.030517596550640347,1,-1.1820764935158714
Jaxson Hayes,2019-20,NOP,C,19.0,4862040,2366928.8104721354,2495111.1895278646,0.02286156486648217,7.4,0.9,4.0,3.9,17.6,0.5,1,0.07260752751641414,1,-0.9875402599708881
Domantas Sabonis,2023-24,SAC,C,27.0,30600000,28110746.692272257,2489253.307727743,0.01830050733142488,19.4,8.2,13.7,12.6,23.2,6.2,-1,-0.08628831022339845,-1,-1.2819118201359012
Juancho Hernangómez,2020-21,MIN,PF,25.0,6493000,4014764.7643760047,2478235.2356239953,0.02270693820436133,7.2,0.7,3.9,1.1,12.1,-0.2,1,0.09827062319022178,1,-0.9670777789358673
Cason Wallace,2023-24,OKC,SG,20.0,5291000,2822567.53301314,2468432.46698686,0.018147436550141963,6.8,1.5,2.3,4.0,12.0,0.9,1,0.07506639876368787,-1,-1.195678731444758
JaMychal Green,2021-22,DEN,PF,31.0,8200000,5742184.654914904,2457815.3450850956,0.0218639612956135,6.4,0.9,4.2,2.7,14.1,0.0,1,0.08955978560890265,1,-0.9928042896398731
CJ McCollum,2019-20,POR,SG,28.0,27556959,25108424.976640157,2448534.0233598426,0.022434799554332446,22.2,4.4,4.2,4.1,17.0,1.6,1,0.06780344163258661,1,-1.0026790921663251
Terance Mann,2023-24,LAC,SG,27.0,10576923,8133498.058108341,2443424.941891659,0.01796358607782371,8.8,1.6,3.4,4.2,12.0,0.2,1,0.09458802010606543,1,-0.9791679280526532
Julius Randle,2021-22,NYK,PF,27.0,21780000,19342495.19153418,2437504.80846582,0.02168328507539824,20.1,5.1,9.9,3.1,15.7,1.6,1,0.0036113748107403643,1,-1.0302074045352179
Anfernee Simons,2023-24,POR,SG,24.0,24107143,21682282.256547887,2424860.743452113,0.01782710569288648,22.6,5.5,3.6,2.2,15.9,0.8,1,0.02559969939519724,1,-1.0448639627163567
Aaron Nesmith,2024-25,IND,SF,25.0,11000000,8576934.501957698,2423065.498042302,0.017235222764690465,12.0,1.2,4.0,2.9,14.6,0.4,1,0.09268635106344364,1,-1.0902982190834583
Wendell Carter Jr.,2023-24,ORL,C,24.0,13050000,10645884.96261034,2404115.0373896603,0.017674587287181104,11.0,1.7,6.9,4.4,15.9,1.0,1,0.09178411114826646,1,-0.9825426158545456
