Player Name,season,Team,Position,Age,Salary,fair_salary,residual_dollars,residual_pct,PTS,AST,TRB,WS,PER,VORP,IF_label,IF_score,LOF_label,LOF_score
Gordon Hayward,2023-24,2TM,SF,33.0,31500000,12665754.695400262,18834245.30459974,0.13846571709221178,9.8,3.1,3.5,1.5,12.8,0.0,1,0.07331784747358144,1,-1.0762604794998674
Otto Porter Jr.,2020-21,2TM,SF,27.0,28489237,11898194.733479535,16591042.266520465,0.1520161468436913,9.7,2.0,5.4,1.3,14.5,0.3,1,0.07327255307732738,1,-1.147305932205884
Jaylen Brown,2024-25,BOS,SF,28.0,49205800,32852283.78759076,16353516.21240924,0.11632227652722307,22.2,4.5,5.8,5.2,17.8,1.1,1,0.04690477122399361,1,-0.9987005735792976
Klay Thompson,2023-24,GSW,SF,33.0,43219440,26880806.982366767,16338633.017633233,0.12011845977924901,17.9,2.3,3.3,3.6,13.9,0.9,1,0.05723003206175736,1,-1.0919317453358797
Khris Middleton,2022-23,MIL,SF,31.0,37948276,22319524.185125396,15628751.814874604,0.12638997060268167,15.1,4.9,4.2,1.9,17.4,0.6,1,0.026727575024139527,-1,-1.200374036050303
Paul Millsap,2019-20,DEN,PF,34.0,30350000,15028819.279290996,15321180.720709004,0.14038098516317576,11.6,1.6,5.7,3.5,16.9,0.7,1,0.06572241918258076,1,-1.0302194134562517
Steven Adams,2020-21,NOP,C,27.0,29592696,14305265.403677547,15287430.596322453,0.14007174817960832,7.6,1.9,8.9,4.0,15.1,0.7,1,0.07174222985094042,1,-1.0093236312231428
Lauri Markkanen,2024-25,UTA,PF,27.0,42176400,27115833.79094884,15060566.209051158,0.10712554563014737,19.0,1.5,5.9,2.2,15.6,0.7,1,0.08104630176658867,1,-1.014306331604247
Jamal Murray,2020-21,DEN,PG,23.0,27285000,12501516.319416273,14783483.680583727,0.1354543126313334,21.2,4.8,4.0,4.6,18.3,1.7,1,0.0551978096964596,1,-0.9673983352529631
Fred VanVleet,2024-25,HOU,PG,30.0,42846615,28063315.37416829,14783299.625831708,0.10515335324374561,14.1,5.6,3.7,5.2,12.8,1.5,1,0.04800242252258469,1,-1.0549230120197215
Bradley Beal,2024-25,PHO,SG,31.0,50203930,35435272.68761132,14768657.31238868,0.10504920272276924,17.0,3.7,3.3,2.4,15.2,0.4,1,0.08182946989465778,1,-1.0160306452450523
Mike Conley,2019-20,UTA,PG,32.0,32511624,18111598.33495714,14400025.665042859,0.1319408618750491,14.4,4.4,3.2,2.5,14.1,0.8,1,0.07110283913764587,1,-1.0116988720715143
Ben Simmons,2022-23,BRK,PG,26.0,35448672,21142499.890164055,14306172.109835945,0.11569424697615097,6.9,6.1,6.3,2.2,13.4,0.7,1,0.03083263675569614,1,-1.1591720324590842
Khris Middleton,2024-25,2TM,SF,33.0,31666676,17403531.379194412,14263144.620805588,0.10145349973543681,11.9,4.1,3.7,2.0,16.7,0.6,1,0.048422925800162886,-1,-1.2158090029359812
Nic Claxton,2024-25,BRK,C,25.0,27556817,13562396.011193696,13994420.988806304,0.09954207321255229,10.3,2.2,7.4,4.3,16.5,1.1,1,0.08025670861568684,1,-0.977453925915626
Anthony Edwards,2024-25,MIN,SG,23.0,42176400,28184616.841039114,13991783.158960886,0.0995233103747182,27.6,4.5,5.7,8.4,20.1,4.6,-1,-0.03195252061334253,1,-1.073381312701724
Bruce Brown,2024-25,2TM,PG,28.0,23000000,9369156.479954114,13630843.520045886,0.09695595299773727,8.3,2.0,4.0,0.7,10.9,-0.4,1,0.08013266846044459,1,-1.0735316382622948
Nicolas Batum,2019-20,CHO,SF,31.0,25565217,12235514.981094617,13329702.018905383,0.12213397488460126,3.6,3.0,4.5,0.6,9.2,0.0,1,0.0028115899636446118,-1,-1.2775623448556026
Deandre Ayton,2024-25,POR,C,26.0,34005126,20794688.824253645,13210437.175746355,0.09396560997913303,14.4,1.6,10.2,2.8,17.7,0.4,1,0.06197824920174616,1,-1.0194243402782517
Bradley Beal,2023-24,PHO,SG,30.0,46741590,33652605.608918056,13088984.391081944,0.09622767360247278,18.2,5.0,4.4,3.9,16.3,1.1,1,0.06629128439536092,1,-1.0383120470637812
Jaren Jackson Jr.,2022-23,MEM,C,23.0,28946605,15896905.06374522,13049699.93625478,0.10553313603376152,18.6,1.0,6.8,6.6,21.6,2.2,-1,-0.012199792948211607,1,-1.1830757862241337
Paul George,2024-25,PHI,PF,34.0,49205800,36256405.74534906,12949394.254650943,0.09210881621938527,16.2,4.3,5.3,1.0,14.5,0.5,1,0.003822216406897172,-1,-1.3362118332746502
Tobias Harris,2022-23,PHI,SF,30.0,37633050,24686734.109407462,12946315.890592538,0.10469706757181302,14.7,2.5,5.7,5.9,14.8,1.7,1,0.07703251723674132,1,-1.0377720474959955
Steven Adams,2019-20,OKC,C,26.0,25842697,12986517.362696463,12856179.637303537,0.11779530545449457,10.9,2.3,9.3,6.5,20.5,2.1,1,0.06363924293441858,1,-0.9782933783171401
Terry Rozier,2024-25,MIA,PG,30.0,24924126,12286956.088342333,12637169.911657667,0.08988796989542255,10.6,2.6,3.7,1.0,10.5,-0.7,1,0.08197512785781091,1,-1.0423037608844743
Jonathan Isaac,2024-25,ORL,PF,27.0,25000000,12416352.316119626,12583647.683880374,0.08950726721968001,5.4,0.6,4.4,3.4,16.6,0.7,1,0.023091465420094714,-1,-1.2312380767025868
Devin Vassell,2024-25,SAS,SG,24.0,29347826,17293167.69192663,12054658.308073372,0.08574457498558463,16.3,2.9,4.0,2.2,14.2,0.4,1,0.09709123587005913,1,-0.9946531596826578
Blake Griffin,2019-20,DET,PF,30.0,34449964,22489965.075174414,11959998.924825586,0.10958401067276513,15.5,3.3,4.7,-0.1,11.9,-0.3,-1,-0.007580939692185762,-1,-1.4309455049400204
Patrick Williams,2024-25,CHI,PF,23.0,18500000,6642278.084934886,11857721.915065113,0.08434376984568466,9.0,2.0,3.8,0.4,9.0,-0.7,1,0.08810157301915761,1,-0.9887036866000845
Andrew Wiggins,2021-22,GSW,SF,26.0,31579390,19759039.187824365,11820350.812175635,0.10515016645769776,17.2,2.2,4.5,5.1,15.0,1.4,1,0.08287587114507372,1,-1.0007230478224927
Lonzo Ball,2024-25,CHI,PG,27.0,21395348,9685409.913082616,11709938.086917384,0.08329258604516306,7.6,3.3,3.4,1.2,12.2,0.4,1,0.05466409309191955,1,-1.029342101016333
Brandon Ingram,2020-21,NOP,SF,23.0,27285000,15576869.500948753,11708130.499051247,0.10727625525976953,23.8,4.9,4.9,5.3,19.2,2.2,1,0.03608078545661564,1,-1.0095036117606109
Allen Crabbe,2019-20,2TM,SF,27.0,18500000,6916787.215553,11583212.784447,0.10613169126302914,4.6,0.9,2.1,-0.1,6.0,-0.5,1,0.02935268632463306,1,-1.0491484172338037
Kevin Love,2021-22,CLE,C,33.0,31258256,19869343.430078775,11388912.569921225,0.10131222596759498,13.6,2.2,7.2,5.7,19.6,2.7,1,0.02065682841939126,1,-1.1571337196411022
Markelle Fultz,2023-24,ORL,PG,25.0,17000000,5654410.247033454,11345589.752966546,0.08341057449192806,7.8,2.8,3.2,1.3,12.6,0.1,1,0.08198071839954446,1,-0.9870380991932981
Zach LaVine,2024-25,2TM,SG,29.0,44531940,33228486.106707204,11303453.893292796,0.08040127104228523,23.3,4.2,4.3,5.1,17.3,1.8,1,0.04493147186137708,1,-1.0264348463677402
Russell Westbrook,2021-22,LAL,PG,33.0,44211146,32937349.93635525,11273796.063644748,0.10028818531183614,18.5,7.1,7.4,1.7,15.0,0.2,-1,-0.025130468951992557,-1,-1.3395917333670428
Gary Harris,2020-21,2TM,SG,26.0,19610714,8396519.614518873,11214194.385481127,0.1027505441220554,9.9,2.0,2.0,0.7,9.1,-0.6,1,0.07030802465265568,1,-1.0425935194238927
Joe Harris,2022-23,BRK,SF,31.0,18642857,7452963.363718234,11189893.636281766,0.09049285217970779,7.6,1.4,2.2,2.6,10.6,0.3,1,0.0739534716109565,1,-1.0220471221701262
Michael Porter Jr.,2022-23,DEN,SF,24.0,30913750,19802336.952450417,11111413.047549583,0.0898581783797629,17.4,1.0,5.5,4.3,16.8,1.0,1,0.08028928699637355,1,-1.0659593651724975
Andrew Wiggins,2023-24,GSW,SF,28.0,24330357,13219266.92640289,11111090.07359711,0.08168657834891017,13.2,1.7,4.5,2.8,12.7,-0.3,1,0.09731090683499655,1,-1.0092566341928575
Chris Paul,2023-24,GSW,PG,38.0,30800000,19821427.03458356,10978572.965416439,0.08071233828170973,9.2,6.8,3.9,4.3,14.7,1.2,1,0.004430690322040576,1,-1.1244869332924148
Cameron Johnson,2023-24,BRK,PF,27.0,25679348,14730947.92558605,10948400.07441395,0.08049051304147117,13.4,2.4,4.3,3.3,14.5,1.0,1,0.10820504056277863,1,-0.9840538723675099
Luka Dončić,2022-23,DAL,PG,23.0,37095000,26269070.176795088,10825929.823204912,0.08754947089244197,32.4,8.0,8.6,10.2,28.7,6.6,-1,-0.08470988568757087,1,-1.0935805658331448
Zion Williamson,2023-24,NOP,PF,23.0,34005250,23193999.104239993,10811250.895760007,0.07948221889090659,22.9,5.0,5.8,7.5,22.8,3.3,1,0.012553368300191825,1,-1.048931775913784
Bruce Brown,2023-24,2TM,SG,27.0,22000000,11208331.208780719,10791668.791219281,0.07933825505781668,10.8,2.9,4.2,2.2,11.6,-0.6,1,0.10793410576343954,1,-0.9971534741191219
Bobby Portis,2019-20,NYK,PF,24.0,15000000,4222656.517706792,10777343.482293207,0.0987478787089354,10.1,1.5,5.1,1.9,14.6,0.3,1,0.11021615578863136,1,-0.9888618786472229
Marc Gasol,2019-20,TOR,C,35.0,25595700,14825773.140450494,10769926.859549506,0.09867992358025934,7.5,3.3,6.3,3.0,11.8,1.1,1,0.02334340119302092,1,-1.1069215009885824
Andrew Wiggins,2020-21,GSW,PF,25.0,29542010,18772161.51893572,10769848.481064279,0.09867920543397729,18.6,2.4,4.9,3.9,15.0,1.0,1,0.08503895022444652,1,-1.0132598051415216
Gary Harris,2021-22,ORL,SG,27.0,20482143,9794429.739684822,10687713.260315178,0.09507457487781928,11.1,1.8,2.0,2.2,10.9,-0.2,1,0.09852438725850615,1,-0.9926944794609028
Dāvis Bertāns,2021-22,2TM,PF,29.0,16000000,5363672.528460066,10636327.471539933,0.09461746287419656,5.6,0.6,2.1,0.9,9.4,-0.1,1,0.07296092555272227,1,-1.011959148090203
Marcus Smart,2024-25,2TM,PG,30.0,20210285,9575054.566534989,10635230.433465011,0.07564820918901337,9.0,3.2,2.1,0.7,12.4,0.1,1,0.05545265949890249,1,-1.0567154320237726
RJ Barrett,2023-24,2TM,SG,23.0,23883929,13415419.15775676,10468509.84224324,0.0769624531671083,20.2,3.3,5.4,2.9,16.4,0.6,1,0.06860553399564306,1,-1.011619138648876
Isaiah Hartenstein,2024-25,OKC,C,26.0,30000000,19536365.532228403,10463634.467771597,0.07442765006808261,11.2,3.8,10.7,6.8,18.9,2.1,1,0.0415302511548894,1,-1.0134184978932683
Luke Kennard,2022-23,2TM,SG,26.0,14415545,4053701.5952339373,10361843.404766062,0.08379639646408202,9.3,1.5,2.7,3.4,13.0,0.8,1,0.0911876380244549,1,-1.061643197662166
Jamal Murray,2022-23,DEN,PG,25.0,31650000,21445869.349692833,10204130.650307167,0.08252097084879034,20.0,6.2,4.0,5.1,18.0,1.8,1,0.06785954314684323,1,-0.984000167623939
Evan Fournier,2023-24,2TM,SG,31.0,18857143,8681652.788998561,10175490.211001439,0.07480822969248455,6.9,1.5,1.8,-0.1,8.5,-0.3,1,0.03708765650225271,-1,-1.2600009243473937
Keldon Johnson,2024-25,SAS,SF,25.0,19000000,8844960.886024486,10155039.113975514,0.07223261668119266,12.7,1.6,4.8,3.2,15.6,0.2,1,0.0994016783655261,1,-0.9857808892338502
Jrue Holiday,2024-25,BOS,PG,34.0,30000000,19976788.28596716,10023211.71403284,0.07129493067710502,11.1,3.9,4.3,5.1,13.5,1.3,1,0.06331377554258139,1,-1.0732383564841355
Tobias Harris,2019-20,PHI,PF,27.0,32742000,22746224.729615517,9995775.270384483,0.09158672595184608,19.6,3.2,6.9,6.2,17.2,1.8,1,0.08021497414592005,1,-0.971352642837879
Rudy Gobert,2024-25,MIN,C,32.0,43827587,33837897.22211521,9989689.777884789,0.07105648972803363,12.0,1.8,10.9,10.1,18.3,2.4,-1,-0.011852503225911803,1,-1.1186465861076287
Duncan Robinson,2022-23,MIA,SF,28.0,16902000,6943210.317089535,9958789.682910465,0.08053689444753925,6.4,1.1,1.6,0.5,7.8,-0.5,1,0.03777704787899261,1,-1.0426245226190598
Ben Simmons,2020-21,PHI,PG,24.0,30559200,20605136.374659378,9954063.625340622,0.09120454118875412,14.3,6.9,7.2,6.0,18.3,2.3,1,0.01927143047410107,1,-1.0439612389866084
Anfernee Simons,2022-23,POR,SG,23.0,22321429,12436657.191175995,9884771.808824005,0.07993831069365578,21.1,4.1,2.6,2.5,14.8,0.5,1,0.06278868590613562,1,-0.9831881240881453
Dāvis Bertāns,2023-24,2TM,PF,31.0,17000000,7189281.320665953,9810718.679334048,0.07212650016787148,6.7,0.8,1.4,0.9,11.6,0.1,1,0.06492838997398004,1,-1.0994734319062947
Jonathan Isaac,2023-24,ORL,PF,26.0,17400000,7660285.19103094,9739714.80896906,0.07160449348974834,6.8,0.5,4.5,3.6,19.2,1.4,1,0.031469123606435445,-1,-1.2155915583385266
Klay Thompson,2021-22,GSW,SG,31.0,37980720,28244124.17950118,9736595.82049882,0.08661372978898374,20.4,2.8,3.9,1.8,16.7,0.7,1,0.03341894169005133,-1,-1.245072485179041
Myles Turner,2022-23,IND,C,26.0,35096500,25385353.372379616,9711146.627620384,0.07853420102398109,18.0,1.4,7.5,5.4,20.0,1.9,1,0.019968384768439817,1,-1.066067649099176
Al Horford,2021-22,BOS,C,35.0,27000000,17306032.879050016,9693967.120949984,0.08623451812896957,10.2,3.4,7.7,7.6,16.7,3.2,1,0.00409987345799645,1,-1.1279848862469315
Bismack Biyombo,2019-20,CHO,C,27.0,17000000,7356293.372735782,9643706.627264218,0.0883608816864964,7.4,0.9,5.8,2.4,16.1,-0.1,1,0.07613646534376117,1,-0.9817410253025596
Marcus Morris,2023-24,2TM,PF,34.0,17116279,7488578.821586197,9627700.178413803,0.07078098365997751,6.4,0.7,2.7,1.0,9.9,-0.4,1,0.05441962625488078,1,-1.0122337304167048
Luguentz Dort,2024-25,OKC,SF,25.0,16500000,6902158.056164246,9597841.943835754,0.06826928289637632,10.1,1.6,4.1,5.6,11.3,1.2,1,0.08494748878689962,1,-0.9996158359855538
Isaiah Stewart,2024-25,DET,C,23.0,15000000,5450193.244390294,9549806.755609706,0.06792760943757438,6.0,1.7,5.5,4.3,14.6,0.9,1,0.06196976838445101,1,-0.9979071333660299
D'Angelo Russell,2021-22,MIN,PG,25.0,30013500,20464645.600175012,9548854.399824988,0.08494364047027048,18.1,7.1,3.3,4.4,16.3,1.4,1,0.0673904327256723,1,-0.97390034465176
Kevin Huerter,2023-24,SAC,SG,25.0,15669643,6185800.927249971,9483842.072750028,0.06972336677976217,10.2,2.6,3.5,2.9,12.4,0.5,1,0.11991604883245655,1,-0.9620411239493937
Tobias Harris,2021-22,PHI,PF,29.0,35995950,26528999.059613958,9466950.940386042,0.08421505275487076,17.2,3.5,6.8,5.6,15.9,1.3,1,0.07724573125598727,1,-0.9790322209441851
John Collins,2022-23,ATL,PF,25.0,23500000,14086039.237593923,9413960.762406077,0.07613085408924893,13.1,1.2,6.5,4.2,13.6,0.4,1,0.08968204406281255,1,-1.0020147941014181
Zach Collins,2024-25,2TM,PF,27.0,16741200,7333405.777845454,9407794.222154547,0.06691747675587209,6.4,1.7,4.5,2.7,16.0,0.5,1,0.0884952265535196,1,-1.0176283235621773
Kevin Huerter,2024-25,2TM,SG,26.0,16830357,7554113.906789919,9276243.09321008,0.06598175586259197,9.9,2.3,3.0,1.9,11.3,0.0,1,0.11474129442462855,1,-0.9930011046021141
D'Angelo Russell,2022-23,2TM,PG,26.0,31377750,22137567.264591992,9240182.735408008,0.0747255083531439,17.8,6.2,3.0,5.1,16.3,2.0,1,0.06739922825865191,1,-0.9808067025294063
Al Horford,2022-23,BOS,C,36.0,26500000,17297546.89241815,9202453.10758185,0.07442038823809671,9.8,3.0,6.2,6.3,13.8,2.5,-1,-0.005672896138333661,1,-1.1741200637981768
Kevin Love,2020-21,CLE,PF,32.0,31258256,22068622.924623575,9189633.075376425,0.08420041300509828,12.2,2.5,7.4,0.9,15.1,0.3,1,0.04510227708412834,-1,-1.2324873700112131
Clint Capela,2024-25,ATL,C,30.0,22265280,13180200.36685949,9085079.63314051,0.06462201349432747,8.9,1.1,8.5,3.2,17.7,0.3,1,0.06109689525045464,1,-1.0215694937792428
Rudy Gobert,2022-23,MIN,C,30.0,38172414,29127162.503639907,9045251.496360093,0.07314909624649302,13.4,1.2,11.6,7.8,18.9,1.4,1,0.020414993526469083,1,-1.0167690517814278
James Wiseman,2023-24,DET,C,22.0,12119400,3096242.3680217867,9023157.631978214,0.0663365041572861,7.1,0.9,5.3,2.1,14.8,-0.4,1,0.06959485870676158,1,-0.9968771209665572
Keldon Johnson,2023-24,SAS,SF,24.0,20000000,10980272.584195908,9019727.415804092,0.06631128587353491,15.7,2.8,5.5,3.0,14.2,0.2,1,0.09816258826068763,1,-1.0031922771259185
JJ Redick,2020-21,2TM,SG,36.0,13013700,4041219.6515476056,8972480.348452395,0.0822107416937181,7.4,1.2,1.5,0.7,9.9,-0.3,1,0.03316781813826747,1,-1.1068248900989217
Cole Anthony,2024-25,ORL,PG,24.0,12900000,3933390.463370709,8966609.536629291,0.06377933775734267,9.4,2.9,3.0,2.0,14.2,0.7,1,0.07780155926811161,1,-1.0165579003752412
LaMelo Ball,2024-25,CHO,PG,23.0,35147000,26255878.00247468,8891121.99752532,0.06324239620398128,25.2,7.4,4.9,2.0,19.1,2.0,-1,-0.013596627407290618,1,-1.0468542878720049
OG Anunoby,2024-25,NYK,PF,27.0,36637931,27801865.193734705,8836065.806265295,0.06285078247265266,18.0,2.2,4.8,6.5,15.4,1.9,1,0.05215329772083421,1,-1.0680692425843312
Deandre Ayton,2022-23,PHO,C,24.0,30913750,22102467.81261942,8811282.187380578,0.07125698263216673,18.0,1.7,10.0,6.2,19.9,1.5,1,0.05413426513889563,1,-0.9834335176393377
D'Angelo Russell,2019-20,2TM,PG,23.0,27285000,18521261.98029327,8763738.01970673,0.08029813102168526,23.1,6.3,3.9,1.8,18.7,1.4,1,0.021352763232305727,1,-1.0107815448420692
Kent Bazemore,2019-20,2TM,SF,30.0,19269662,10573573.966571487,8696088.033428513,0.07967828507814285,8.8,1.4,4.3,0.6,9.3,-0.5,1,0.062440009251287454,1,-1.1236838053656164
Trae Young,2022-23,ATL,PG,24.0,37095000,28404266.525499407,8690733.474500593,0.07028210322672429,26.2,10.2,3.0,6.7,22.0,3.4,-1,-0.04232899333532569,1,-1.1166826647024581
D'Angelo Russell,2020-21,MIN,PG,24.0,28649250,20116429.62496608,8532820.375033919,0.07818233805235403,19.0,5.8,2.6,1.6,17.6,1.1,1,0.03736972945765393,1,-0.9996697366218837
Tyrese Haliburton,2024-25,IND,PG,24.0,42176000,33657220.124082014,8518779.875917986,0.060593933165831976,18.6,9.2,3.5,10.4,21.8,4.9,-1,-0.02444448752447481,-1,-1.233794404173798
Solomon Hill,2019-20,2TM,PF,28.0,12758781,4282308.020459746,8476472.979540255,0.07766605258878737,5.5,1.8,2.8,1.4,9.8,0.1,1,0.0909518582765576,1,-0.9876104481953071
Harrison Barnes,2019-20,SAC,PF,27.0,24147727,15671386.979233718,8476340.020766282,0.07766483434823424,14.5,2.2,4.9,4.6,13.3,0.5,1,0.087987106696444,1,-0.9991759692249133
Karl-Anthony Towns,2024-25,NYK,C,29.0,49205800,40749521.818107165,8456278.181892835,0.06014935970276858,24.4,3.1,12.8,10.1,23.4,3.5,-1,-0.023249902216878615,1,-1.0356358176465608
Gorgui Dieng,2019-20,2TM,C,30.0,16229213,7795200.880650818,8434012.119349182,0.07727700310930165,7.4,1.2,5.6,2.9,17.1,1.0,1,0.07044667492113205,1,-1.0655044191978345
Jaden McDaniels,2024-25,MIN,PF,24.0,23017242,14604972.777025187,8412269.222974813,0.059836324743042166,12.2,2.0,5.7,6.3,13.3,1.4,1,0.06696909742048285,1,-1.0575050591408703
Michael Porter Jr.,2024-25,DEN,SF,26.0,35859950,27490799.34854349,8369150.651456509,0.05952962309341128,18.2,2.1,7.0,6.4,16.2,1.2,1,0.06437144001591716,1,-1.0752882252351503
Taurean Prince,2021-22,MIN,PF,27.0,13000000,4652354.686457536,8347645.313542464,0.07425805783570075,7.3,1.0,2.5,2.2,12.4,0.3,1,0.10176155862013736,1,-0.9801492731719819
Klay Thompson,2022-23,GSW,SF,32.0,40600080,32318400.1567402,8281679.8432598,0.06697407984521292,21.9,2.4,4.1,3.1,14.7,1.0,1,0.050447041226886535,1,-1.0870658093761711
Michael Porter Jr.,2023-24,DEN,SF,25.0,33386850,25129009.22692256,8257840.7730774395,0.060710043104207745,16.7,1.5,7.0,6.2,15.5,1.3,1,0.055589987686879616,1,-1.1446578138995425
Kyle Lowry,2022-23,MIA,PG,36.0,28333334,20089503.54761694,8243830.45238306,0.06666799120442407,11.2,5.1,4.1,3.4,12.6,0.9,1,0.04545042688855033,1,-1.0524831036518485
Andre Iguodala,2020-21,MIA,SF,37.0,15000000,6777497.641177167,8222502.358822833,0.0753390357231339,4.4,2.3,3.5,1.7,9.2,0.5,1,0.022421493678283777,-1,-1.2061800727774747
Luguentz Dort,2023-24,OKC,SF,24.0,15277778,7096353.520562781,8181424.479437219,0.060148245340331405,10.9,1.4,3.6,4.6,11.1,0.2,1,0.09261686145059139,1,-0.9778133161613013
Jrue Holiday,2023-24,BOS,PG,33.0,36861707,28713584.127448864,8148122.872551136,0.05990341838797786,12.5,4.8,5.4,6.3,14.4,2.4,1,0.046378514773888824,1,-1.093861438292025
Jeff Teague,2019-20,2TM,PG,31.0,19000000,10913106.062211888,8086893.937788112,0.07409651766344247,10.9,5.2,2.4,2.5,14.6,0.2,1,0.06936408778827785,1,-0.9930494368456847
Isaiah Joe,2024-25,OKC,SG,25.0,12991650,4938892.3461406045,8052757.6538593955,0.05727912520171989,10.2,1.6,2.6,5.1,14.0,1.4,1,0.09389854644963669,1,-1.0053591601869774
Jayson Tatum,2021-22,BOS,SF,23.0,28103500,20096591.892448187,8006908.107551813,0.07122696556969607,26.9,4.4,8.0,9.6,21.8,4.8,-1,-0.02350687650130212,1,-1.1576721065135402
Danilo Gallinari,2021-22,ATL,PF,33.0,20475000,12469680.81318844,8005319.186811561,0.07121283102470834,11.7,1.5,4.7,3.6,14.3,0.8,1,0.06525175238744846,1,-1.0084052594786468
Gary Harris,2019-20,DEN,SG,25.0,17839286,10013910.506077377,7825375.493922623,0.07170034353969786,10.4,2.1,2.9,1.9,9.7,-0.2,1,0.07819348033278989,1,-1.092780241583279
Andrew Wiggins,2022-23,GSW,SF,27.0,33616770,25798899.80659188,7817870.19340812,0.06322324364892745,17.1,2.3,5.0,2.3,14.7,0.5,1,0.06339412740360173,1,-1.0259558720340425
Zach LaVine,2023-24,CHI,SG,28.0,40064220,32375503.891412657,7688716.108587343,0.05652594899748822,19.5,3.9,5.2,1.5,15.1,0.5,1,0.06551658460726173,1,-1.1039453990851942
Bam Adebayo,2022-23,MIA,C,25.0,30351780,22727821.92098895,7623958.079011049,0.06165507321993488,20.4,3.2,9.2,7.4,20.1,2.3,1,0.03799514733417708,1,-1.0159996653880947
Derrick White,2022-23,BOS,SG,28.0,16892857,9352552.843904212,7540304.156095788,0.060978562582150245,12.4,3.9,3.6,7.4,15.4,2.6,1,0.06100355624823184,-1,-1.2156223486003652
Buddy Hield,2021-22,2TM,SG,29.0,22768890,15235504.934722364,7533385.065277636,0.06701465178071803,15.6,2.8,4.4,1.9,12.9,0.5,1,0.08820807519896157,1,-1.0065683048692278
Darius Garland,2024-25,CLE,PG,25.0,36725670,29193911.085339364,7531758.914660636,0.053573270226908665,20.6,6.7,2.9,8.1,19.9,3.0,1,0.017828667026587475,1,-0.9952578441313648
Desmond Bane,2024-25,MEM,SG,26.0,34005250,26517036.752932813,7488213.247067187,0.053263530650319996,19.2,5.3,6.1,6.5,17.9,2.9,1,0.049072807836393395,1,-1.0079577507722466
Chris Paul,2020-21,PHO,PG,35.0,41358814,33871758.864866525,7487055.135133475,0.06860046852788598,16.4,8.9,4.5,9.2,21.4,3.6,-1,-0.03232260592257952,1,-1.0381603408492543
Khris Middleton,2023-24,MIL,SF,32.0,29320988,21854303.149566405,7466684.8504335955,0.05489361826801445,15.1,5.3,4.7,3.4,17.0,1.2,1,0.04864064805556506,1,-1.0798711647544137
Collin Sexton,2022-23,UTA,PG,24.0,16500000,9052139.216747306,7447860.783252694,0.06023097151957216,14.3,2.9,2.2,2.5,15.9,0.2,1,0.07137471240307153,1,-1.0603032949659186
Mitchell Robinson,2022-23,NYK,C,24.0,17045454,9645278.45440158,7400175.545598419,0.05984534022561498,7.4,0.9,9.4,6.5,18.9,1.7,-1,-0.002171819291659771,1,-1.0532060766806084
John Collins,2023-24,UTA,PF,26.0,25340000,17963522.417421643,7376477.582578357,0.05423043193755639,15.1,1.1,8.5,4.4,17.5,0.5,1,0.0750514296464651,1,-1.03831494540063
Gary Trent Jr.,2023-24,TOR,SG,25.0,18560000,11239088.498367744,7320911.501632256,0.05382192089186416,13.7,1.7,2.6,1.7,12.0,-0.3,1,0.09144769019471766,1,-1.0517003347062137
Taurean Prince,2020-21,2TM,PF,26.0,12250000,4936249.548050205,7313750.451949795,0.06701255682563492,9.5,1.9,3.5,1.0,12.1,0.0,1,0.09888169812410269,1,-1.0151205174075693
Obi Toppin,2024-25,IND,PF,26.0,12946429,5699910.06295344,7246518.93704656,0.05154436322478846,10.5,1.6,4.0,4.3,17.4,1.4,1,0.09327157690615001,1,-1.0153184352203826
Jordan Poole,2023-24,WAS,SG,24.0,27955357,20754564.717844896,7200792.282155104,0.052938827696863755,17.4,4.4,2.7,-0.6,12.1,-1.2,1,0.03427325807121523,1,-1.1372592410849258
Myles Turner,2019-20,IND,C,23.0,18000000,10854520.560228702,7145479.439771298,0.06547076635304469,12.1,1.2,6.6,4.2,14.8,1.0,1,0.05127832391821452,1,-1.0713933574009187
Gordon Hayward,2022-23,CHO,SF,32.0,30075000,22940714.621552706,7134285.378447294,0.0576950821110937,14.7,4.1,4.3,2.0,13.5,0.2,1,0.06146446723323701,1,-1.1008861481422345
James Johnson,2020-21,2TM,PF,33.0,16047100,8957573.457785193,7089526.542214807,0.06495809549399677,7.2,1.9,3.5,1.2,11.4,0.2,1,0.06279920928956167,1,-1.0801583230690572
Zach LaVine,2022-23,CHI,SG,27.0,37096500,30021364.26426207,7075135.735737931,0.057216737986639676,24.8,4.2,4.5,7.1,19.0,2.7,1,0.03364967837764665,1,-0.9941290380576069
Devin Booker,2024-25,PHO,SG,28.0,49205800,42131549.30933892,7074250.69066108,0.05031902218298201,25.6,7.1,4.1,6.4,19.3,1.7,-1,-0.0034702126304876346,1,-1.0466793383513733
John Wall,2020-21,HOU,PG,30.0,41254920,34218137.84170996,7036782.1582900435,0.06447482278074074,20.6,6.9,3.2,-0.2,15.4,0.4,-1,-0.02001234476832303,-1,-1.1929514317065264
Tim Hardaway Jr.,2019-20,DAL,SG,27.0,20025127,13022943.937967006,7002183.062032994,0.06415780705546083,15.8,1.9,3.3,4.4,14.5,1.0,1,0.09408050849809851,1,-1.039883107603307
Dillon Brooks,2023-24,HOU,SF,28.0,22627671,15636880.224619087,6990790.775380913,0.05139493736541352,12.7,1.7,3.4,2.7,9.4,-0.9,1,0.07267637643927444,1,-1.0104162706131938
