Player Name,Position,Age,Team,GP,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Total Minutes
Naz Reid,PF,24.0,MIN,81.0,14.0,24.2,0.477,0.414,0.736,5.2,1.3,0.8,0.9,1.4,2.1,13.5,16.0,0.595,23.1,1.1,3.8,4.9,0.12,0.4,1.1,1.5,1.7,12950400,1960.0
Cole Anthony,PG,23.0,ORL,81.0,0.0,22.4,0.435,0.338,0.826,3.8,2.9,0.8,0.5,1.6,2.2,11.6,14.6,0.545,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,5539771,1814.0
Dennis Schröder,PG,30.0,2TM,80.0,58.0,31.1,0.435,0.375,0.836,3.0,6.1,0.8,0.2,1.9,2.1,14.0,13.3,0.55,20.3,2.3,1.0,3.3,0.063,-0.5,-1.3,-1.8,0.1,12405000,2488.0
Josh Giddey,SG,21.0,OKC,80.0,80.0,25.1,0.475,0.337,0.806,6.4,4.8,0.6,0.6,2.1,1.4,12.3,16.6,0.547,23.1,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,6587040,2008.0
Moritz Wagner,C,26.0,ORL,80.0,1.0,17.7,0.601,0.33,0.814,4.3,1.2,0.5,0.3,1.2,2.0,10.9,20.6,0.676,22.8,3.5,2.0,5.6,0.188,1.7,0.3,2.0,1.4,8000000,1416.0
Peyton Watson,SF,21.0,DEN,80.0,4.0,18.6,0.465,0.296,0.67,3.2,1.1,0.5,1.1,0.7,1.8,6.7,11.8,0.539,16.2,0.3,2.2,2.5,0.079,-3.0,0.8,-2.2,-0.1,2303520,1488.0
Paolo Banchero,PF,21.0,ORL,80.0,80.0,35.0,0.455,0.339,0.725,6.9,5.4,0.9,0.6,3.1,1.9,22.6,17.3,0.546,29.7,1.3,4.0,5.3,0.09,1.3,0.0,1.3,2.3,11608080,2800.0
Corey Kispert,SF,24.0,WAS,80.0,22.0,25.8,0.486,0.383,0.726,2.8,2.0,0.5,0.2,1.2,1.8,13.4,12.8,0.62,19.6,1.7,0.4,2.1,0.048,-0.2,-2.0,-2.1,-0.1,3722040,2064.0
Pascal Siakam,PF,29.0,2TM,80.0,80.0,33.2,0.536,0.346,0.732,7.1,4.3,0.8,0.3,1.8,2.4,21.7,19.7,0.601,25.3,5.4,1.5,6.9,0.124,2.6,-0.7,1.9,2.7,37893408,2656.0
Sam Hauser,SF,26.0,BOS,79.0,13.0,22.0,0.446,0.424,0.895,3.5,1.0,0.5,0.3,0.4,1.3,9.0,13.0,0.629,15.0,2.7,2.1,4.9,0.134,1.2,0.0,1.2,1.4,1927896,1738.0
Royce O'Neale,SF,30.0,2TM,79.0,14.0,24.7,0.397,0.37,0.686,4.8,2.8,0.7,0.6,0.9,2.2,7.7,11.1,0.548,13.9,1.3,2.1,3.4,0.085,-1.0,1.0,0.0,1.0,9500000,1951.0
Malik Beasley,SG,27.0,MIL,79.0,77.0,29.6,0.443,0.413,0.714,3.7,1.4,0.7,0.1,0.7,2.0,11.3,10.3,0.603,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1,2019760,2338.0
Tim Hardaway Jr.,SF,31.0,DAL,79.0,12.0,26.8,0.402,0.353,0.852,3.2,1.8,0.5,0.1,0.9,1.3,14.4,12.1,0.542,22.6,0.8,1.4,2.2,0.05,-0.8,-2.1,-2.9,-0.5,17897728,2117.0
Brook Lopez,C,35.0,MIL,79.0,79.0,30.5,0.485,0.366,0.821,5.2,1.6,0.5,2.4,1.0,2.4,12.5,14.8,0.608,16.0,3.1,2.8,5.9,0.117,0.2,0.8,1.0,1.8,25000000,2410.0
Luguentz Dort,SF,24.0,OKC,79.0,79.0,28.4,0.438,0.394,0.826,3.6,1.4,0.9,0.6,0.9,2.9,10.9,11.1,0.593,15.4,2.0,2.5,4.6,0.097,-1.4,-0.2,-1.6,0.2,15277778,2244.0
Coby White,PG,23.0,CHI,79.0,78.0,36.5,0.447,0.376,0.838,4.5,5.1,0.7,0.2,2.1,2.4,19.1,14.5,0.57,22.7,3.1,1.6,4.7,0.078,0.7,-1.3,-0.7,0.9,11111111,2884.0
Andre Drummond,C,30.0,CHI,79.0,10.0,17.1,0.556,0.0,0.592,9.0,0.5,0.9,0.6,1.0,1.8,8.4,23.0,0.576,21.3,2.3,2.6,4.9,0.175,0.8,-0.7,0.1,0.7,3360000,1351.0
Bogdan Bogdanović,SG,31.0,ATL,79.0,33.0,30.4,0.428,0.374,0.921,3.4,3.1,1.2,0.3,1.4,2.3,16.9,14.7,0.569,22.3,2.8,1.2,3.9,0.079,0.9,-0.7,0.2,1.4,18700000,2402.0
Anthony Edwards,SG,22.0,MIN,79.0,78.0,35.1,0.461,0.357,0.836,5.4,5.1,1.3,0.5,3.1,1.8,25.9,19.7,0.575,32.3,2.9,4.7,7.5,0.13,2.7,0.5,3.3,3.7,9219512,2773.0
DeMar DeRozan,SF,34.0,CHI,79.0,79.0,37.8,0.48,0.333,0.853,4.3,5.3,1.1,0.6,1.7,2.0,24.0,19.7,0.584,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8,28600000,2986.0
Kyle Anderson,PF,30.0,MIN,79.0,10.0,22.6,0.46,0.229,0.708,3.5,4.2,0.9,0.6,1.2,1.6,6.4,12.7,0.513,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,9219512,1785.0
Nikola Jokić,C,28.0,DEN,79.0,79.0,34.6,0.583,0.359,0.817,12.4,9.0,1.4,0.9,3.0,2.5,26.4,31.0,0.65,29.3,12.0,5.1,17.0,0.299,9.0,4.2,13.2,10.6,47607350,2733.0
Jordan Poole,SG,24.0,WAS,78.0,66.0,30.1,0.413,0.326,0.877,2.7,4.4,1.1,0.3,2.4,3.1,17.4,12.1,0.529,26.4,-1.5,0.8,-0.6,-0.013,-2.0,-1.9,-3.9,-1.2,27955357,2348.0
Collin Sexton,SG,25.0,UTA,78.0,51.0,26.6,0.487,0.394,0.859,2.6,4.9,0.8,0.2,2.1,2.0,18.7,19.9,0.607,27.5,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2.0,17325000,2075.0
Isaiah Joe,SG,24.0,OKC,78.0,1.0,18.5,0.458,0.416,0.865,2.3,1.3,0.6,0.3,0.6,1.1,8.2,13.4,0.626,16.6,1.9,1.6,3.5,0.116,1.1,-0.3,0.9,1.0,1997238,1443.0
Taurean Prince,PF,29.0,LAL,78.0,49.0,27.0,0.442,0.396,0.735,2.9,1.5,0.7,0.4,0.9,1.9,8.9,8.8,0.579,13.8,0.3,1.7,1.9,0.043,-2.6,-0.2,-2.8,-0.4,7455000,2106.0
Cameron Payne,PG,29.0,2TM,78.0,10.0,16.7,0.432,0.39,0.866,1.5,2.6,0.5,0.1,0.8,1.6,7.4,12.8,0.566,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,6500000,1303.0
Kelly Olynyk,C,32.0,2TM,78.0,27.0,22.6,0.555,0.387,0.833,5.3,4.4,0.9,0.4,1.9,2.9,9.8,17.4,0.661,17.5,3.5,1.4,4.9,0.133,0.7,1.1,1.8,1.7,12195122,1763.0
Ochai Agbaji,SG,23.0,2TM,78.0,28.0,21.0,0.411,0.294,0.661,2.8,1.1,0.6,0.6,0.8,1.5,5.8,7.7,0.497,13.4,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1.0,4114200,1638.0
Jeff Green,PF,37.0,HOU,78.0,6.0,16.8,0.456,0.331,0.819,2.3,0.9,0.2,0.4,0.6,1.3,6.5,11.3,0.59,15.5,1.4,1.2,2.6,0.095,-1.6,-0.4,-2.1,0.0,9600000,1310.0
Aaron Wiggins,SG,25.0,OKC,78.0,4.0,15.7,0.562,0.492,0.789,2.4,1.1,0.7,0.2,0.7,1.2,6.9,15.6,0.664,16.4,2.1,1.6,3.7,0.144,0.4,0.4,0.7,0.8,1836096,1225.0
Aaron Holiday,PG,27.0,HOU,78.0,1.0,16.3,0.446,0.387,0.921,1.6,1.8,0.5,0.1,0.7,1.6,6.6,11.5,0.578,16.7,1.3,1.2,2.5,0.094,-1.8,0.3,-1.5,0.2,2019706,1271.0
Dejounte Murray,SG,27.0,ATL,78.0,78.0,35.7,0.459,0.363,0.794,5.3,6.4,1.4,0.3,2.6,1.8,22.5,17.7,0.555,26.6,3.3,1.6,4.9,0.084,2.3,-0.6,1.7,2.6,18214000,2785.0
Myles Turner,C,27.0,IND,77.0,77.0,27.0,0.524,0.358,0.773,6.9,1.3,0.5,1.9,1.4,3.0,17.1,19.3,0.626,23.4,3.6,2.2,5.8,0.134,1.0,-0.1,0.9,1.5,20975000,2079.0
Klay Thompson,SF,33.0,GSW,77.0,63.0,29.7,0.432,0.387,0.927,3.3,2.3,0.6,0.5,1.5,1.6,17.9,13.9,0.576,24.2,1.8,1.7,3.6,0.075,1.1,-1.5,-0.4,0.9,43219440,2287.0
Jaden Ivey,SG,21.0,DET,77.0,61.0,28.8,0.429,0.336,0.749,3.4,3.8,0.7,0.5,2.5,2.6,15.4,12.4,0.536,24.9,-0.5,1.0,0.5,0.01,-1.4,-1.7,-3.1,-0.6,7641480,2218.0
Keegan Murray,SF,23.0,SAC,77.0,77.0,33.6,0.454,0.358,0.831,5.5,1.7,1.0,0.8,0.8,2.7,15.2,13.3,0.569,18.1,2.6,2.6,5.2,0.096,-0.4,-0.5,-0.9,0.8,8409000,2587.0
Tre Jones,PG,24.0,SAS,77.0,48.0,27.8,0.505,0.335,0.856,3.8,6.2,1.0,0.1,1.5,1.2,10.0,14.7,0.591,15.2,3.4,1.6,4.9,0.111,-0.4,0.1,-0.4,0.9,9895833,2141.0
Jalen Brunson,PG,27.0,NYK,77.0,77.0,35.4,0.479,0.401,0.847,3.6,6.7,0.9,0.2,2.4,1.9,28.7,23.4,0.592,32.5,8.8,2.4,11.2,0.198,6.3,-0.4,5.8,5.4,26346666,2726.0
Jarrett Allen,C,25.0,CLE,77.0,77.0,31.7,0.634,0.0,0.742,10.5,2.7,0.7,1.1,1.6,1.9,16.5,21.8,0.664,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1,20000000,2441.0
Norman Powell,SG,30.0,LAC,76.0,3.0,26.2,0.486,0.435,0.831,2.6,1.1,0.6,0.3,0.9,1.8,13.9,13.9,0.626,20.0,2.8,1.3,4.1,0.099,0.4,-1.2,-0.8,0.6,18000000,1991.0
Mike Conley,PG,36.0,MIN,76.0,76.0,28.9,0.457,0.442,0.911,2.9,5.9,1.2,0.2,1.3,1.7,11.4,15.8,0.627,16.0,5.0,3.3,8.2,0.18,2.0,1.4,3.4,3.0,24360000,2196.0
Ayo Dosunmu,SG,24.0,CHI,76.0,37.0,29.1,0.501,0.403,0.81,2.8,3.2,0.9,0.5,1.4,2.2,12.2,13.4,0.604,17.2,2.6,1.5,4.1,0.089,-0.6,-0.2,-0.8,0.7,6481481,2212.0
Kentavious Caldwell-Pope,SG,30.0,DEN,76.0,76.0,31.6,0.46,0.406,0.894,2.4,2.4,1.3,0.6,1.0,2.0,10.1,10.7,0.602,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4,14704938,2402.0
Grant Williams,PF,25.0,2TM,76.0,43.0,28.0,0.456,0.375,0.757,4.2,2.3,0.6,0.5,1.4,3.0,10.3,10.6,0.588,15.9,1.3,1.3,2.6,0.059,-1.9,-0.7,-2.6,-0.3,12325581,2128.0
Jabari Smith Jr.,PF,20.0,HOU,76.0,76.0,31.9,0.454,0.363,0.811,8.1,1.6,0.7,0.8,1.2,2.6,13.7,13.8,0.571,17.6,2.4,3.2,5.6,0.111,-0.5,0.1,-0.4,1.0,9326520,2424.0
Anthony Davis,C,30.0,LAL,76.0,76.0,35.5,0.556,0.271,0.816,12.6,3.5,1.2,2.3,2.1,2.3,24.7,25.8,0.621,26.7,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9,40600080,2698.0
Pat Connaughton,SF,31.0,MIL,76.0,3.0,22.1,0.435,0.345,0.759,3.1,2.1,0.5,0.3,0.6,1.3,5.6,9.6,0.574,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2,9423869,1680.0
Derrick Jones Jr.,SF,26.0,DAL,76.0,66.0,23.5,0.483,0.343,0.713,3.3,1.0,0.7,0.7,0.9,1.6,8.6,11.7,0.592,14.9,1.5,1.6,3.1,0.083,-1.3,-0.3,-1.5,0.2,2019706,1786.0
Spencer Dinwiddie,PG,30.0,2TM,76.0,52.0,28.3,0.392,0.337,0.805,2.7,4.7,0.7,0.3,1.2,1.8,10.5,11.7,0.543,16.6,2.3,1.3,3.6,0.081,-1.3,-0.6,-1.9,0.1,1554654,2151.0
Rudy Gobert,C,31.0,MIN,76.0,76.0,34.1,0.661,0.0,0.638,12.9,1.3,0.7,2.1,1.6,3.1,14.0,19.3,0.675,15.4,5.8,5.8,11.6,0.216,0.1,1.7,1.8,2.5,41000000,2592.0
Herbert Jones,SF,25.0,NOP,76.0,76.0,30.5,0.498,0.418,0.867,3.6,2.6,1.4,0.8,1.2,2.9,11.0,13.2,0.636,14.1,3.3,3.0,6.3,0.131,-0.9,1.5,0.6,1.6,12015150,2318.0
Jusuf Nurkić,C,29.0,PHO,76.0,76.0,27.3,0.51,0.244,0.64,11.0,4.0,1.1,1.1,2.3,3.3,10.9,17.4,0.559,19.1,2.0,3.8,5.8,0.133,-1.0,2.1,1.1,1.6,16875000,2075.0
D'Angelo Russell,PG,27.0,LAL,76.0,69.0,32.7,0.456,0.415,0.828,3.1,6.3,0.9,0.5,2.1,2.1,18.0,16.0,0.588,23.0,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,17307693,2485.0
Nikola Vučević,C,33.0,CHI,76.0,74.0,34.3,0.484,0.294,0.822,10.5,3.3,0.7,0.8,1.6,2.5,18.0,17.7,0.54,23.3,2.7,2.8,5.4,0.1,0.8,-0.7,0.1,1.4,18518519,2607.0
Shai Gilgeous-Alexander,PG,25.0,OKC,75.0,75.0,34.0,0.535,0.353,0.874,5.5,6.2,2.0,0.9,2.2,2.5,30.1,29.3,0.636,32.8,10.5,4.2,14.6,0.275,6.7,2.3,9.0,7.1,33386850,2550.0
Jalen Suggs,SG,22.0,ORL,75.0,75.0,27.0,0.471,0.397,0.756,3.1,2.7,1.4,0.6,1.8,2.7,12.6,14.1,0.602,19.7,1.5,3.2,4.7,0.112,-0.6,1.6,1.0,1.5,7252080,2025.0
Grayson Allen,SG,28.0,PHO,75.0,74.0,33.5,0.499,0.461,0.878,3.9,3.0,0.9,0.6,1.3,2.1,13.5,13.8,0.679,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2.0,8925000,2512.0
Malaki Branham,PG,20.0,SAS,75.0,29.0,21.3,0.432,0.347,0.873,2.0,2.1,0.4,0.1,1.2,1.3,9.2,8.7,0.526,19.8,-0.9,0.6,-0.3,-0.008,-3.4,-2.2,-5.6,-1.5,3071880,1598.0
Deni Avdija,SF,23.0,WAS,75.0,75.0,30.1,0.506,0.374,0.74,7.2,3.8,0.8,0.5,2.1,2.5,14.7,14.9,0.597,20.2,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,6263188,2258.0
Isaiah Hartenstein,C,25.0,NYK,75.0,49.0,25.3,0.644,0.333,0.707,8.3,2.5,1.2,1.1,1.2,2.8,7.8,18.9,0.67,12.0,4.6,3.5,8.1,0.204,0.7,2.8,3.5,2.6,9245121,1898.0
Drew Eubanks,C,26.0,PHO,75.0,6.0,15.6,0.601,1.0,0.774,4.3,0.8,0.4,0.8,0.8,1.5,5.1,14.4,0.645,13.2,1.6,1.6,3.1,0.129,-2.0,0.8,-1.2,0.2,2346614,1170.0
Kevin Durant,PF,35.0,PHO,75.0,75.0,37.2,0.523,0.413,0.856,6.6,5.0,0.9,1.2,3.3,1.8,27.1,21.2,0.626,29.0,5.1,3.2,8.3,0.142,4.0,0.1,4.0,4.3,47649433,2790.0
Keyonte George,PG,20.0,UTA,75.0,44.0,27.0,0.391,0.334,0.848,2.8,4.4,0.5,0.1,2.5,1.2,13.0,10.4,0.533,22.8,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,3889800,2025.0
Jaime Jaquez Jr.,SF,22.0,MIA,75.0,20.0,28.2,0.489,0.322,0.811,3.8,2.6,1.0,0.3,1.5,2.2,11.9,12.9,0.574,18.7,1.4,2.7,4.0,0.092,-2.2,0.3,-1.9,0.1,3510600,2115.0
Terance Mann,SG,27.0,LAC,75.0,71.0,25.0,0.515,0.348,0.832,3.4,1.6,0.6,0.2,0.6,1.9,8.8,12.0,0.615,13.6,3.0,1.2,4.2,0.106,-0.8,-0.7,-1.5,0.2,10576923,1875.0
Stephen Curry,PG,35.0,GSW,74.0,74.0,32.7,0.45,0.408,0.923,4.5,5.1,0.7,0.4,2.8,1.6,26.4,20.6,0.616,31.3,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4,51915615,2420.0
Jayson Tatum,PF,25.0,BOS,74.0,74.0,35.7,0.471,0.376,0.833,8.1,4.9,1.0,0.6,2.5,2.0,26.9,22.3,0.604,30.2,6.4,4.1,10.4,0.189,4.5,0.6,5.1,4.7,32600060,2642.0
Jeremy Sochan,PF,20.0,SAS,74.0,73.0,29.6,0.438,0.308,0.771,6.4,3.4,0.8,0.5,1.9,2.3,11.6,11.4,0.513,18.8,-0.5,1.9,1.4,0.03,-2.8,-0.6,-3.4,-0.8,5316960,2190.0
Brandin Podziemski,SG,20.0,GSW,74.0,28.0,26.6,0.454,0.385,0.633,5.8,3.7,0.8,0.2,1.2,1.6,9.2,13.0,0.54,15.4,2.1,2.0,4.1,0.1,-0.5,0.4,-0.1,0.9,3352440,1968.0
Precious Achiuwa,C,24.0,2TM,74.0,18.0,21.9,0.501,0.268,0.616,6.6,1.3,0.6,0.9,1.1,1.9,7.6,14.6,0.545,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,4379527,1621.0
Brandon Miller,SF,21.0,CHO,74.0,68.0,32.2,0.44,0.373,0.827,4.3,2.4,0.9,0.6,1.8,2.5,17.3,13.0,0.552,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,10880400,2383.0
Jonathan Kuminga,PF,21.0,GSW,74.0,46.0,26.3,0.529,0.321,0.746,4.8,2.2,0.7,0.5,1.6,2.3,16.1,17.0,0.598,24.1,2.7,1.9,4.6,0.113,0.0,-0.4,-0.4,0.8,6012840,1946.0
Daniel Gafford,C,25.0,2TM,74.0,66.0,24.5,0.725,,0.674,7.6,1.6,0.9,2.1,1.0,3.1,11.0,21.7,0.731,14.7,5.2,2.5,7.8,0.205,0.7,1.9,2.6,2.1,12402000,1813.0
Julian Champagnie,SF,22.0,SAS,74.0,59.0,19.8,0.408,0.365,0.815,2.8,1.4,0.6,0.6,0.8,1.0,6.8,10.6,0.57,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0,3000000,1465.0
Paul George,PF,33.0,LAC,74.0,74.0,33.8,0.471,0.413,0.907,5.2,3.5,1.5,0.5,2.1,2.7,22.6,19.3,0.613,26.6,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,45640084,2501.0
Kevon Looney,C,27.0,GSW,74.0,36.0,16.1,0.597,0.0,0.675,5.7,1.8,0.4,0.4,0.7,2.1,4.5,15.1,0.62,11.3,2.5,1.6,4.0,0.162,-0.8,1.4,0.6,0.8,7500000,1191.0
De'Aaron Fox,PG,26.0,SAC,74.0,74.0,35.9,0.465,0.369,0.738,4.6,5.6,2.0,0.4,2.6,2.6,26.6,20.1,0.567,31.0,3.3,3.2,6.5,0.117,2.6,0.1,2.7,3.2,32600060,2657.0
Aaron Gordon,PF,28.0,DEN,73.0,73.0,31.5,0.556,0.29,0.658,6.5,3.5,0.8,0.6,1.4,1.9,13.9,16.8,0.607,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,22266182,2300.0
Derrick White,SG,29.0,BOS,73.0,73.0,32.6,0.461,0.396,0.901,4.2,5.2,1.0,1.2,1.5,2.1,15.2,16.9,0.611,18.6,5.2,3.3,8.5,0.171,2.4,1.4,3.8,3.5,18357143,2380.0
Damian Lillard,PG,33.0,MIL,73.0,73.0,35.3,0.424,0.354,0.92,4.4,7.0,1.0,0.2,2.6,1.8,24.3,19.6,0.59,28.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,45640084,2577.0
Patrick Beverley,PG,35.0,2TM,73.0,13.0,20.0,0.417,0.337,0.822,3.3,2.9,0.6,0.4,0.9,1.8,6.2,11.6,0.539,14.3,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3,2019706,1460.0
Clint Capela,C,29.0,ATL,73.0,73.0,25.8,0.571,0.0,0.631,10.6,1.2,0.6,1.5,1.0,2.2,11.5,20.7,0.59,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0,20616000,1883.0
P.J. Washington,PF,25.0,2TM,73.0,45.0,30.4,0.436,0.32,0.683,5.6,1.9,1.0,0.8,1.3,2.3,12.9,12.2,0.537,19.1,0.0,1.9,1.9,0.04,-1.7,-0.4,-2.1,-0.1,16847826,2219.0
Giannis Antetokounmpo,PF,29.0,MIL,73.0,73.0,35.2,0.611,0.274,0.657,11.5,6.5,1.2,1.1,3.4,2.9,30.4,29.9,0.649,33.0,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,45640084,2570.0
Jaden Hardy,SG,21.0,DAL,73.0,7.0,13.5,0.407,0.362,0.776,1.8,1.5,0.3,0.1,0.8,1.1,7.3,11.2,0.517,24.9,-0.4,0.7,0.3,0.014,-2.0,-2.1,-4.1,-0.5,1719864,986.0
Fred VanVleet,PG,29.0,HOU,73.0,73.0,36.8,0.416,0.387,0.86,3.8,8.1,1.4,0.8,1.7,2.5,17.4,16.7,0.568,19.7,5.3,3.1,8.4,0.15,2.6,0.8,3.4,3.6,40806300,2686.0
Franz Wagner,SF,22.0,ORL,72.0,72.0,32.5,0.482,0.281,0.85,5.3,3.7,1.1,0.4,1.9,2.3,19.7,17.6,0.575,25.7,3.1,3.2,6.4,0.131,0.9,0.3,1.2,1.9,5508720,2340.0
