Player Name,Position,Age,Team,GP,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Total Minutes
Duncan Robinson,SG,27.0,MIA,79.0,68.0,25.9,0.399,0.372,0.836,2.6,1.6,0.5,0.2,0.8,2.5,10.9,10.6,0.573,17.7,1.9,2.0,3.9,0.092,-0.3,-0.3,-0.6,0.7,15650000,2046.0
Malik Beasley,SG,25.0,MIN,79.0,18.0,25.0,0.391,0.377,0.817,2.9,1.5,0.5,0.2,0.5,1.1,12.1,11.9,0.544,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7,14491964,1975.0
Franz Wagner,SF,20.0,ORL,79.0,79.0,30.7,0.468,0.354,0.863,4.5,2.9,0.9,0.4,1.5,2.1,15.2,14.7,0.559,21.2,2.1,1.9,4.0,0.079,-0.4,-0.3,-0.7,0.8,5007840,2425.0
Jordan Clarkson,SG,29.0,UTA,79.0,1.0,27.1,0.419,0.318,0.828,3.5,2.5,0.8,0.2,1.6,1.9,16.0,14.9,0.532,26.8,1.5,2.0,3.5,0.079,0.5,-1.2,-0.6,0.7,12420000,2141.0
Jalen Brunson,SG,25.0,DAL,79.0,61.0,31.9,0.502,0.373,0.84,3.9,4.8,0.8,0.0,1.6,1.9,16.3,17.1,0.583,21.9,4.9,2.7,7.5,0.143,0.9,0.0,0.9,1.9,1802057,2520.0
KJ Martin,SF,21.0,HOU,79.0,2.0,21.0,0.533,0.357,0.634,3.8,1.3,0.4,0.5,0.8,1.4,8.8,14.3,0.603,16.3,2.3,0.6,2.9,0.084,0.0,-1.2,-1.2,0.4,1517981,1659.0
Torrey Craig,SF,31.0,2TM,78.0,16.0,20.5,0.454,0.329,0.75,4.0,1.2,0.6,0.5,0.9,1.9,6.6,11.0,0.556,14.3,0.9,1.4,2.3,0.07,-1.7,-0.1,-1.8,0.1,4878049,1599.0
Russell Westbrook,PG,33.0,LAL,78.0,78.0,34.3,0.444,0.298,0.667,7.4,7.1,1.0,0.3,3.8,3.0,18.5,15.0,0.512,27.3,-0.6,2.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,44211146,2675.0
Immanuel Quickley,PG,22.0,NYK,78.0,3.0,23.1,0.392,0.346,0.881,3.2,3.5,0.7,0.0,1.3,2.1,11.3,14.6,0.543,22.2,2.5,1.8,4.2,0.113,0.2,0.0,0.2,1.0,2210640,1802.0
Jaren Jackson Jr.,PF,22.0,MEM,78.0,78.0,27.3,0.415,0.319,0.823,5.8,1.1,0.9,2.3,1.7,3.5,16.3,17.0,0.535,25.4,1.7,3.7,5.4,0.121,-0.9,0.8,-0.1,1.0,9180560,2129.0
Herbert Jones,PF,23.0,NOP,78.0,69.0,29.9,0.476,0.337,0.84,3.8,2.1,1.7,0.8,1.3,3.1,9.5,12.3,0.573,13.7,2.1,2.5,4.6,0.096,-2.0,1.5,-0.5,0.9,1700000,2332.0
Jae'Sean Tate,PF,26.0,HOU,78.0,77.0,26.4,0.498,0.312,0.707,5.4,2.8,0.9,0.5,1.8,3.7,11.8,14.3,0.567,19.6,1.9,1.1,3.0,0.071,-1.3,-0.5,-1.8,0.1,1517981,2059.0
Grant Williams,PF,23.0,BOS,77.0,21.0,24.4,0.475,0.411,0.905,3.6,1.0,0.5,0.7,0.8,2.4,7.8,11.2,0.635,12.6,2.4,2.6,5.1,0.13,-1.4,1.1,-0.4,0.8,2617800,1879.0
Royce O'Neale,SF,28.0,UTA,77.0,77.0,31.2,0.457,0.389,0.804,4.8,2.5,1.1,0.4,1.0,2.4,7.4,10.3,0.608,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7,8800000,2402.0
Corey Kispert,SF,22.0,WAS,77.0,36.0,23.4,0.455,0.35,0.871,2.7,1.1,0.5,0.3,0.6,1.2,8.2,10.9,0.586,14.6,1.6,0.7,2.3,0.061,-0.8,-1.5,-2.3,-0.1,3383640,1802.0
Naz Reid,C,22.0,MIN,77.0,6.0,15.8,0.489,0.343,0.765,3.9,0.9,0.5,0.9,1.1,2.2,8.3,17.2,0.588,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0.0,0.6,1782621,1217.0
Ayo Dosunmu,SG,22.0,CHI,77.0,40.0,27.4,0.52,0.376,0.679,2.8,3.3,0.8,0.4,1.4,2.4,8.8,11.2,0.596,14.1,1.7,1.3,3.0,0.069,-1.9,-0.1,-2.0,0.0,925258,2110.0
Delon Wright,SG,29.0,ATL,77.0,8.0,18.9,0.454,0.379,0.857,2.9,2.4,1.2,0.2,0.6,0.7,4.4,13.8,0.576,10.3,2.2,1.5,3.6,0.121,-0.2,2.4,2.2,1.6,8526316,1455.0
Harrison Barnes,PF,29.0,SAC,77.0,77.0,33.5,0.469,0.394,0.826,5.6,2.4,0.7,0.2,1.5,1.2,16.4,15.7,0.623,18.8,5.0,1.0,6.0,0.112,1.5,-1.3,0.2,1.4,20284091,2580.0
Kentavious Caldwell-Pope,SG,28.0,WAS,77.0,77.0,30.2,0.435,0.39,0.89,3.4,1.9,1.1,0.3,1.3,1.8,13.2,12.6,0.568,19.0,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3,13038862,2325.0
Tyrese Haliburton,PG,21.0,2TM,77.0,77.0,35.0,0.473,0.414,0.842,4.0,8.2,1.7,0.6,2.6,1.6,15.3,18.2,0.595,19.0,5.2,1.8,7.0,0.125,2.7,-0.1,2.6,3.1,4023600,2695.0
DeMar DeRozan,PF,32.0,CHI,76.0,76.0,36.1,0.504,0.352,0.877,5.2,4.9,0.9,0.3,2.4,2.3,27.9,23.1,0.59,31.8,7.0,1.8,8.8,0.154,3.4,-0.9,2.5,3.1,26000000,2744.0
Jayson Tatum,SF,23.0,BOS,76.0,76.0,35.9,0.453,0.353,0.853,8.0,4.4,1.0,0.6,2.9,2.3,26.9,21.8,0.578,32.1,5.0,4.6,9.6,0.169,4.3,0.6,5.0,4.8,28103500,2728.0
Steven Adams,C,28.0,MEM,76.0,75.0,26.3,0.547,0.0,0.543,10.0,3.4,0.9,0.8,1.5,2.0,6.9,17.6,0.56,12.0,3.8,3.0,6.8,0.163,1.0,1.0,2.0,2.0,17073171,1999.0
Trae Young,PG,23.0,ATL,76.0,76.0,34.9,0.46,0.382,0.904,3.7,9.7,0.9,0.1,4.0,1.7,28.4,25.4,0.603,34.4,9.0,1.0,10.0,0.181,7.1,-2.0,5.2,4.8,8326471,2652.0
Kelly Oubre Jr.,SF,26.0,CHO,76.0,13.0,26.3,0.44,0.345,0.667,4.0,1.1,1.0,0.4,0.9,2.5,15.0,14.9,0.56,23.0,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3,12000000,1999.0
Malik Monk,SG,23.0,LAL,76.0,37.0,28.1,0.473,0.391,0.795,3.4,2.9,0.8,0.4,1.6,1.8,13.8,14.4,0.597,20.1,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8,1669178,2136.0
Ivica Zubac,C,24.0,LAC,76.0,76.0,24.4,0.626,,0.727,8.5,1.6,0.5,1.0,1.5,2.7,10.3,19.2,0.66,16.8,4.3,2.9,7.2,0.187,-0.1,0.8,0.7,1.3,7518518,1854.0
Jordan Poole,SG,22.0,GSW,76.0,51.0,30.0,0.448,0.364,0.925,3.4,4.0,0.8,0.3,2.5,2.7,18.5,16.1,0.598,26.0,3.1,2.9,6.0,0.126,1.3,-0.3,1.0,1.7,2161440,2280.0
Desmond Bane,SG,23.0,MEM,76.0,76.0,29.8,0.461,0.436,0.903,4.4,2.7,1.2,0.4,1.5,2.6,18.2,17.6,0.592,23.1,4.5,2.7,7.2,0.153,2.5,0.3,2.7,2.7,2033160,2265.0
Georges Niang,PF,28.0,PHI,76.0,7.0,22.8,0.437,0.403,0.881,2.7,1.3,0.4,0.2,0.8,2.5,9.2,10.7,0.594,16.8,1.5,1.3,2.8,0.077,-0.8,-1.1,-1.9,0.0,3300000,1733.0
Devonte' Graham,PG,26.0,NOP,76.0,63.0,28.4,0.363,0.341,0.843,2.3,4.2,0.9,0.2,1.4,1.3,11.9,12.1,0.514,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1.0,0.5,11000000,2158.0
Aaron Gordon,PF,26.0,DEN,75.0,75.0,31.7,0.52,0.335,0.743,5.9,2.5,0.6,0.6,1.8,2.0,15.0,15.3,0.602,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,16409091,2378.0
Derrick White,SG,27.0,2TM,75.0,52.0,29.3,0.421,0.312,0.864,3.5,4.9,0.9,0.8,1.6,2.3,13.2,14.8,0.549,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,15178571,2198.0
Davion Mitchell,PG,23.0,SAC,75.0,19.0,27.7,0.418,0.316,0.659,2.2,4.2,0.7,0.3,1.5,1.9,11.5,10.8,0.489,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9,4603320,2078.0
Keldon Johnson,SF,22.0,SAS,75.0,74.0,31.9,0.466,0.398,0.756,6.1,2.1,0.8,0.2,1.2,2.0,17.0,15.2,0.574,21.3,2.9,2.0,4.9,0.099,0.7,-1.2,-0.5,0.9,2145720,2392.0
Jeff Green,PF,35.0,DEN,75.0,63.0,24.7,0.524,0.315,0.833,3.1,1.3,0.4,0.4,0.9,2.0,10.3,12.5,0.627,16.3,2.7,1.2,3.9,0.101,-1.2,-1.3,-2.5,-0.2,4500000,1852.0
Tyrese Maxey,PG,21.0,PHI,75.0,74.0,35.3,0.485,0.427,0.866,3.2,4.3,0.7,0.4,1.2,2.1,17.5,16.2,0.594,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8,2602920,2648.0
Monte Morris,PG,26.0,DEN,75.0,74.0,29.9,0.484,0.395,0.869,3.0,4.4,0.7,0.2,1.0,1.2,12.6,14.7,0.583,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1,8449074,2242.0
Bryn Forbes,SG,28.0,2TM,75.0,2.0,17.1,0.429,0.414,0.908,1.2,1.0,0.3,0.1,0.7,1.3,8.8,11.5,0.574,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,4500000,1282.0
LaMelo Ball,PG,20.0,CHO,75.0,75.0,32.3,0.429,0.389,0.872,6.7,7.6,1.6,0.4,3.3,3.2,20.1,19.7,0.554,28.2,3.4,2.5,5.8,0.116,3.3,0.1,3.4,3.3,8231760,2422.0
Reggie Jackson,SG,31.0,LAC,75.0,75.0,31.2,0.392,0.326,0.847,3.6,4.8,0.7,0.2,2.3,2.1,16.8,12.1,0.488,27.6,-1.7,2.0,0.4,0.008,-1.4,-1.6,-3.0,-0.6,10384500,2340.0
Trey Lyles,PF,26.0,2TM,75.0,23.0,20.5,0.466,0.321,0.802,5.1,1.2,0.4,0.4,1.0,1.6,10.5,16.4,0.588,20.7,2.4,1.2,3.5,0.111,0.5,-0.8,-0.3,0.7,2500000,1538.0
Karl-Anthony Towns,C,26.0,MIN,74.0,74.0,33.5,0.529,0.41,0.822,9.8,3.6,1.0,1.1,3.1,3.6,24.6,24.1,0.64,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5.0,4.4,31650600,2479.0
Kevin Love,C,33.0,CLE,74.0,4.0,22.5,0.43,0.392,0.838,7.2,2.2,0.4,0.2,1.3,1.4,13.6,19.6,0.594,25.1,3.2,2.5,5.7,0.164,4.4,0.1,4.5,2.7,31258256,1665.0
Kevin Huerter,SF,23.0,ATL,74.0,60.0,29.6,0.454,0.389,0.808,3.4,2.7,0.7,0.4,1.2,2.5,12.1,11.9,0.57,17.5,1.8,1.0,2.8,0.062,-0.5,-0.7,-1.2,0.4,4253357,2190.0
Jarred Vanderbilt,PF,22.0,MIN,74.0,67.0,25.4,0.587,0.143,0.656,8.4,1.3,1.3,0.6,1.0,2.4,6.9,15.3,0.612,10.9,3.1,2.9,6.0,0.153,-0.8,1.0,0.2,1.1,4050000,1880.0
Nikola Jokić,C,26.0,DEN,74.0,74.0,33.5,0.583,0.337,0.81,13.8,7.9,1.5,0.9,3.8,2.6,27.1,32.8,0.661,31.9,10.8,4.5,15.2,0.296,9.2,4.5,13.7,9.8,31579390,2479.0
Clint Capela,C,27.0,ATL,74.0,73.0,27.6,0.613,0.0,0.473,11.9,1.2,0.7,1.3,0.6,2.2,11.1,21.4,0.604,15.5,5.6,2.7,8.3,0.195,2.1,-0.1,2.0,2.1,18603448,2042.0
Josh Christopher,SG,20.0,HOU,74.0,2.0,18.0,0.448,0.296,0.735,2.5,2.0,0.9,0.2,1.5,1.3,7.9,12.2,0.534,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,2259240,1332.0
Scottie Barnes,PF,20.0,TOR,74.0,74.0,35.4,0.492,0.301,0.735,7.5,3.5,1.1,0.7,1.8,2.6,15.3,16.3,0.552,19.0,3.7,2.9,6.6,0.122,0.5,0.4,0.9,1.9,7280520,2620.0
Justin Holiday,SF,32.0,2TM,74.0,65.0,27.8,0.394,0.367,0.806,2.6,1.7,0.8,0.4,0.9,2.1,10.1,9.5,0.543,15.8,0.8,0.6,1.4,0.033,-1.4,-0.8,-2.2,-0.1,6006420,2057.0
Jonas Valančiūnas,C,29.0,NOP,74.0,74.0,30.3,0.544,0.361,0.82,11.4,2.6,0.6,0.8,2.4,3.3,17.8,21.2,0.617,23.8,4.6,2.7,7.3,0.156,2.0,-0.1,1.9,2.2,14000000,2242.0
JaVale McGee,C,34.0,PHO,74.0,17.0,15.8,0.629,0.222,0.699,6.7,0.6,0.3,1.1,1.3,2.4,9.2,22.6,0.651,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,5000000,1169.0
Andrew Wiggins,SF,26.0,GSW,73.0,73.0,31.9,0.466,0.393,0.634,4.5,2.2,1.0,0.7,1.5,2.2,17.2,15.0,0.56,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,31579390,2329.0
Nikola Vučević,C,31.0,CHI,73.0,73.0,33.1,0.473,0.314,0.76,11.0,3.2,1.0,1.0,1.9,2.5,17.6,18.2,0.533,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,24000000,2416.0
Juan Toscano-Anderson,SF,28.0,GSW,73.0,6.0,13.6,0.489,0.322,0.571,2.4,1.7,0.7,0.2,0.9,1.6,4.1,11.0,0.561,14.7,0.3,1.8,2.0,0.098,-3.3,2.4,-0.8,0.3,1701593,993.0
Mason Plumlee,C,31.0,CHO,73.0,73.0,24.6,0.641,0.0,0.392,7.7,3.1,0.8,0.7,1.4,3.1,6.5,14.7,0.603,11.7,2.7,2.0,4.7,0.127,-1.5,1.5,0.0,0.9,9248333,1796.0
De'Anthony Melton,SG,23.0,MEM,73.0,15.0,22.7,0.404,0.374,0.75,4.5,2.7,1.4,0.5,1.5,1.8,10.8,15.2,0.529,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6,8805976,1657.0
Tyus Jones,PG,25.0,MEM,73.0,23.0,21.2,0.451,0.39,0.818,2.4,4.4,0.9,0.0,0.6,0.4,8.7,16.5,0.544,16.6,3.4,1.6,5.1,0.158,1.2,0.5,1.7,1.4,8376286,1548.0
Terry Rozier,SG,27.0,CHO,73.0,73.0,33.7,0.444,0.374,0.852,4.3,4.5,1.3,0.3,1.3,1.6,19.3,17.6,0.566,23.2,4.3,1.6,5.9,0.115,2.4,-0.7,1.7,2.3,17905263,2460.0
Andre Drummond,C,28.0,2TM,73.0,36.0,19.7,0.57,0.0,0.524,9.3,1.8,1.1,0.9,1.6,2.6,7.9,21.0,0.574,19.0,2.0,3.1,5.1,0.17,-0.1,1.4,1.3,1.2,1669178,1438.0
Tobias Harris,PF,29.0,PHI,73.0,73.0,34.8,0.482,0.367,0.842,6.8,3.5,0.6,0.6,1.6,2.2,17.2,15.9,0.566,21.7,3.0,2.6,5.6,0.105,0.6,-0.6,0.0,1.3,35995950,2540.0
Precious Achiuwa,C,22.0,TOR,73.0,28.0,23.6,0.439,0.359,0.595,6.5,1.1,0.5,0.6,1.2,2.1,9.1,12.7,0.503,18.5,0.4,2.1,2.5,0.07,-2.0,-0.6,-2.6,-0.2,2711280,1723.0
Anthony Edwards,SG,20.0,MIN,72.0,72.0,34.3,0.441,0.357,0.786,4.8,3.8,1.5,0.6,2.6,2.3,21.3,16.5,0.56,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2.0,10245480,2470.0
Daniel Gafford,C,23.0,WAS,72.0,53.0,20.1,0.693,0.0,0.699,5.7,0.9,0.4,1.4,0.9,2.4,9.4,21.8,0.708,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,1782621,1447.0
Alperen Şengün,C,19.0,HOU,72.0,13.0,20.7,0.474,0.248,0.711,5.5,2.6,0.8,0.9,2.0,3.0,9.6,16.0,0.552,22.0,0.8,1.3,2.1,0.068,-1.6,0.6,-1.0,0.4,3214680,1490.0
Obi Toppin,PF,23.0,NYK,72.0,10.0,17.1,0.531,0.308,0.758,3.7,1.1,0.3,0.5,0.8,1.4,9.0,18.3,0.614,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2.0,1.2,5105160,1231.0
Bobby Portis,C,26.0,MIL,72.0,59.0,28.2,0.479,0.393,0.752,9.1,1.2,0.7,0.7,1.3,2.4,14.6,17.7,0.571,21.3,2.9,2.6,5.5,0.131,1.2,-1.0,0.2,1.1,4347600,2030.0
Mike Conley,PG,34.0,UTA,72.0,72.0,28.6,0.435,0.408,0.796,3.0,5.3,1.3,0.3,1.7,2.0,13.7,17.2,0.572,20.9,4.4,2.3,6.7,0.157,2.4,0.7,3.1,2.7,21000000,2059.0
Bruce Brown,SF,25.0,BRK,72.0,45.0,24.6,0.506,0.404,0.758,4.8,2.1,1.1,0.7,0.8,2.4,9.0,15.0,0.575,15.0,2.8,2.0,4.8,0.13,-0.4,1.1,0.7,1.2,4736102,1771.0
Mitchell Robinson,C,23.0,NYK,72.0,62.0,25.7,0.761,,0.486,8.6,0.5,0.8,1.8,0.8,2.7,8.5,20.7,0.722,11.4,5.3,3.2,8.5,0.221,1.0,1.2,2.2,2.0,1802057,1850.0
Julius Randle,PF,27.0,NYK,72.0,72.0,35.3,0.411,0.308,0.756,9.9,5.1,0.7,0.5,3.4,2.8,20.1,15.7,0.509,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6,21780000,2542.0
John Konchar,SG,25.0,MEM,72.0,7.0,17.9,0.515,0.413,0.551,4.6,1.5,0.6,0.3,0.4,1.3,4.8,14.0,0.615,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,2200000,1289.0
Isaiah Stewart,C,20.0,DET,71.0,71.0,25.6,0.51,0.326,0.718,8.7,1.2,0.3,1.1,1.2,3.0,8.3,14.0,0.55,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,3277080,1818.0
Nemanja Bjelica,C,33.0,GSW,71.0,0.0,16.1,0.468,0.362,0.728,4.1,2.2,0.6,0.4,1.2,1.8,6.1,14.2,0.573,17.8,1.0,2.1,3.0,0.128,-0.9,2.3,1.4,1.0,1669178,1143.0
Marcus Smart,PG,27.0,BOS,71.0,71.0,32.3,0.418,0.331,0.793,3.8,5.9,1.7,0.3,2.2,2.3,12.1,13.6,0.54,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,14339285,2293.0
Gary Payton II,SG,29.0,GSW,71.0,16.0,17.6,0.616,0.358,0.603,3.5,0.9,1.4,0.3,0.6,1.8,7.1,17.8,0.679,14.3,2.5,2.6,5.2,0.199,0.3,3.4,3.7,1.8,1669178,1250.0
Devin Vassell,SF,21.0,SAS,71.0,32.0,27.3,0.427,0.361,0.838,4.3,1.9,1.1,0.6,0.8,2.0,12.3,13.3,0.54,18.9,1.3,2.0,3.3,0.082,-0.5,0.0,-0.5,0.7,4235160,1938.0
Montrezl Harrell,C,28.0,2TM,71.0,3.0,23.1,0.645,0.235,0.716,6.1,2.0,0.4,0.6,1.0,1.9,13.1,23.2,0.68,20.2,6.1,1.2,7.3,0.213,3.7,0.1,3.9,2.4,9720900,1640.0
Payton Pritchard,PG,24.0,BOS,71.0,2.0,14.1,0.429,0.412,1.0,1.9,2.0,0.4,0.1,0.6,0.9,6.2,15.0,0.578,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1.0,2137440,1001.0
Will Barton,SG,31.0,DEN,71.0,71.0,32.1,0.438,0.365,0.803,4.8,3.9,0.8,0.4,1.8,1.6,14.7,13.4,0.548,20.8,1.2,1.9,3.2,0.067,0.4,-0.9,-0.5,0.9,15625000,2279.0
P.J. Tucker,PF,36.0,MIA,71.0,70.0,27.9,0.484,0.415,0.738,5.5,2.1,0.8,0.2,0.9,2.3,7.6,11.3,0.593,11.7,2.4,2.6,5.0,0.121,-0.8,1.4,0.6,1.3,7000000,1981.0
Cody Martin,SF,26.0,CHO,71.0,11.0,26.3,0.482,0.384,0.701,4.0,2.5,1.2,0.5,0.9,1.6,7.7,12.7,0.579,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7,1782621,1867.0
Drew Eubanks,C,24.0,2TM,71.0,31.0,17.5,0.596,0.217,0.762,5.4,1.2,0.4,0.6,1.1,1.7,7.7,18.0,0.638,17.5,2.2,1.1,3.4,0.13,-0.5,-0.9,-1.4,0.2,1762796,1242.0
Robert Covington,PF,31.0,2TM,71.0,42.0,27.3,0.42,0.378,0.841,5.5,1.3,1.5,1.3,1.1,2.7,8.5,12.4,0.572,13.5,0.8,2.4,3.2,0.08,-1.6,1.7,0.2,1.1,12975471,1938.0
Mo Bamba,C,23.0,ORL,71.0,69.0,25.7,0.48,0.381,0.781,8.1,1.2,0.5,1.7,1.1,2.6,10.6,16.5,0.582,17.2,1.8,2.7,4.5,0.118,-0.2,0.9,0.7,1.2,7568743,1825.0
Jonathan Kuminga,SF,19.0,GSW,70.0,12.0,16.9,0.513,0.336,0.684,3.3,0.9,0.4,0.3,1.1,2.1,9.3,15.2,0.6,22.7,1.3,1.8,3.0,0.123,-1.3,-0.2,-1.5,0.1,5466360,1183.0
Jaden McDaniels,PF,21.0,MIN,70.0,31.0,25.8,0.46,0.317,0.803,4.2,1.1,0.7,0.8,1.1,3.2,9.2,10.3,0.553,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4,2063280,1806.0
Jaxson Hayes,C,21.0,NOP,70.0,28.0,20.0,0.616,0.351,0.766,4.5,0.6,0.5,0.8,0.8,2.2,9.3,18.5,0.68,16.4,3.7,1.3,5.1,0.174,0.6,-0.3,0.2,0.8,5348280,1400.0
Chuma Okeke,PF,23.0,ORL,70.0,20.0,25.0,0.376,0.318,0.846,5.0,1.7,1.4,0.6,0.8,1.4,8.6,12.0,0.501,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8,3277080,1750.0
Lonnie Walker IV,SG,23.0,SAS,70.0,6.0,23.0,0.407,0.314,0.784,2.6,2.2,0.6,0.3,1.0,1.4,12.1,12.3,0.512,23.6,0.1,1.1,1.2,0.037,-1.2,-1.3,-2.5,-0.2,4447896,1610.0
RJ Barrett,SF,21.0,NYK,70.0,70.0,34.5,0.408,0.342,0.714,5.8,3.0,0.6,0.2,2.2,2.0,20.0,13.7,0.511,27.6,0.1,2.2,2.3,0.046,-0.3,-1.3,-1.6,0.2,8623920,2415.0
Raul Neto,PG,29.0,WAS,70.0,19.0,19.6,0.463,0.292,0.769,1.9,3.1,0.8,0.0,1.1,1.5,7.5,12.4,0.538,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,1669178,1372.0
Luke Kennard,SG,25.0,LAC,70.0,13.0,27.4,0.449,0.449,0.896,3.3,2.1,0.6,0.1,0.9,1.4,11.9,13.3,0.619,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2,13347727,1918.0
Gary Trent Jr.,SG,23.0,TOR,70.0,69.0,35.0,0.414,0.383,0.853,2.7,2.0,1.7,0.3,1.0,2.1,18.3,14.7,0.546,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,16000000,2450.0
