Player Name,Position,Age,Team,GP,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Total Minutes
Terrence Ross,SG,28.0,ORL,69.0,0.0,27.4,0.403,0.351,0.853,3.2,1.2,1.1,0.3,1.0,1.6,14.7,14.0,0.548,22.8,1.1,2.0,3.0,0.077,-0.1,-0.3,-0.4,0.8,12500000,1891.0
Joe Harris,SF,28.0,BRK,69.0,69.0,30.8,0.486,0.424,0.719,4.3,2.1,0.6,0.2,1.5,2.3,14.5,13.3,0.606,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,7666667,2125.0
Grant Williams,PF,21.0,BOS,69.0,5.0,15.1,0.412,0.25,0.722,2.6,1.0,0.4,0.5,0.7,2.4,3.4,7.9,0.505,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2,2379840,1042.0
Kentavious Caldwell-Pope,SG,26.0,LAL,69.0,26.0,25.5,0.467,0.385,0.775,2.1,1.6,0.8,0.2,0.9,1.9,9.3,11.0,0.584,14.7,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5,8089282,1760.0
Semi Ojeleye,PF,25.0,BOS,69.0,6.0,14.7,0.408,0.378,0.875,2.1,0.5,0.3,0.1,0.3,1.2,3.4,7.7,0.562,9.7,0.8,1.0,1.9,0.088,-2.1,0.4,-1.7,0.1,1618520,1014.0
Dwight Howard,C,34.0,LAL,69.0,2.0,18.9,0.729,0.6,0.514,7.3,0.7,0.4,1.1,1.2,3.2,7.5,18.7,0.696,14.7,2.8,2.6,5.4,0.197,-1.0,1.2,0.2,0.7,1620564,1304.0
Kent Bazemore,SF,30.0,2TM,68.0,21.0,24.8,0.375,0.344,0.769,4.3,1.4,1.1,0.6,1.3,2.9,8.8,9.3,0.499,17.5,-0.9,1.5,0.6,0.017,-3.4,0.3,-3.0,-0.5,19269662,1686.0
DeMar DeRozan,SF,30.0,SAS,68.0,68.0,34.1,0.531,0.257,0.845,5.5,5.6,1.0,0.3,2.4,2.6,22.1,21.6,0.603,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,27739975,2319.0
Austin Rivers,SG,27.0,HOU,68.0,4.0,23.4,0.421,0.356,0.703,2.6,1.7,0.7,0.1,0.7,1.9,8.8,10.4,0.542,15.6,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,2147317,1591.0
Mike Scott,PF,31.0,PHI,68.0,11.0,17.8,0.426,0.369,0.811,3.6,0.8,0.3,0.1,0.4,1.4,6.0,11.2,0.557,14.0,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,4767000,1210.0
JaVale McGee,C,32.0,LAL,68.0,68.0,16.6,0.637,0.5,0.646,5.7,0.5,0.5,1.4,0.8,2.3,6.6,19.4,0.652,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1.0,4000000,1129.0
Derrick White,SG,25.0,SAS,68.0,20.0,24.7,0.458,0.366,0.853,3.3,3.5,0.6,0.9,1.3,2.2,11.3,16.4,0.593,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,1948080,1680.0
Rudy Gobert,C,27.0,UTA,68.0,68.0,34.3,0.693,,0.63,13.5,1.5,0.8,2.0,1.9,3.2,15.1,21.7,0.699,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,23241573,2332.0
James Harden,SG,30.0,HOU,68.0,68.0,36.5,0.444,0.355,0.865,6.6,7.5,1.8,0.9,4.5,3.3,34.3,29.1,0.626,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,38199000,2482.0
Brook Lopez,C,31.0,MIL,68.0,67.0,26.7,0.435,0.314,0.836,4.6,1.5,0.7,2.4,1.0,2.4,12.0,15.0,0.551,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2.0,1.9,12093023,1816.0
Danny Green,SG,32.0,LAL,68.0,68.0,24.8,0.416,0.367,0.688,3.3,1.3,1.3,0.5,0.9,2.0,8.0,10.8,0.552,13.9,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,14634146,1686.0
Ish Smith,PG,31.0,WAS,68.0,23.0,26.3,0.447,0.367,0.721,3.2,4.9,0.9,0.4,1.4,1.6,10.9,13.9,0.509,19.1,1.3,0.6,1.9,0.051,-0.3,-1.0,-1.3,0.3,6000000,1788.0
Rudy Gay,PF,33.0,SAS,67.0,5.0,21.8,0.446,0.336,0.882,5.4,1.7,0.5,0.5,1.3,1.5,10.8,15.4,0.553,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4,14500000,1461.0
T.J. Warren,SF,26.0,IND,67.0,67.0,32.9,0.536,0.403,0.819,4.2,1.5,1.2,0.5,1.3,2.8,19.8,18.4,0.61,23.3,4.0,2.6,6.5,0.143,1.2,0.0,1.1,1.7,10810000,2204.0
LeBron James,PG,35.0,LAL,67.0,67.0,34.6,0.493,0.348,0.693,7.8,10.2,1.2,0.5,3.9,1.8,25.3,25.5,0.577,31.5,6.2,3.6,9.8,0.204,6.6,1.8,8.4,6.1,37436858,2318.0
Wesley Matthews,SG,33.0,MIL,67.0,67.0,24.4,0.396,0.364,0.765,2.5,1.4,0.6,0.1,0.6,1.5,7.4,8.1,0.547,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,2564753,1635.0
Pat Connaughton,SG,27.0,MIL,67.0,4.0,18.6,0.455,0.331,0.775,4.2,1.6,0.4,0.5,0.8,1.0,5.4,11.5,0.565,12.3,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,1723050,1246.0
Kyle Anderson,SF,26.0,MEM,67.0,28.0,19.9,0.474,0.282,0.667,4.3,2.4,0.8,0.6,1.0,1.7,5.8,12.5,0.534,13.5,0.9,1.7,2.5,0.091,-1.5,2.0,0.5,0.9,9073050,1333.0
Kelly Olynyk,C,28.0,MIA,67.0,9.0,19.4,0.462,0.406,0.86,4.6,1.7,0.7,0.3,1.1,2.6,8.2,14.6,0.621,17.4,1.9,1.8,3.7,0.135,0.0,1.0,1.0,1.0,12667885,1300.0
Ja Morant,PG,20.0,MEM,67.0,67.0,31.0,0.477,0.335,0.776,3.9,7.3,0.9,0.3,3.3,1.6,17.8,17.4,0.556,25.9,2.3,1.5,3.8,0.088,1.4,-1.2,0.3,1.2,8730240,2077.0
Al Horford,C,33.0,PHI,67.0,61.0,30.2,0.45,0.35,0.763,6.8,4.0,0.8,0.9,1.2,2.1,11.9,15.7,0.536,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,28000000,2023.0
Hassan Whiteside,C,30.0,POR,67.0,61.0,30.0,0.621,0.571,0.686,13.5,1.2,0.4,2.9,1.8,2.9,15.5,25.0,0.644,19.6,5.6,3.0,8.5,0.204,2.5,0.7,3.2,2.6,27093017,2010.0
Kendrick Nunn,PG,24.0,MIA,67.0,67.0,29.3,0.439,0.35,0.85,2.7,3.3,0.8,0.2,1.7,2.3,15.3,12.9,0.534,24.1,0.4,1.6,2.0,0.049,-1.0,-1.3,-2.3,-0.1,1416852,1963.0
Bobby Portis,PF,24.0,NYK,66.0,5.0,21.1,0.45,0.358,0.763,5.1,1.5,0.5,0.3,1.1,1.7,10.1,14.6,0.53,21.4,0.9,1.0,1.9,0.064,0.0,-1.1,-1.1,0.3,15000000,1393.0
Donte DiVincenzo,SG,23.0,MIL,66.0,24.0,23.0,0.455,0.336,0.733,4.8,2.3,1.3,0.3,1.4,1.7,9.2,14.1,0.557,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,2905800,1518.0
Evan Fournier,SF,27.0,ORL,66.0,66.0,31.5,0.467,0.399,0.818,2.6,3.2,1.1,0.2,1.9,2.4,18.5,16.4,0.595,23.9,2.9,1.7,4.6,0.106,1.4,-0.4,1.0,1.6,17150000,2079.0
Georges Niang,PF,26.0,UTA,66.0,1.0,14.0,0.438,0.4,0.833,1.9,0.7,0.3,0.1,0.5,1.1,5.9,11.7,0.589,17.2,1.0,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,1645357,924.0
Jakob Poeltl,C,24.0,SAS,66.0,18.0,17.7,0.624,,0.465,5.7,1.8,0.6,1.4,0.8,1.9,5.6,19.1,0.612,13.2,2.4,1.6,4.0,0.163,0.5,2.0,2.5,1.3,3754886,1168.0
Isaac Bonga,SF,20.0,WAS,66.0,49.0,18.9,0.504,0.352,0.812,3.4,1.2,0.7,0.3,0.9,2.4,5.0,10.2,0.608,11.0,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3,1416842,1247.0
Jayson Tatum,PF,21.0,BOS,66.0,66.0,34.3,0.45,0.403,0.812,7.0,3.0,1.4,0.9,2.3,2.1,23.4,20.4,0.567,28.6,3.2,3.7,6.9,0.146,3.5,0.6,4.0,3.4,7830000,2264.0
Robin Lopez,C,31.0,MIL,66.0,5.0,14.5,0.492,0.333,0.528,2.4,0.7,0.2,0.7,1.0,1.5,5.4,10.2,0.554,16.6,-0.1,1.6,1.5,0.077,-3.0,0.4,-2.6,-0.2,4767000,957.0
Aaron Holiday,PG,23.0,IND,66.0,33.0,24.5,0.414,0.394,0.851,2.4,3.4,0.8,0.2,1.3,1.8,9.5,11.6,0.521,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,2329200,1617.0
Langston Galloway,SG,28.0,DET,66.0,6.0,25.8,0.435,0.399,0.859,2.3,1.5,0.7,0.2,0.6,1.5,10.3,12.3,0.584,15.9,2.4,0.7,3.1,0.087,0.0,-0.9,-0.8,0.5,7333333,1703.0
Dario Šarić,PF,25.0,PHO,66.0,51.0,24.7,0.476,0.357,0.844,6.2,1.9,0.6,0.2,1.3,2.4,10.7,14.2,0.592,17.8,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,3481986,1630.0
Patty Mills,PG,31.0,SAS,66.0,1.0,22.5,0.431,0.382,0.866,1.6,1.8,0.8,0.1,0.8,1.6,11.6,14.8,0.592,20.4,2.3,0.5,2.8,0.091,1.2,-1.2,0.0,0.8,12428571,1485.0
Dejounte Murray,PG,23.0,SAS,66.0,58.0,25.6,0.462,0.369,0.798,5.8,4.1,1.7,0.3,1.9,2.2,10.9,16.2,0.524,20.8,0.7,2.0,2.6,0.074,-0.9,1.3,0.4,1.0,2321735,1690.0
Alec Burks,SF,28.0,2TM,66.0,19.0,26.6,0.418,0.385,0.887,4.3,2.9,0.9,0.3,1.4,1.9,15.0,16.7,0.561,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1,1620564,1756.0
Damian Lillard,PG,29.0,POR,66.0,66.0,37.5,0.463,0.401,0.888,4.3,8.0,1.1,0.3,2.9,1.7,30.0,26.9,0.627,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,29802321,2475.0
Matisse Thybulle,SG,22.0,PHI,65.0,14.0,19.8,0.423,0.357,0.61,1.6,1.2,1.4,0.7,0.8,2.2,4.7,10.0,0.539,11.2,0.3,2.0,2.3,0.086,-2.8,3.1,0.3,0.8,2582160,1287.0
Justin Jackson,PF,24.0,DAL,65.0,3.0,16.1,0.396,0.294,0.84,2.4,0.8,0.2,0.2,0.2,1.1,5.5,9.5,0.496,15.4,0.6,0.6,1.2,0.054,-2.1,-1.3,-3.4,-0.4,3280920,1046.0
Kevin Knox,SF,20.0,NYK,65.0,4.0,17.9,0.359,0.327,0.653,2.8,0.9,0.4,0.4,0.7,1.6,6.4,8.3,0.47,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,4380120,1164.0
Dennis Schröder,PG,26.0,OKC,65.0,2.0,30.8,0.469,0.385,0.839,3.6,4.0,0.7,0.2,2.6,2.2,18.9,16.7,0.575,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,-0.1,1.0,15500000,2002.0
Tyus Jones,PG,23.0,MEM,65.0,6.0,19.0,0.459,0.379,0.741,1.6,4.4,0.9,0.1,0.8,0.7,7.4,15.7,0.532,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,9258000,1235.0
Lou Williams,PG,33.0,LAC,65.0,8.0,28.7,0.418,0.352,0.861,3.1,5.6,0.7,0.2,2.8,1.2,18.2,17.3,0.546,28.4,2.3,1.8,4.1,0.105,2.2,-1.4,0.7,1.3,8000000,1866.0
Miles Bridges,SF,21.0,CHO,65.0,64.0,30.7,0.424,0.33,0.809,5.6,1.8,0.6,0.7,1.5,2.0,13.0,12.1,0.52,20.0,0.3,1.3,1.6,0.039,-1.5,-1.0,-2.5,-0.3,3755400,1996.0
Cedi Osman,SF,24.0,CLE,65.0,65.0,29.4,0.437,0.383,0.67,3.6,2.4,0.8,0.2,1.4,2.5,11.0,10.7,0.552,16.6,1.0,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,2907143,1911.0
Ricky Rubio,PG,29.0,PHO,65.0,65.0,31.0,0.415,0.361,0.863,4.7,8.8,1.4,0.2,2.7,2.6,13.0,16.5,0.535,20.4,2.9,2.0,4.9,0.117,0.7,0.2,1.0,1.5,16200000,2015.0
Daniel Theis,C,27.0,BOS,65.0,64.0,24.1,0.566,0.333,0.763,6.6,1.7,0.6,1.3,0.8,3.4,9.2,17.9,0.631,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,5000000,1566.0
Tomáš Satoranský,SG,28.0,CHI,65.0,64.0,28.9,0.43,0.322,0.876,3.9,5.4,1.2,0.1,2.0,2.1,9.9,13.5,0.533,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.2,0.4,10000000,1878.0
Josh Hart,SF,24.0,NOP,65.0,16.0,27.0,0.423,0.342,0.739,6.5,1.7,1.0,0.4,1.2,2.5,10.1,11.9,0.563,15.3,1.3,1.8,3.1,0.085,-1.1,0.4,-0.7,0.6,1655160,1755.0
Jae Crowder,SF,29.0,2TM,65.0,53.0,28.8,0.401,0.343,0.776,5.9,2.5,1.1,0.4,1.1,2.2,10.5,12.5,0.553,15.5,1.6,2.2,3.8,0.098,-0.5,0.4,-0.1,0.9,7815533,1872.0
Collin Sexton,PG,21.0,CLE,65.0,65.0,33.0,0.472,0.38,0.846,3.1,3.0,1.0,0.1,2.4,2.2,20.8,16.3,0.56,27.2,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,4764960,2145.0
Coby White,PG,19.0,CHI,65.0,1.0,25.8,0.394,0.354,0.791,3.5,2.7,0.8,0.1,1.7,1.8,13.2,11.9,0.506,24.4,-0.5,1.4,0.9,0.026,-1.3,-1.6,-2.9,-0.4,5307120,1677.0
Seth Curry,SG,29.0,DAL,64.0,25.0,24.6,0.495,0.452,0.825,2.3,1.9,0.6,0.1,1.0,1.8,12.4,15.5,0.643,18.4,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,7461380,1574.0
Alex Caruso,PG,25.0,LAL,64.0,2.0,18.4,0.412,0.333,0.734,1.9,1.9,1.1,0.3,0.8,1.5,5.5,10.8,0.525,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,2750000,1178.0
Spencer Dinwiddie,PG,26.0,BRK,64.0,49.0,31.2,0.415,0.308,0.778,3.5,6.8,0.6,0.3,2.7,2.8,20.6,17.8,0.541,29.2,3.2,1.6,4.8,0.116,2.7,-0.9,1.8,1.9,10605600,1997.0
Julius Randle,PF,25.0,NYK,64.0,64.0,32.5,0.46,0.277,0.733,9.7,3.1,0.8,0.3,3.0,2.8,19.5,17.5,0.538,27.6,0.9,1.8,2.7,0.062,0.7,-1.0,-0.3,0.9,18000000,2080.0
Taurean Prince,PF,25.0,BRK,64.0,61.0,29.0,0.376,0.339,0.798,6.0,1.8,0.9,0.4,2.0,2.5,12.1,9.1,0.497,20.4,-1.7,2.3,0.6,0.014,-2.8,-0.1,-2.9,-0.4,3481986,1856.0
Jaxson Hayes,C,19.0,NOP,64.0,14.0,16.9,0.672,0.25,0.647,4.0,0.9,0.4,0.9,0.8,2.5,7.4,17.6,0.689,15.0,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,4862040,1082.0
Thaddeus Young,PF,31.0,CHI,64.0,16.0,24.9,0.448,0.356,0.583,4.9,1.8,1.4,0.4,1.6,2.1,10.3,13.3,0.521,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3,12900000,1594.0
Trey Lyles,PF,24.0,SAS,63.0,53.0,20.2,0.446,0.387,0.733,5.7,1.1,0.4,0.4,0.6,1.6,6.4,12.6,0.557,13.6,1.2,1.0,2.2,0.083,-0.5,-0.7,-1.2,0.3,5500000,1273.0
Jerome Robinson,SG,22.0,2TM,63.0,6.0,15.5,0.371,0.32,0.702,2.0,1.4,0.4,0.3,0.8,1.8,5.1,7.4,0.476,16.4,-0.6,0.8,0.2,0.009,-3.8,-0.2,-3.9,-0.5,3567720,976.0
Montrezl Harrell,C,26.0,LAC,63.0,2.0,27.8,0.58,0.0,0.658,7.1,1.7,0.6,1.1,1.7,2.3,18.6,23.2,0.607,25.7,4.4,2.5,7.0,0.191,2.5,0.5,2.9,2.2,6000000,1751.0
