Player Name,Position,Age,Team,GP,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Total Minutes
Julius Randle,PF,26.0,NYK,71.0,71.0,37.6,0.456,0.411,0.811,10.2,6.0,0.9,0.3,3.4,3.2,24.1,19.7,0.567,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,18900000,2670.0
Solomon Hill,PF,29.0,ATL,71.0,16.0,21.3,0.359,0.321,0.761,3.0,1.1,0.7,0.2,0.6,1.6,4.5,6.7,0.498,10.4,0.1,1.2,1.3,0.04,-3.0,0.5,-2.5,-0.2,1620564,1512.0
Nikola Vučević,C,30.0,2TM,70.0,70.0,33.5,0.477,0.4,0.84,11.7,3.8,0.9,0.7,1.8,2.0,23.4,22.9,0.56,29.3,3.3,3.0,6.3,0.129,4.9,0.4,5.3,4.4,26000000,2345.0
Tyus Jones,PG,24.0,MEM,70.0,9.0,17.5,0.431,0.321,0.911,2.0,3.7,0.9,0.1,0.7,0.4,6.3,15.0,0.511,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,8817143,1225.0
Naz Reid,C,21.0,MIN,70.0,15.0,19.2,0.523,0.351,0.693,4.6,1.0,0.5,1.1,1.0,2.6,11.2,18.2,0.599,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,1517981,1344.0
Jae'Sean Tate,SF,25.0,HOU,70.0,58.0,29.2,0.506,0.308,0.694,5.3,2.5,1.2,0.5,1.4,3.2,11.3,13.8,0.576,16.4,2.2,1.6,3.8,0.088,-1.6,0.3,-1.4,0.3,1445697,2044.0
Bryn Forbes,SG,27.0,MIL,70.0,10.0,19.3,0.473,0.452,0.77,1.6,0.6,0.3,0.0,0.6,1.1,10.0,12.8,0.631,18.5,2.0,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,2337145,1351.0
Tim Hardaway Jr.,SG,28.0,DAL,70.0,31.0,28.4,0.447,0.391,0.816,3.3,1.8,0.4,0.2,0.9,1.6,16.6,15.7,0.589,23.4,3.2,1.2,4.3,0.105,2.0,-1.7,0.4,1.2,18975000,1988.0
Chris Paul,PG,35.0,PHO,70.0,70.0,31.4,0.499,0.395,0.934,4.5,8.9,1.4,0.3,2.2,2.4,16.4,21.4,0.599,22.6,6.5,2.7,9.2,0.201,3.5,1.1,4.6,3.6,41358814,2198.0
Robert Covington,PF,30.0,POR,70.0,70.0,32.0,0.401,0.379,0.806,6.7,1.7,1.4,1.2,0.9,2.8,8.5,11.2,0.553,11.5,1.4,2.4,3.7,0.08,-1.3,1.5,0.2,1.2,12138345,2240.0
Saddiq Bey,SF,21.0,DET,70.0,53.0,27.3,0.404,0.38,0.844,4.5,1.4,0.7,0.2,0.9,1.6,12.2,12.6,0.567,18.7,1.6,1.7,3.3,0.082,0.3,-0.8,-0.5,0.7,2689920,1911.0
Brook Lopez,C,32.0,MIL,70.0,70.0,27.2,0.503,0.338,0.845,5.0,0.7,0.6,1.5,0.9,2.1,12.3,15.4,0.611,16.9,3.1,2.2,5.3,0.133,0.0,0.0,0.0,0.9,12697674,1904.0
Kelly Olynyk,PF,29.0,2TM,70.0,62.0,28.5,0.484,0.342,0.829,7.0,2.9,1.1,0.6,1.8,3.0,13.5,16.4,0.61,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,12598243,1995.0
Dwight Howard,C,35.0,PHI,69.0,6.0,17.3,0.587,0.25,0.576,8.4,0.9,0.4,0.9,1.6,2.9,7.0,17.8,0.61,18.2,1.3,2.6,4.0,0.159,-2.1,0.6,-1.5,0.1,1620564,1194.0
T.J. McConnell,PG,28.0,IND,69.0,3.0,26.0,0.559,0.313,0.688,3.7,6.6,1.9,0.3,2.0,1.6,8.6,16.9,0.583,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,3500000,1794.0
Deandre Ayton,C,22.0,PHO,69.0,69.0,30.7,0.626,0.2,0.769,10.5,1.4,0.6,1.2,1.5,2.8,14.4,20.3,0.653,18.2,5.3,3.1,8.4,0.191,1.1,0.1,1.2,1.7,9562920,2118.0
Danny Green,SF,33.0,PHI,69.0,69.0,28.0,0.412,0.405,0.775,3.8,1.7,1.3,0.8,1.0,1.8,9.5,12.1,0.582,14.0,1.6,3.1,4.6,0.115,0.4,1.5,1.9,1.9,15365853,1932.0
Coby White,PG,20.0,CHI,69.0,54.0,31.2,0.416,0.359,0.901,4.1,4.8,0.6,0.2,2.3,2.6,15.1,12.0,0.54,22.5,0.7,1.7,2.4,0.052,-1.2,-1.2,-2.4,-0.2,5572680,2153.0
Pat Connaughton,SG,28.0,MIL,69.0,4.0,22.8,0.434,0.371,0.775,4.8,1.2,0.7,0.3,0.5,1.4,6.8,11.3,0.578,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0.0,0.8,4938272,1573.0
Jakob Poeltl,C,25.0,SAS,69.0,51.0,26.7,0.616,,0.508,7.9,1.9,0.7,1.8,1.2,2.5,8.6,17.5,0.612,13.4,3.2,2.5,5.7,0.148,-0.5,1.2,0.8,1.3,8101852,1842.0
Norman Powell,SG,27.0,2TM,69.0,58.0,32.0,0.477,0.411,0.871,3.1,1.9,1.2,0.3,1.7,2.3,18.6,16.2,0.618,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,10865952,2208.0
Terry Rozier,SG,26.0,CHO,69.0,69.0,34.5,0.45,0.389,0.817,4.4,4.2,1.3,0.4,1.9,1.7,20.4,17.1,0.575,24.4,3.3,2.0,5.2,0.105,2.2,-0.5,1.6,2.2,18900000,2380.0
Joe Harris,SF,29.0,BRK,69.0,65.0,31.0,0.505,0.475,0.778,3.6,1.9,0.7,0.2,0.9,2.0,14.1,14.1,0.663,16.2,4.1,1.1,5.2,0.117,1.6,-1.2,0.4,1.3,16071429,2139.0
Kevin Huerter,SG,22.0,ATL,69.0,49.0,30.8,0.432,0.363,0.781,3.3,3.5,1.2,0.3,1.1,2.4,11.9,12.2,0.541,17.2,1.9,1.7,3.6,0.08,-0.6,0.4,-0.3,1.0,2761920,2125.0
Carmelo Anthony,PF,36.0,POR,69.0,3.0,24.5,0.421,0.409,0.89,3.1,1.5,0.7,0.6,0.9,2.1,13.4,14.6,0.547,23.1,1.7,0.8,2.6,0.073,0.2,-1.3,-1.1,0.4,1620564,1690.0
Montrezl Harrell,C,27.0,LAL,69.0,1.0,22.9,0.622,0.0,0.707,6.2,1.1,0.7,0.7,1.1,1.9,13.5,22.7,0.65,21.7,4.5,2.7,7.3,0.221,2.3,0.7,3.0,2.0,9258000,1580.0
Keldon Johnson,SF,21.0,SAS,69.0,67.0,28.5,0.479,0.331,0.74,6.0,1.8,0.6,0.3,1.1,2.1,12.8,13.8,0.557,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2,2048040,1966.0
Kyle Anderson,PF,27.0,MEM,69.0,69.0,27.3,0.468,0.36,0.783,5.7,3.6,1.2,0.8,1.2,1.7,12.4,17.2,0.578,18.5,2.9,2.7,5.6,0.143,1.4,1.9,3.3,2.5,9505100,1884.0
Desmond Bane,SG,22.0,MEM,68.0,17.0,22.3,0.469,0.432,0.816,3.1,1.7,0.6,0.2,0.9,1.8,9.2,12.2,0.6,16.1,1.6,1.3,2.9,0.093,-0.6,-0.2,-0.8,0.5,1936440,1516.0
Isaiah Stewart,C,19.0,DET,68.0,14.0,21.4,0.553,0.333,0.696,6.7,0.9,0.6,1.3,1.0,2.7,7.9,16.4,0.597,15.5,1.9,2.1,4.0,0.132,-1.6,0.5,-1.1,0.3,3121080,1455.0
Khris Middleton,SF,29.0,MIL,68.0,68.0,33.4,0.476,0.414,0.898,6.0,5.4,1.1,0.1,2.6,2.4,20.4,18.2,0.588,25.0,4.1,2.2,6.4,0.135,1.7,-0.3,1.3,1.9,33051724,2271.0
Derrick Favors,C,29.0,UTA,68.0,0.0,15.3,0.638,0.0,0.738,5.5,0.6,0.5,1.0,0.5,2.1,5.4,19.7,0.663,13.0,2.9,2.2,5.1,0.237,0.3,2.4,2.6,1.2,9258000,1040.0
Kyle Kuzma,SF,25.0,LAL,68.0,32.0,28.7,0.443,0.361,0.691,6.1,1.9,0.5,0.6,1.7,1.8,12.9,12.7,0.546,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8,3562178,1952.0
Jalen Brunson,PG,24.0,DAL,68.0,12.0,25.0,0.523,0.405,0.795,3.4,3.5,0.5,0.0,1.2,1.6,12.6,17.1,0.618,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,1663861,1700.0
Jordan Clarkson,SG,28.0,UTA,68.0,1.0,26.7,0.425,0.347,0.896,4.0,2.5,0.9,0.1,1.7,1.6,18.4,17.1,0.549,29.7,1.7,2.5,4.2,0.111,1.8,-0.4,1.4,1.6,11500000,1816.0
Thaddeus Young,PF,32.0,CHI,68.0,23.0,24.3,0.559,0.267,0.628,6.2,4.3,1.1,0.6,2.0,2.2,12.1,20.3,0.578,22.3,2.8,2.2,5.1,0.147,1.9,1.4,3.3,2.2,13545000,1652.0
Patty Mills,PG,32.0,SAS,68.0,1.0,24.8,0.412,0.375,0.91,1.7,2.4,0.6,0.0,1.0,1.2,10.8,11.8,0.57,18.4,1.3,0.8,2.2,0.062,0.0,-1.2,-1.2,0.4,13535714,1686.0
Jeff Green,PF,34.0,BRK,68.0,38.0,27.0,0.492,0.412,0.776,3.9,1.6,0.5,0.4,0.8,1.8,11.0,13.0,0.624,15.6,2.9,1.2,4.1,0.107,0.0,-0.9,-0.8,0.5,1620564,1836.0
Ricky Rubio,PG,30.0,MIN,68.0,51.0,26.1,0.388,0.308,0.867,3.3,6.4,1.4,0.1,1.6,2.0,8.6,13.5,0.516,16.0,1.9,1.3,3.1,0.085,-1.9,0.0,-1.9,0.0,17000000,1775.0
Terance Mann,SG,24.0,LAC,67.0,10.0,18.9,0.509,0.418,0.83,3.6,1.6,0.4,0.2,0.6,1.9,7.0,13.8,0.603,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,1517981,1266.0
Dejounte Murray,PG,24.0,SAS,67.0,67.0,31.9,0.453,0.317,0.791,7.1,5.4,1.5,0.1,1.7,2.0,15.7,16.5,0.509,23.4,0.7,2.6,3.3,0.074,-0.2,1.0,0.8,1.5,14286000,2137.0
Isaac Okoro,SG,20.0,CLE,67.0,67.0,32.4,0.42,0.29,0.726,3.1,1.9,0.9,0.4,1.3,2.8,9.6,7.9,0.514,14.3,-0.1,1.0,0.9,0.02,-4.2,-0.9,-5.1,-1.7,6400920,2171.0
Kent Bazemore,SF,31.0,GSW,67.0,18.0,19.9,0.449,0.408,0.692,3.4,1.6,1.0,0.5,1.2,2.4,7.2,10.6,0.564,16.3,-0.2,2.1,1.8,0.065,-2.9,1.7,-1.2,0.2,1620564,1333.0
Dillon Brooks,SF,25.0,MEM,67.0,67.0,29.8,0.419,0.344,0.815,2.9,2.3,1.2,0.4,1.8,3.5,17.2,12.1,0.515,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.1,-3.7,-0.9,11400000,1997.0
Nicolas Batum,SF,32.0,LAC,67.0,38.0,27.4,0.464,0.404,0.828,4.7,2.2,1.0,0.6,0.8,1.5,8.1,12.9,0.617,11.8,2.7,2.3,5.0,0.132,0.6,1.5,2.1,1.9,1620564,1836.0
Kentavious Caldwell-Pope,SG,27.0,LAL,67.0,67.0,28.4,0.431,0.41,0.866,2.7,1.9,0.9,0.4,1.0,1.7,9.7,10.7,0.588,14.2,1.6,2.6,4.2,0.107,-1.6,1.0,-0.5,0.7,12073020,1903.0
Devin Booker,SG,24.0,PHO,67.0,67.0,33.9,0.484,0.34,0.867,4.2,4.3,0.8,0.2,3.1,2.7,25.6,19.2,0.587,32.7,2.9,2.0,4.9,0.104,1.7,-1.4,0.3,1.3,29467800,2271.0
Damian Lillard,PG,30.0,POR,67.0,67.0,35.8,0.451,0.391,0.928,4.2,7.5,0.9,0.3,3.0,1.5,28.8,25.6,0.623,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5.0,31626953,2399.0
Reggie Jackson,SG,30.0,LAC,67.0,43.0,23.0,0.45,0.433,0.817,2.9,3.1,0.6,0.1,1.1,1.9,10.7,14.2,0.576,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,1620564,1541.0
Joe Ingles,SF,33.0,UTA,67.0,30.0,27.9,0.489,0.451,0.844,3.6,4.7,0.7,0.2,1.7,1.8,12.1,15.9,0.672,16.6,4.7,2.3,7.0,0.18,2.6,0.9,3.5,2.6,10863637,1869.0
Khem Birch,C,28.0,2TM,67.0,22.0,22.8,0.497,0.25,0.705,5.8,1.3,0.7,0.7,0.7,1.7,7.2,15.1,0.552,13.6,2.3,1.4,3.8,0.118,-1.0,0.1,-1.0,0.4,3000000,1528.0
Luka Dončić,PG,21.0,DAL,66.0,66.0,34.3,0.479,0.35,0.73,8.0,8.6,1.0,0.5,4.3,2.3,27.7,25.3,0.587,36.0,5.1,2.6,7.7,0.163,6.1,0.7,6.8,5.1,8049360,2264.0
Miles Bridges,PF,22.0,CHO,66.0,19.0,29.3,0.503,0.4,0.867,6.0,2.2,0.7,0.8,1.6,2.2,12.7,14.7,0.625,17.3,2.4,1.9,4.2,0.105,0.2,0.1,0.2,1.1,3934320,1934.0
Donte DiVincenzo,SG,24.0,MIL,66.0,66.0,27.5,0.42,0.379,0.718,5.8,3.1,1.1,0.2,1.4,1.7,10.4,13.0,0.542,16.7,1.5,2.1,3.6,0.095,-0.2,0.4,0.2,1.0,3044160,1815.0
Doug McDermott,PF,29.0,IND,66.0,29.0,24.5,0.532,0.388,0.816,3.3,1.3,0.3,0.1,0.8,1.8,13.6,15.6,0.635,20.0,3.1,0.7,3.8,0.112,1.4,-2.0,-0.6,0.6,7333333,1617.0
Kenrich Williams,PF,26.0,OKC,66.0,13.0,21.6,0.533,0.444,0.571,4.1,2.3,0.8,0.3,1.2,2.2,8.0,14.0,0.599,15.3,1.6,1.2,2.8,0.096,-1.2,0.5,-0.7,0.4,2000000,1426.0
Aaron Holiday,PG,24.0,IND,66.0,8.0,17.8,0.39,0.368,0.819,1.3,1.9,0.7,0.2,1.0,1.4,7.2,9.2,0.503,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,2345640,1175.0
Payton Pritchard,SG,23.0,BOS,66.0,4.0,19.2,0.44,0.411,0.889,2.4,1.8,0.6,0.1,0.8,1.6,7.7,12.4,0.582,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,2193480,1267.0
Bismack Biyombo,C,28.0,CHO,66.0,36.0,20.4,0.587,0.0,0.448,5.3,1.2,0.3,1.1,1.1,2.1,5.0,11.7,0.574,11.5,0.9,1.4,2.3,0.081,-3.4,0.4,-3.0,-0.4,3500000,1346.0
Bobby Portis,C,25.0,MIL,66.0,7.0,20.8,0.523,0.471,0.74,7.1,1.1,0.8,0.4,0.8,1.7,11.4,19.9,0.598,20.9,2.8,2.0,4.8,0.167,1.8,-0.4,1.5,1.2,3623000,1373.0
Lou Williams,PG,34.0,2TM,66.0,4.0,21.6,0.41,0.399,0.867,2.1,3.4,0.7,0.1,1.6,0.9,11.3,14.0,0.519,25.7,0.5,1.2,1.7,0.056,-1.0,-1.5,-2.5,-0.2,8000000,1426.0
Svi Mykhailiuk,SF,23.0,2TM,66.0,14.0,20.1,0.411,0.334,0.76,2.5,1.7,0.8,0.2,1.3,1.0,8.5,10.4,0.529,20.0,-0.8,1.1,0.3,0.01,-1.9,-0.7,-2.6,-0.2,1663861,1327.0
Théo Maledon,PG,19.0,OKC,65.0,49.0,27.4,0.368,0.335,0.748,3.2,3.5,0.9,0.2,2.2,1.9,10.1,8.2,0.489,19.4,-1.9,1.1,-0.8,-0.021,-4.0,-1.0,-5.0,-1.3,2000000,1781.0
Bruce Brown,PG,24.0,BRK,65.0,37.0,22.3,0.556,0.288,0.735,5.4,1.6,0.9,0.4,0.8,2.2,8.8,16.1,0.604,15.9,2.8,1.5,4.4,0.144,-0.4,0.2,-0.1,0.7,1663861,1450.0
Reggie Bullock,SF,29.0,NYK,65.0,64.0,30.0,0.442,0.41,0.909,3.4,1.5,0.8,0.2,0.7,2.2,10.9,11.1,0.606,14.4,2.3,2.3,4.6,0.114,-0.9,0.8,-0.1,0.9,4200000,1950.0
Daniel Theis,C,28.0,2TM,65.0,51.0,24.6,0.541,0.322,0.673,5.5,1.7,0.6,0.9,1.0,2.6,9.6,15.0,0.609,15.6,2.4,1.8,4.3,0.128,-0.7,0.7,0.0,0.8,5000000,1599.0
Talen Horton-Tucker,SG,20.0,LAL,65.0,4.0,20.1,0.458,0.282,0.775,2.6,2.8,1.0,0.3,1.6,2.0,9.0,12.9,0.536,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,1517981,1306.0
Matisse Thybulle,SG,23.0,PHI,65.0,8.0,20.0,0.42,0.301,0.444,1.9,1.0,1.6,1.1,0.5,2.0,3.9,10.1,0.508,9.4,0.1,2.7,2.8,0.102,-2.6,4.5,1.9,1.3,2711280,1300.0
Russell Westbrook,PG,32.0,WAS,65.0,65.0,36.4,0.439,0.315,0.656,11.5,11.7,1.4,0.4,4.8,2.9,22.2,19.5,0.509,30.2,0.5,3.2,3.7,0.075,2.6,1.1,3.7,3.4,41358814,2366.0
Nerlens Noel,C,26.0,NYK,64.0,41.0,24.2,0.614,0.0,0.714,6.4,0.7,1.1,2.2,1.0,2.8,5.1,14.8,0.638,9.2,1.6,3.6,5.2,0.162,-2.4,3.8,1.4,1.3,5000000,1549.0
Bam Adebayo,C,23.0,MIA,64.0,64.0,33.5,0.57,0.25,0.799,9.0,5.4,1.2,1.0,2.6,2.3,18.7,22.7,0.626,23.7,5.6,3.2,8.8,0.197,2.9,2.0,4.9,3.7,5115492,2144.0
Alex Len,C,27.0,2TM,64.0,42.0,15.3,0.615,0.32,0.629,4.1,0.8,0.3,1.0,0.9,2.0,6.6,16.4,0.643,16.3,1.5,1.3,2.7,0.133,-1.2,1.0,-0.1,0.5,1265372,979.0
Jarred Vanderbilt,PF,21.0,MIN,64.0,30.0,17.8,0.606,0.2,0.559,5.8,1.2,1.0,0.7,0.8,1.9,5.4,16.2,0.612,12.3,1.6,1.5,3.1,0.132,-1.4,1.4,-0.1,0.5,1663361,1139.0
P.J. Washington,PF,22.0,CHO,64.0,61.0,30.5,0.44,0.386,0.745,6.5,2.5,1.1,1.2,2.0,2.7,12.9,13.4,0.549,19.4,0.3,2.4,2.7,0.066,-1.5,0.6,-0.9,0.6,4023600,1952.0
Raul Neto,PG,28.0,WAS,64.0,22.0,21.9,0.468,0.39,0.882,2.4,2.3,1.1,0.1,0.8,1.7,8.7,13.0,0.575,15.8,1.5,1.3,2.8,0.097,-1.4,0.9,-0.6,0.5,1620564,1402.0
Anfernee Simons,SG,21.0,POR,64.0,0.0,17.3,0.419,0.426,0.807,2.2,1.4,0.3,0.1,0.7,1.5,7.8,12.3,0.589,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1.0,0.3,2252040,1107.0
Immanuel Quickley,PG,21.0,NYK,64.0,3.0,19.4,0.395,0.389,0.891,2.1,2.0,0.5,0.2,0.9,1.8,11.4,15.8,0.557,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,2105520,1242.0
Jayson Tatum,SF,22.0,BOS,64.0,64.0,35.8,0.459,0.386,0.868,7.4,4.3,1.2,0.5,2.7,1.9,26.4,21.3,0.576,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,9897120,2291.0
Jarrett Allen,C,22.0,2TM,63.0,45.0,29.6,0.618,0.316,0.703,10.0,1.7,0.5,1.4,1.6,1.5,12.8,20.1,0.661,16.6,4.3,2.1,6.4,0.166,1.3,-0.2,1.1,1.4,3909902,1865.0
Cory Joseph,PG,29.0,2TM,63.0,13.0,23.0,0.469,0.341,0.818,2.5,3.4,1.0,0.3,1.3,2.2,8.2,12.5,0.556,16.3,1.3,0.8,2.1,0.069,-1.8,0.0,-1.8,0.1,12600000,1449.0
Luke Kennard,SG,24.0,LAC,63.0,17.0,19.6,0.476,0.446,0.839,2.6,1.7,0.4,0.1,0.8,1.4,8.3,12.7,0.608,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,5273826,1235.0
Shake Milton,SG,24.0,PHI,63.0,4.0,23.2,0.45,0.35,0.83,2.3,3.1,0.6,0.3,1.6,2.1,13.0,14.6,0.549,24.9,1.1,1.6,2.8,0.091,-0.7,-1.0,-1.6,0.1,1701593,1462.0
Delon Wright,PG,28.0,2TM,63.0,39.0,27.7,0.463,0.372,0.802,4.3,4.4,1.6,0.5,1.3,1.2,10.2,16.3,0.562,16.3,2.5,1.8,4.3,0.117,0.6,1.5,2.2,1.8,9000000,1745.0
Jaden McDaniels,PF,20.0,MIN,63.0,27.0,24.0,0.447,0.364,0.6,3.7,1.1,0.6,1.0,0.7,2.7,6.8,8.9,0.552,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,1964760,1512.0
John Collins,PF,23.0,ATL,63.0,63.0,29.3,0.556,0.399,0.833,7.4,1.2,0.5,1.0,1.3,3.1,17.6,20.6,0.645,22.2,4.8,1.9,6.7,0.174,2.5,-0.2,2.3,2.0,4137302,1846.0
Draymond Green,PF,30.0,GSW,63.0,63.0,31.5,0.447,0.27,0.795,7.1,8.9,1.7,0.8,3.0,3.1,7.0,13.3,0.53,13.1,1.2,3.4,4.6,0.112,-1.6,3.3,1.7,1.9,22246956,1984.0
Clint Capela,C,26.0,ATL,63.0,63.0,30.1,0.594,,0.573,14.3,0.8,0.7,2.0,1.2,2.3,15.2,24.3,0.601,19.9,4.9,3.3,8.2,0.207,2.7,0.0,2.7,2.2,16000000,1896.0
Rudy Gay,PF,34.0,SAS,63.0,1.0,21.6,0.42,0.381,0.804,4.8,1.4,0.7,0.6,1.0,1.8,11.4,14.7,0.532,23.6,0.0,1.7,1.7,0.059,-0.1,0.0,-0.1,0.6,14500000,1361.0
Stephen Curry,PG,32.0,GSW,63.0,63.0,34.2,0.482,0.421,0.916,5.5,5.8,1.2,0.1,3.4,1.9,32.0,26.3,0.655,34.8,6.5,2.5,9.0,0.201,8.3,0.4,8.7,5.8,43006362,2155.0
Trae Young,PG,22.0,ATL,63.0,63.0,33.7,0.438,0.343,0.886,3.9,9.4,0.8,0.2,4.1,1.8,25.3,23.0,0.589,33.0,5.9,1.3,7.2,0.163,5.3,-1.7,3.7,3.0,6571800,2123.0
Andre Iguodala,SF,37.0,MIA,63.0,5.0,21.3,0.383,0.33,0.658,3.5,2.3,0.9,0.6,1.1,1.4,4.4,9.2,0.519,11.2,-0.1,1.8,1.7,0.062,-2.2,1.8,-0.4,0.5,15000000,1342.0
Grant Williams,PF,22.0,BOS,63.0,9.0,18.1,0.437,0.372,0.588,2.8,1.0,0.5,0.4,0.9,2.6,4.7,7.5,0.546,12.3,0.1,1.0,1.1,0.046,-4.0,0.3,-3.7,-0.5,2498760,1140.0
