Player Name,Position,Age,Team,GP,GS,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary,Total Minutes
Brook Lopez,C,36.0,MIL,80.0,80.0,31.8,0.509,0.373,0.826,5.0,1.8,0.6,1.9,1.1,2.1,13.0,14.8,0.624,15.8,3.6,2.9,6.6,0.124,0.4,0.4,0.8,1.8,23000000,2544.0
Naz Reid,C,25.0,MIN,80.0,17.0,27.5,0.462,0.379,0.776,6.0,2.3,0.7,0.9,1.4,2.4,14.2,15.8,0.577,21.5,2.4,3.3,5.7,0.125,0.8,0.8,1.6,2.0,13986432,2200.0
Matas Buzelis,SF,20.0,CHI,80.0,31.0,18.9,0.454,0.361,0.815,3.5,1.0,0.4,0.9,0.9,1.6,8.6,12.5,0.571,18.7,0.5,1.4,1.9,0.06,-2.0,-0.5,-2.5,-0.2,5195520,1512.0
Taurean Prince,SF,30.0,MIL,80.0,73.0,27.1,0.457,0.439,0.813,3.6,1.9,1.0,0.2,1.0,2.1,8.2,9.8,0.613,12.5,1.3,2.2,3.5,0.077,-2.0,0.3,-1.7,0.1,2087519,2168.0
Scotty Pippen Jr.,PG,24.0,MEM,79.0,21.0,21.3,0.48,0.397,0.713,3.3,4.4,1.3,0.4,1.7,2.6,9.9,15.8,0.582,19.3,2.4,2.3,4.7,0.133,0.0,1.8,1.9,1.7,2087519,1683.0
Julian Phillips,SF,21.0,CHI,79.0,5.0,14.2,0.446,0.327,0.789,2.1,0.5,0.5,0.3,0.3,1.4,4.6,10.2,0.571,12.9,1.0,0.8,1.9,0.08,-2.6,-0.4,-3.0,-0.3,1891857,1122.0
T.J. McConnell,PG,32.0,IND,79.0,1.0,17.9,0.519,0.306,0.74,2.4,4.4,1.1,0.3,1.4,1.0,9.1,18.4,0.547,23.4,1.5,1.7,3.2,0.109,0.6,0.6,1.2,1.2,9300000,1414.0
Jalen Wilson,PF,24.0,BRK,79.0,22.0,25.7,0.397,0.337,0.818,3.4,1.8,0.5,0.1,1.0,2.1,9.5,9.5,0.541,16.6,0.9,1.0,1.9,0.046,-2.6,-1.3,-3.9,-1.0,1891857,2030.0
James Harden,PG,35.0,LAC,79.0,79.0,35.3,0.41,0.352,0.874,5.8,8.7,1.5,0.7,4.3,2.1,22.8,20.0,0.582,29.6,4.0,4.3,8.3,0.143,3.5,0.8,4.3,4.4,33653846,2789.0
Georges Niang,PF,31.0,2TM,79.0,3.0,21.5,0.461,0.406,0.793,3.4,1.4,0.4,0.2,1.0,2.5,9.9,11.2,0.607,17.9,1.5,1.4,2.9,0.081,-1.1,-1.2,-2.3,-0.1,8500000,1698.0
Keon Johnson,SG,22.0,BRK,79.0,56.0,24.4,0.389,0.314,0.77,3.8,2.2,1.0,0.4,1.5,2.6,10.6,10.4,0.499,21.7,-1.3,1.9,0.5,0.014,-3.1,-0.1,-3.3,-0.6,2162606,1928.0
Spencer Dinwiddie,PG,31.0,DAL,79.0,30.0,27.0,0.416,0.334,0.802,2.6,4.4,0.9,0.2,1.3,1.5,11.0,13.0,0.553,17.9,2.4,1.2,3.7,0.082,-0.9,-0.7,-1.6,0.2,2087519,2133.0
Obi Toppin,PF,26.0,IND,79.0,4.0,19.6,0.529,0.365,0.781,4.0,1.6,0.6,0.4,0.9,1.4,10.5,17.4,0.642,20.1,2.7,1.6,4.3,0.135,1.8,-0.1,1.7,1.4,12946429,1548.0
Jaylen Wells,SG,21.0,MEM,79.0,74.0,25.9,0.425,0.352,0.822,3.4,1.7,0.6,0.1,0.9,1.8,10.4,10.5,0.56,15.9,2.1,1.4,3.5,0.083,-1.2,-1.0,-2.2,-0.1,1157153,2046.0
Christian Braun,SG,23.0,DEN,79.0,77.0,33.9,0.58,0.397,0.827,5.2,2.6,1.1,0.5,1.0,2.2,15.4,16.0,0.665,15.8,6.2,1.9,8.0,0.144,0.8,-0.5,0.3,1.6,3089640,2678.0
Anthony Edwards,SG,23.0,MIN,79.0,79.0,36.3,0.447,0.395,0.837,5.7,4.5,1.2,0.6,3.2,1.9,27.6,20.1,0.595,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,42176400,2868.0
Toumani Camara,PF,24.0,POR,78.0,78.0,32.7,0.458,0.375,0.722,5.8,2.2,1.5,0.6,1.4,2.9,11.3,12.5,0.572,14.4,2.5,2.6,5.2,0.097,-0.9,0.8,-0.1,1.2,1891857,2551.0
Nicolas Batum,PF,36.0,LAC,78.0,8.0,17.5,0.437,0.433,0.81,2.8,1.1,0.7,0.5,0.4,1.4,4.0,10.3,0.633,9.0,1.5,2.0,3.5,0.124,-1.2,2.0,0.8,1.0,4668000,1365.0
Bam Adebayo,C,27.0,MIA,78.0,78.0,34.3,0.485,0.357,0.765,9.6,4.3,1.3,0.7,2.1,2.1,18.1,18.9,0.561,23.5,3.5,4.0,7.5,0.135,1.0,1.0,2.0,2.7,34848340,2675.0
Anthony Black,PG,21.0,ORL,78.0,10.0,24.2,0.423,0.318,0.761,2.9,3.1,1.1,0.6,1.8,2.1,9.4,11.6,0.521,19.6,-0.6,3.0,2.4,0.061,-3.1,1.2,-1.9,0.0,7607760,1888.0
Jalen Duren,C,21.0,DET,78.0,78.0,26.1,0.692,,0.669,10.3,2.7,0.7,1.1,1.7,3.2,11.8,21.4,0.703,16.4,5.9,3.4,9.2,0.218,1.6,1.5,3.1,2.7,4536840,2036.0
Max Christie,SG,21.0,2TM,78.0,36.0,27.3,0.427,0.366,0.855,3.3,1.9,0.8,0.4,1.1,1.5,9.6,10.4,0.57,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,7142857,2129.0
Dalton Knecht,SF,23.0,LAL,78.0,16.0,19.2,0.461,0.376,0.762,2.8,0.8,0.3,0.1,0.5,1.2,9.1,12.7,0.594,18.5,1.7,1.0,2.7,0.086,-0.1,-1.7,-1.8,0.1,3819120,1498.0
Pascal Siakam,PF,30.0,IND,78.0,78.0,32.7,0.519,0.389,0.734,6.9,3.4,0.9,0.5,1.4,2.4,20.2,19.2,0.599,24.2,5.0,2.5,7.5,0.142,2.2,-0.5,1.7,2.4,42176000,2551.0
Tyler Herro,SG,25.0,MIA,77.0,77.0,35.4,0.472,0.375,0.878,5.2,5.5,0.9,0.2,2.6,1.1,23.9,19.7,0.605,28.0,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,29000000,2726.0
DeMar DeRozan,SF,35.0,SAC,77.0,77.0,35.9,0.477,0.328,0.857,3.9,4.4,0.8,0.4,1.4,1.9,22.2,17.7,0.569,25.0,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3,23400000,2764.0
Keldon Johnson,SF,25.0,SAS,77.0,0.0,23.9,0.482,0.318,0.773,4.8,1.6,0.6,0.3,1.0,1.5,12.7,15.6,0.572,21.6,2.2,1.0,3.2,0.083,0.0,-1.6,-1.6,0.2,19000000,1840.0
Tim Hardaway Jr.,SG,32.0,DET,77.0,77.0,28.0,0.406,0.368,0.855,2.4,1.6,0.5,0.1,0.6,1.2,11.0,9.8,0.567,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0.0,16193183,2156.0
Derrick Jones Jr.,SF,27.0,LAC,77.0,55.0,24.3,0.526,0.356,0.703,3.4,0.8,1.0,0.4,0.9,2.0,10.1,13.5,0.609,16.5,2.1,2.6,4.7,0.12,-1.0,0.7,-0.3,0.8,9523810,1871.0
Josh Hart,SG,29.0,NYK,77.0,77.0,37.6,0.525,0.333,0.776,9.6,5.9,1.5,0.4,2.1,2.6,13.6,16.5,0.611,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,18144000,2895.0
Michael Porter Jr.,SF,26.0,DEN,77.0,77.0,33.7,0.504,0.395,0.768,7.0,2.1,0.6,0.5,1.4,2.0,18.2,16.2,0.617,20.2,4.6,1.8,6.4,0.118,1.6,-1.7,-0.1,1.2,35859950,2595.0
Kentavious Caldwell-Pope,SG,31.0,ORL,77.0,77.0,29.6,0.439,0.342,0.863,2.2,1.8,1.3,0.4,0.8,1.8,8.7,9.9,0.574,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,22757000,2279.0
Derrick White,SG,30.0,BOS,76.0,76.0,33.9,0.442,0.384,0.839,4.5,4.8,0.9,1.1,1.7,1.8,16.4,16.6,0.606,19.8,5.1,3.4,8.5,0.158,2.7,0.8,3.5,3.6,20017429,2576.0
Keegan Murray,PF,24.0,SAC,76.0,76.0,34.3,0.444,0.343,0.833,6.7,1.4,0.8,0.9,0.8,2.4,12.4,12.0,0.553,15.0,2.4,2.1,4.4,0.082,-0.8,-0.8,-1.6,0.2,8809560,2607.0
Kevon Looney,C,28.0,GSW,76.0,6.0,15.0,0.514,0.4,0.566,6.1,1.6,0.6,0.5,0.5,2.0,4.5,17.0,0.535,13.3,2.2,2.1,4.3,0.182,-1.0,1.3,0.3,0.7,8000000,1140.0
Alperen Şengün,C,22.0,HOU,76.0,76.0,31.5,0.496,0.233,0.692,10.3,4.9,1.1,0.8,2.6,2.8,19.1,21.4,0.545,26.2,4.1,4.2,8.3,0.166,2.6,1.8,4.4,3.9,5424654,2394.0
Trae Young,PG,26.0,ATL,76.0,76.0,36.0,0.411,0.34,0.875,3.1,11.6,1.2,0.2,4.7,1.9,24.2,18.3,0.567,29.6,4.4,1.3,5.7,0.1,3.3,-2.7,0.5,1.7,43031940,2736.0
Shai Gilgeous-Alexander,PG,26.0,OKC,76.0,76.0,34.2,0.519,0.375,0.898,5.0,6.4,1.7,1.0,2.4,2.2,32.7,30.7,0.637,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,35859950,2599.0
Aaron Wiggins,SG,26.0,OKC,76.0,26.0,22.9,0.488,0.383,0.831,3.9,1.8,0.8,0.2,0.9,1.3,12.0,16.1,0.596,20.3,2.7,2.7,5.4,0.148,1.3,-0.2,1.1,1.4,10514017,1740.0
Dyson Daniels,SG,21.0,ATL,76.0,76.0,33.8,0.493,0.34,0.593,5.9,4.4,3.0,0.7,2.0,2.3,14.1,15.6,0.545,18.2,1.3,3.7,5.0,0.093,-1.1,2.6,1.5,2.3,6059520,2569.0
Jarace Walker,PF,21.0,IND,75.0,5.0,15.8,0.472,0.405,0.667,3.1,1.5,0.7,0.3,1.0,1.5,6.1,11.9,0.59,17.1,0.1,1.5,1.6,0.065,-1.8,0.8,-0.9,0.3,6362520,1185.0
Royce O'Neale,SF,31.0,PHO,75.0,22.0,24.5,0.423,0.406,0.731,4.7,2.2,0.9,0.5,0.9,2.0,9.1,12.6,0.585,15.5,1.6,1.2,2.8,0.073,0.2,-0.1,0.1,1.0,9821429,1838.0
Dillon Brooks,SF,29.0,HOU,75.0,75.0,31.8,0.429,0.397,0.818,3.7,1.7,0.8,0.2,1.0,3.2,14.0,11.0,0.555,17.7,2.7,2.5,5.1,0.103,-1.4,0.0,-1.4,0.4,22255493,2385.0
Simone Fontecchio,SF,29.0,DET,75.0,0.0,16.5,0.402,0.335,0.833,2.9,0.9,0.4,0.2,0.7,1.3,5.9,9.7,0.544,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,7692308,1238.0
Jamal Shead,PG,22.0,TOR,75.0,11.0,19.6,0.405,0.323,0.768,1.5,4.2,0.8,0.1,1.6,2.1,7.1,9.9,0.499,18.6,-0.2,1.1,0.8,0.027,-3.2,-0.9,-4.1,-0.8,1862265,1470.0
Darius Garland,PG,25.0,CLE,75.0,75.0,30.7,0.472,0.401,0.878,2.9,6.7,1.2,0.1,2.5,1.9,20.6,19.9,0.6,27.2,5.8,2.3,8.1,0.169,3.9,-0.8,3.1,3.0,36725670,2302.0
Dennis Schröder,PG,31.0,3TM,75.0,49.0,28.1,0.406,0.342,0.838,2.6,5.4,0.9,0.2,1.9,2.4,13.1,12.7,0.531,21.6,1.5,1.7,3.2,0.073,-1.3,-0.9,-2.2,-0.1,13025250,2108.0
Kevin Porter Jr.,SG,24.0,2TM,75.0,4.0,19.8,0.449,0.311,0.769,3.7,3.4,1.1,0.2,1.8,1.6,10.3,15.4,0.531,25.4,-0.1,2.3,2.2,0.072,-1.6,0.9,-0.6,0.5,2237691,1485.0
Russell Westbrook,PG,36.0,DEN,75.0,36.0,27.9,0.449,0.323,0.661,4.9,6.1,1.4,0.5,3.2,2.5,13.3,14.3,0.532,23.8,-0.1,2.1,1.9,0.045,-0.9,-0.2,-1.1,0.5,3303771,2092.0
Zaccharie Risacher,SF,19.0,ATL,75.0,73.0,24.6,0.458,0.355,0.711,3.6,1.2,0.7,0.5,1.2,2.0,12.6,12.2,0.558,20.9,0.6,1.1,1.8,0.046,-1.7,-1.8,-3.5,-0.7,12569040,1845.0
Quentin Grimes,SG,24.0,2TM,75.0,37.0,26.8,0.467,0.385,0.757,4.3,3.0,1.0,0.3,1.9,1.8,14.6,15.9,0.595,22.8,2.0,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,4296615,2010.0
Devin Booker,SG,28.0,PHO,75.0,75.0,37.3,0.461,0.332,0.894,4.1,7.1,0.9,0.2,2.9,2.6,25.6,19.3,0.589,29.3,6.1,0.3,6.4,0.111,2.8,-2.4,0.4,1.7,49205800,2798.0
Kris Dunn,PG,30.0,LAC,74.0,58.0,24.1,0.439,0.335,0.682,3.4,2.8,1.7,0.4,1.0,2.7,6.4,11.3,0.531,12.7,0.8,3.2,4.0,0.108,-2.8,3.4,0.6,1.2,5168000,1783.0
Zach LaVine,SG,29.0,2TM,74.0,74.0,35.2,0.511,0.446,0.825,4.3,4.2,0.8,0.2,2.8,1.6,23.3,17.3,0.639,25.3,3.7,1.4,5.1,0.094,2.3,-1.6,0.7,1.8,44531940,2605.0
Jaren Jackson Jr.,C,25.0,MEM,74.0,74.0,29.8,0.488,0.375,0.781,5.6,2.0,1.2,1.5,2.1,3.5,22.2,19.6,0.591,28.1,3.2,3.2,6.4,0.139,1.6,0.8,2.3,2.4,25257798,2205.0
Mason Plumlee,C,34.0,PHO,74.0,21.0,17.6,0.619,0.0,0.648,6.1,1.8,0.4,0.6,0.8,2.1,4.5,14.8,0.645,10.8,2.4,1.3,3.7,0.136,-1.5,1.0,-0.6,0.5,2087519,1302.0
Duncan Robinson,SF,30.0,MIA,74.0,37.0,24.1,0.437,0.393,0.887,2.3,2.4,0.5,0.1,1.2,1.8,11.0,11.8,0.595,19.2,1.3,1.4,2.7,0.071,-0.7,-1.1,-1.7,0.1,19406000,1783.0
Moses Moody,SG,22.0,GSW,74.0,34.0,22.3,0.433,0.374,0.797,2.6,1.3,0.8,0.4,0.7,1.6,9.8,12.4,0.578,17.4,1.7,1.8,3.5,0.102,-0.9,0.0,-0.9,0.5,5803269,1650.0
Isaiah Joe,SG,25.0,OKC,74.0,16.0,21.7,0.44,0.412,0.821,2.6,1.6,0.6,0.1,0.5,1.5,10.2,14.0,0.617,17.2,2.9,2.2,5.1,0.153,1.4,-0.1,1.3,1.4,12991650,1606.0
Gary Trent Jr.,SG,26.0,MIL,74.0,9.0,25.6,0.431,0.416,0.848,2.3,1.2,1.0,0.1,0.6,1.7,11.1,11.7,0.591,17.1,1.6,1.7,3.3,0.084,-1.2,-0.4,-1.6,0.2,2087519,1894.0
Onyeka Okongwu,C,24.0,ATL,74.0,40.0,27.9,0.567,0.324,0.759,8.9,2.3,0.9,0.9,1.2,2.6,13.4,19.0,0.634,17.3,4.9,2.3,7.2,0.168,1.2,0.2,1.3,1.7,14000000,2065.0
Ryan Dunn,SF,22.0,PHO,74.0,44.0,19.1,0.43,0.311,0.487,3.6,0.8,0.6,0.5,0.5,2.2,6.9,10.7,0.517,16.7,0.2,0.7,1.0,0.034,-2.9,-1.2,-4.1,-0.7,2538240,1413.0
Davion Mitchell,PG,26.0,2TM,74.0,37.0,27.4,0.468,0.398,0.69,2.3,4.9,1.0,0.2,1.7,2.5,7.9,10.2,0.573,13.6,1.3,1.6,3.0,0.07,-2.8,0.2,-2.6,-0.3,6451230,2028.0
OG Anunoby,PF,27.0,NYK,74.0,74.0,36.6,0.476,0.372,0.81,4.8,2.2,1.5,0.9,1.4,2.3,18.0,15.4,0.591,19.7,3.7,2.8,6.5,0.116,0.7,0.1,0.7,1.9,36637931,2708.0
Tristan Da Silva,SF,23.0,ORL,74.0,38.0,22.0,0.412,0.335,0.873,3.3,1.5,0.4,0.2,0.8,1.3,7.2,9.9,0.522,15.2,0.5,1.9,2.5,0.073,-2.3,-0.3,-2.6,-0.3,3628440,1628.0
Haywood Highsmith,SF,28.0,MIA,74.0,42.0,24.6,0.458,0.382,0.721,3.4,1.5,0.9,0.5,0.7,2.2,6.5,9.9,0.583,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,5200000,1820.0
Coby White,SG,24.0,CHI,74.0,73.0,33.1,0.453,0.37,0.902,3.7,4.5,0.9,0.2,2.4,2.1,20.4,15.5,0.601,24.4,3.0,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7,12000000,2449.0
Tyrese Haliburton,PG,24.0,IND,73.0,73.0,33.6,0.473,0.388,0.851,3.5,9.2,1.4,0.7,1.6,1.3,18.6,21.8,0.616,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,42176000,2453.0
Austin Reaves,SG,26.0,LAL,73.0,73.0,34.9,0.46,0.377,0.877,4.5,5.8,1.1,0.3,2.4,2.1,20.2,18.1,0.616,23.7,5.6,2.1,7.6,0.144,2.4,-0.5,1.9,2.6,12976362,2548.0
Yves Missi,C,20.0,NOP,73.0,67.0,26.8,0.547,0.0,0.623,8.2,1.4,0.5,1.3,1.1,2.0,9.1,15.4,0.572,14.3,2.5,1.1,3.6,0.089,-1.6,-1.4,-3.0,-0.5,3202560,1956.0
Luke Kornet,C,29.0,BOS,73.0,16.0,18.6,0.668,0.0,0.691,5.3,1.6,0.5,1.0,0.4,1.6,6.0,19.6,0.683,11.4,4.8,2.2,7.0,0.246,1.6,1.7,3.3,1.8,2087519,1358.0
A.J. Green,SG,25.0,MIL,73.0,7.0,22.7,0.429,0.427,0.815,2.4,1.5,0.5,0.1,0.5,2.2,7.4,9.2,0.621,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,2120693,1657.0
Nikola Vučević,C,34.0,CHI,73.0,72.0,31.2,0.53,0.402,0.805,10.1,3.5,0.8,0.7,1.6,2.2,18.5,20.3,0.611,22.4,4.7,2.6,7.3,0.153,2.5,0.1,2.6,2.7,20000000,2278.0
Ricky Council IV,SF,23.0,PHI,73.0,12.0,17.1,0.382,0.258,0.804,2.9,1.3,0.4,0.2,0.7,0.9,7.3,11.6,0.502,20.3,0.1,0.5,0.6,0.023,-2.0,-2.3,-4.3,-0.7,1891857,1248.0
Dalen Terry,SG,22.0,CHI,73.0,5.0,13.5,0.448,0.356,0.71,1.7,1.3,0.6,0.2,0.7,1.6,4.5,9.6,0.546,14.9,0.2,0.8,1.1,0.052,-4.0,0.2,-3.8,-0.5,3510480,986.0
Tobias Harris,PF,32.0,DET,73.0,73.0,31.6,0.477,0.345,0.861,5.9,2.2,1.0,0.8,1.2,1.9,13.7,13.9,0.571,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,25365854,2307.0
Isaiah Stewart,C,23.0,DET,72.0,4.0,19.9,0.559,0.321,0.759,5.5,1.7,0.4,1.4,0.9,2.5,6.0,14.6,0.616,12.4,2.1,2.2,4.3,0.144,-1.6,2.1,0.6,0.9,15000000,1433.0
Gabe Vincent,PG,28.0,LAL,72.0,11.0,21.2,0.4,0.353,0.714,1.3,1.4,0.7,0.2,0.6,2.1,6.4,7.4,0.536,13.5,0.3,1.0,1.3,0.039,-3.8,-0.1,-4.0,-0.8,11000000,1526.0
Amir Coffey,SG,27.0,LAC,72.0,13.0,24.3,0.471,0.409,0.891,2.2,1.1,0.6,0.1,0.6,1.7,9.7,11.2,0.614,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,3938271,1750.0
Jayson Tatum,PF,26.0,BOS,72.0,72.0,36.4,0.452,0.343,0.814,8.7,6.0,1.1,0.5,2.9,2.2,26.8,21.7,0.582,31.2,5.3,4.2,9.5,0.174,4.4,0.8,5.2,4.8,34848340,2621.0
Rudy Gobert,C,32.0,MIN,72.0,72.0,33.2,0.669,,0.674,10.9,1.8,0.8,1.4,1.2,2.5,12.0,18.3,0.687,13.0,6.1,4.0,10.1,0.204,0.6,1.3,1.9,2.4,43827587,2390.0
Klay Thompson,SF,34.0,DAL,72.0,72.0,27.3,0.412,0.391,0.905,3.4,2.0,0.7,0.4,1.2,1.1,14.0,12.9,0.552,21.8,0.7,1.1,1.8,0.045,0.7,-1.6,-1.0,0.5,15873016,1966.0
Myles Turner,C,28.0,IND,72.0,72.0,30.2,0.481,0.396,0.773,6.5,1.5,0.8,2.0,1.7,2.5,15.6,16.1,0.612,20.7,1.8,2.9,4.7,0.104,0.0,0.4,0.4,1.3,19928500,2174.0
Deni Avdija,SF,24.0,POR,72.0,54.0,30.0,0.476,0.365,0.78,7.3,3.9,1.0,0.5,2.7,2.4,16.9,17.7,0.605,23.2,3.1,2.5,5.6,0.124,1.5,0.6,2.1,2.2,15625000,2160.0
Kyle Filipowski,C,21.0,UTA,72.0,27.0,21.1,0.502,0.35,0.65,6.1,1.9,0.7,0.3,1.4,2.4,9.6,14.9,0.594,18.7,1.5,1.0,2.5,0.078,-0.6,-0.3,-1.0,0.4,3000000,1519.0
Bennedict Mathurin,SF,22.0,IND,72.0,49.0,29.8,0.458,0.34,0.831,5.3,1.9,0.7,0.3,1.9,2.3,16.1,13.6,0.579,22.8,1.3,1.8,3.0,0.068,-1.3,-1.5,-2.9,-0.5,7245720,2146.0
Shaedon Sharpe,SG,21.0,POR,72.0,52.0,31.3,0.452,0.311,0.785,4.5,2.8,0.9,0.2,2.1,1.7,18.5,14.5,0.551,25.1,1.3,1.7,3.0,0.064,0.0,-1.3,-1.3,0.4,6614160,2254.0
Cameron Payne,PG,30.0,NYK,72.0,5.0,15.1,0.401,0.363,0.907,1.4,2.8,0.5,0.2,0.7,1.5,6.9,13.8,0.532,20.8,1.3,1.0,2.3,0.099,-0.1,-0.2,-0.2,0.5,2087519,1087.0
Karl-Anthony Towns,C,29.0,NYK,72.0,72.0,35.0,0.526,0.42,0.829,12.8,3.1,1.0,0.7,2.7,3.5,24.4,23.4,0.63,27.4,6.3,3.8,10.1,0.193,3.5,0.1,3.6,3.5,49205800,2520.0
Sam Merrill,SG,28.0,CLE,71.0,4.0,19.7,0.406,0.372,0.966,2.2,1.5,0.7,0.2,0.5,1.7,7.2,11.1,0.583,14.3,1.8,1.5,3.3,0.113,-0.4,0.7,0.3,0.8,2164993,1399.0
Mike Conley,PG,37.0,MIN,71.0,64.0,24.7,0.4,0.41,0.9,2.6,4.5,1.1,0.2,1.1,1.6,8.2,13.3,0.573,14.4,3.0,2.2,5.2,0.142,-0.1,1.3,1.2,1.4,9975962,1754.0
Donovan Mitchell,SG,28.0,CLE,71.0,71.0,31.4,0.443,0.368,0.823,4.5,5.0,1.3,0.2,2.1,2.0,24.0,20.9,0.575,30.9,4.8,2.8,7.6,0.163,3.8,-0.2,3.7,3.2,35410310,2229.0
